>>swe<< Go.	Gå.
>>swe<< Tom looks contrite.	Tom ser ångerfull ut.
>>swe<< Tom looks familiar.	Tom ser bekant ut.
>>swe<< Tom looks like you.	Tom ser ut som du.
>>swe<< Tom looks like you.	Tom liknar dig.
>>swe<< Tom looks relieved.	Tom ser lättad ut.
>>swe<< Tom looks so happy.	Tom ser så lycklig ut.
>>swe<< Tom looks so happy.	Tom ser så glad ut.
>>swe<< Tom lost his voice.	Tom tappade rösten.
>>swe<< Tom loved that dog.	Tom älskade den hunden.
>>swe<< Tom loves antiques.	Tom älskar antikviteter.
>>swe<< Tom made Mary stop.	Tom fick Mary att sluta.
>>swe<< Tom might be right.	Tom har kanske rätt.
>>swe<< Tom must be helped.	Tom måste hjälpas.
>>swe<< Tom must be helped.	Tom måste få hjälp.
>>swe<< Tom needs guidance.	Tom behöver vägledning.
>>swe<< Tom needs rest now.	Tom behöver vila nu.
>>swe<< Tom packed the car.	Tom packade bilen.
>>swe<< Tom plays the bass.	Tom spelar bas.
>>swe<< Tom ran out of gas.	Tom fick slut på bensin.
>>swe<< Tom sat next to me.	Tom satt bredvid mig.
>>swe<< Tom saw Mary again.	Tom såg Mary igen.
>>swe<< Tom says he's busy.	Tom säger att han är upptagen.
>>swe<< Tom screamed again.	Tom skrek igen.
>>swe<< Tom seems stressed.	Tom verkar stressad.
>>swe<< Tom sent me a note.	Tom skickade mig ett meddelande.
>>swe<< Tom shook his head.	Tom skakade på huvudet.
>>swe<< Tom should be here.	Tom borde vara här.
>>swe<< Tom started crying.	Tom började gråta.
>>swe<< Tom took something.	Tom tog någonting.
>>swe<< Tom used my laptop.	Tom använde min laptop.
>>swe<< Tom violated a law.	Tom bröt mot en lag.
>>swe<< Tom wanted a raise.	Tom ville ha en löneförhöjning.
>>swe<< Tom wanted a raise.	Tom ville ha påökt.
>>swe<< Tom wanted revenge.	Tom ville hämnas.
>>swe<< Tom wants evidence.	Tom vill ha bevis.
>>swe<< Tom wants our help.	Tom vill ha vår hjälp.
>>swe<< Tom wants to fight.	Tom vill slåss.
>>swe<< Tom wants you back.	Tom vill ha dig tillbaka.
>>swe<< Tom was a comedian.	Tom var komiker.
>>swe<< Tom was incredible.	Tom var otrolig.
>>swe<< Tom was incredible.	Tom var ofattbart bra.
>>swe<< Tom was incredible.	Tom var fantastisk.
>>swe<< Tom was on the way.	Tom var på väg.
>>swe<< Tom was stretching.	Tom stretchade.
>>swe<< Tom was successful.	Tom var framgångsrik.
>>swe<< Tom was unbeatable.	Tom var oslagbar.
>>swe<< Tom was undressing.	Tom klädde av sig.
>>swe<< Tom was used to it.	Tom var van vid det.
>>swe<< Tom was very brave.	Tom var väldigt modig.
>>swe<< Tom won't be ready.	Tom kommer inte att vara redo.
>>swe<< Tom won't be ready.	Tom kommer inte att vara färdig.
>>swe<< Tom won't hurt you.	Tom kommer inte att skada dig.
>>swe<< Tom yelled at Mary.	Tom skrek åt Mary.
>>swe<< Tom yelled at Mary.	Tom skrek på Mary.
>>swe<< Tom's dog stood up.	Toms hund ställde sig upp.
>>swe<< Tom's hair is long.	Toms hår är långt.
>>swe<< Tom's nose was red.	Toms näsa var röd.
>>swe<< Tom's not finished.	Tom är inte färdig.
>>swe<< Tom's not finished.	Tom är inte klar.
>>swe<< Tom's not home yet.	Tom är inte hemma än.
>>swe<< Try not to be late.	Försök att inte bli sen.
>>swe<< Turn off the radio.	Stäng av radion.
>>swe<< Turn off the water.	Stäng av vattnet.
>>swe<< Uranus is a planet.	Uranus är en planet.
>>swe<< Voice your opinion.	Uttryck din åsikt.
>>swe<< War is complicated.	Krig är komplicerat.
>>swe<< Was Tom there, too?	Var Tom också där?
>>swe<< Was Tom there, too?	Var Tom där också?
>>swe<< Was anybody killed?	Blev någon dödad?
>>swe<< Was that an insult?	Var det en förolämpning?
>>swe<< Watching TV is fun.	Att se på tv är roligt.
>>swe<< Watching TV is fun.	Att titta på tv är roligt.
>>swe<< Watching TV is fun.	Det är roligt att titta på tv.
>>swe<< Watching TV is fun.	Det är kul att titta på tv.
>>swe<< Water is important.	Vatten är viktigt.
>>swe<< We all cried a lot.	Vi grät mycket allihopa.
>>swe<< We all have to die.	Alla måste vi dö.
>>swe<< We are what we are.	Vi är vad vi är.
>>swe<< We came to see you.	Vi kom för att träffa dig.
>>swe<< We can all do this.	Vi kan alla göra det här.
>>swe<< We can rely on Tom.	Vi kan lita på Tom.
>>swe<< We can take a hint.	Vi fattar vinken.
>>swe<< We can talk to Tom.	Vi kan tala med Tom.
>>swe<< We can't be killed.	Vi kan inte dödas.
>>swe<< We can't be killed.	Vi får inte dödas.
>>swe<< We can't do it now.	Vi kan inte göra det nu.
>>swe<< We can't do it now.	Vi får inte göra det nu.
>>swe<< We do what we want.	Vi gör som vi vill.
>>swe<< We get it for free.	Vi får den gratis.
>>swe<< We grow wheat here.	Vi odlar vete här.
>>swe<< We had a big fight.	Vi hade ett stort gräl.
>>swe<< We had a big fight.	Vi hade ett stort bråk.
>>swe<< We had a good time.	Vi hade det trevligt.
>>swe<< We had a nice time.	Vi hade det trevligt.
>>swe<< We had a rough day.	Vi hade en tuff dag.
>>swe<< We had a rough day.	Vi har haft en tuff dag.
>>swe<< We had to help Tom.	Vi fick hjälpa Tom.
>>swe<< We have no secrets.	Vi har inga hemligheter.
>>swe<< We have three sons.	Vi har tre söner.
>>swe<< We have to act now.	Vi måste agera nu.
>>swe<< We have to do that.	Vi måste göra det där.
>>swe<< We have to do this.	Vi måste göra det här.
>>swe<< We have to wash it.	Vi måste tvätta den.
>>swe<< We listen to music.	Vi lyssnar på musik.
>>swe<< We live in a house.	Vi bor i ett hus.
>>swe<< We made a good buy.	Vi gjorde ett bra köp.
>>swe<< We need Tom's help.	Vi behöver Toms hjälp.
>>swe<< We need a new plan.	Vi behöver en ny plan.
>>swe<< We need to be sure.	Vi måste vara säkra.
>>swe<< We need to find it.	Vi måste hitta den.
>>swe<< We need to find it.	Vi måste hitta det.
>>swe<< We need to test it.	Vi måste testa den.
>>swe<< We played baseball.	Vi spelade baseball.
>>swe<< We played baseball.	Vi spelade baseboll.
>>swe<< We should call Tom.	Vi borde ringa Tom.
>>swe<< We went for a walk.	Vi tog en promenad.
>>swe<< We were all scared.	Vi var alla rädda.
>>swe<< We were very happy.	Vi var väldigt lyckliga.
>>swe<< We were very happy.	Vi var väldigt glada.
>>swe<< We were young then.	Vi var unga då.
>>swe<< We'll be just fine.	Vi klarar oss.
>>swe<< We'll be just fine.	Vi kommer att klara oss.
>>swe<< We'll get new ones.	Vi skaffar nya.
>>swe<< We'll get new ones.	Vi får nya.
>>swe<< We'll give it back.	Vi ger tillbaka den.
>>swe<< We'll give it back.	Vi ger tillbaka det.
>>swe<< We'll give it back.	Vi giver tillbaka den.
>>swe<< We'll give it back.	Vi giver tillbaka det.
>>swe<< We'll have a party.	Vi ska ha fest.
>>swe<< We'll have to wait.	Vi måste vänta.
>>swe<< We'll have to wait.	Vi kommer att behöva vänta.
>>swe<< We'll have to wait.	Vi kommer att måsta vänta.
>>swe<< We'll make it work.	Vi får det att fungera.
>>swe<< We're contributing.	Vi bidrar.
>>swe<< We're done talking.	Vi har pratat färdigt.
>>swe<< We're eating bread.	Vi äter bröd.
>>swe<< We're going to try.	Vi kommer att försöka.
>>swe<< We're good friends.	Vi är goda vänner.
>>swe<< We're having lunch.	Vi äter lunch.
>>swe<< We're here for you.	Vi finns här för dig.
>>swe<< We're in agreement.	Vi är överens.
>>swe<< We're in the clear.	Vi är utom fara.
>>swe<< We're not a couple.	Vi är inte ett par.
>>swe<< We're not dead yet.	Vi är inte döda än.
>>swe<< We're running late.	Vi är sena.
>>swe<< We're through here.	Vi är klara här.
>>swe<< We're under attack.	Vi är under attack.
>>swe<< We're very pleased.	Vi är väldigt nöjda.
>>swe<< We're very pleased.	Vi är väldigt belåtna.
>>swe<< We've come to help.	Vi har kommit för att hjälpa till.
>>swe<< We've got one left.	Vi har en kvar.
>>swe<< We've got to hurry.	Vi måste skynda oss.
>>swe<< We've got to leave.	Vi måste åka härifrån.
>>swe<< Welcome to my life.	Välkommen till mitt liv.
>>swe<< Were they any good?	Var de bra?
>>swe<< Were they with you?	Var de med dig?
>>swe<< Were you two close?	Stod ni två nära varandra?
>>swe<< Whales are mammals.	Valar är däggdjur.
>>swe<< What a big pumpkin!	Vilken stor pumpa!
>>swe<< What a boring game!	Vilket tråkigt spel!
>>swe<< What a chaotic day.	Vilken rörig dag.
>>swe<< What a clever idea!	Vilken smart idé!
>>swe<< What am I here for?	Vad är jag här för?
>>swe<< What an awful mess!	Vilken förfärlig röra!
>>swe<< What an ugly dress!	Vilken ful klänning!
>>swe<< What became of Tom?	Vad blev det av Tom?
>>swe<< What can we expect?	Vad kan vi förvänta oss?
>>swe<< What can you offer?	Vad har du att erbjuda?
>>swe<< What causes asthma?	Vad orsakar astma?
>>swe<< What chord is that?	Vilket ackord är det?
>>swe<< What could it mean?	Vad kan det betyda?
>>swe<< What could that be?	Vad kunde det vara?
>>swe<< What could this be?	Vad kunde det här vara?
>>swe<< What did Tom order?	Vad beställde Tom?
>>swe<< What did Tom reply?	Vad svarade Tom?
>>swe<< What did Tom think?	Vad tyckte Tom?
>>swe<< What did Tom think?	Vad ansåg Tom?
>>swe<< What did Tom write?	Vad skrev Tom?
>>swe<< What did she reply?	Vad svarade hon?
>>swe<< What did that mean?	Vad betydde det?
>>swe<< What did that mean?	Vad innebar det?
>>swe<< What did that mean?	Vad betydde det där?
>>swe<< What did they take?	Vad tog de?
>>swe<< What did they want?	Vad ville de?
>>swe<< What did you bring?	Vad tog du med dig?
>>swe<< What did you bring?	Vad hade du med dig?
>>swe<< What did you learn?	Vad lärde du dig?
>>swe<< What did you order?	Vad beställde du?
>>swe<< What did you spill?	Vad spillde du?
>>swe<< What did you steal?	Vad stal du?
>>swe<< What did you steal?	Vad var det du stal?
>>swe<< What did you study?	Vad studerade du?
>>swe<< What did you think?	Vad tyckte du?
>>swe<< What did you watch?	Vad tittade du på?
>>swe<< What do I call you?	Vad ska jag kalla dig?
>>swe<< What do I tell Tom?	Vad säger jag till Tom?
>>swe<< What do I tell Tom?	Vad ska jag säga till Tom?
>>swe<< What do they think?	Vad tycker de?
>>swe<< What do they think?	Vad anser de?
>>swe<< What do we owe Tom?	Vad är vi skyldiga Tom?
>>swe<< What do you charge?	Hur mycket tar du?
>>swe<< What does she have?	Vad har hon?
>>swe<< What else is there?	Vad annat finns det?
>>swe<< What floor am I on?	Vilken våning är jag på?
>>swe<< What happened next?	Vad hände sen?
>>swe<< What happened then?	Vad hände sen?
>>swe<< What happened then?	Vad hände sedan?
>>swe<< What have I missed?	Vad har jag missat?
>>swe<< What if he's wrong?	Och om han har fel?
>>swe<< What is my balance?	Vad är mitt saldo?
>>swe<< What is over there?	Vad är det där borta?
>>swe<< What is that smell?	Vad är det som luktar?
>>swe<< What is that smell?	Vad är det där för lukt?
>>swe<< What is that sound?	Vad är det där för ljud?
>>swe<< What is that sound?	Vad är det som låter?
>>swe<< What is that stuff?	Vad är det där för någonting?
>>swe<< What is this thing?	Vad är det här för någonting?
>>swe<< What narrow stairs!	Vilka smala trappor!
>>swe<< What station is it?	Vilken station är det här?
>>swe<< What station is it?	Vilken station är detta?
>>swe<< What're you eating?	Vad äter du?
>>swe<< What's Tom selling?	Vad säljer Tom?
>>swe<< What's in this box?	Vad finns i den här lådan?
>>swe<< What's keeping Tom?	Varför dröjer Tom?
>>swe<< What's keeping Tom?	Vad uppehåller Tom?
>>swe<< What's the hold up?	Vad är avbrottet?
>>swe<< What's the problem?	Vad är problemet?
>>swe<< What's up with Tom?	Vad är det med Tom?
>>swe<< When can I move in?	När kan jag flytta in?
>>swe<< When can I see Tom?	När kan jag träffa Tom?
>>swe<< When did it happen?	När hände det?
>>swe<< When did it happen?	När skedde det?
>>swe<< When do we want it?	När vill vi ha det?
>>swe<< When do we want it?	När vill vi ha den?
>>swe<< When do you use it?	När använder du den?
>>swe<< When does it begin?	När börjar det?
>>swe<< When is Tom coming?	När kommer Tom?
>>swe<< When is my surgery?	När är min operation?
>>swe<< When will it begin?	När börjar det?
>>swe<< When's the funeral?	När är begravningen?
>>swe<< Where are my boots?	Var är mina stövlar?
>>swe<< Where are the keys?	Var är nycklarna?
>>swe<< Where are the kids?	Var är barnen?
>>swe<< Where are you guys?	Var är ni?
>>swe<< Where are you, Tom?	Var är du, Tom?
>>swe<< Where did I put it?	Var satte jag den?
>>swe<< Where did you live?	Var bodde du någonstans?
>>swe<< Where did you stay?	Var bodde du?
>>swe<< Where did you stay?	Var bodde ni?
>>swe<< Where do I get off?	Var ska jag stiga av?
>>swe<< Where do I sign up?	Var ska jag anmäla mig?
>>swe<< Where does it hurt?	Var gör det ont?
>>swe<< Where is the hotel?	Var ligger hotellet?
>>swe<< Where is the vodka?	Var är vodkan?
>>swe<< Where is your room?	Var är ditt rum?
>>swe<< Where should we go?	Vart ska vi gå?
>>swe<< Where was Tom born?	Var är Tom född?
>>swe<< Where's my shampoo?	Var är mitt schampo?
>>swe<< Where's the bucket?	Var är hinken?
>>swe<< Where's the butter?	Vart är smöret?
>>swe<< Where's the museum?	Var ligger museet?
>>swe<< Where's the toilet?	Var är toaletten?
>>swe<< Where's your lunch?	Var är din lunch?
>>swe<< Which dog is yours?	Vilken hund är din?
>>swe<< Which dog is yours?	Vilken hund är er?
>>swe<< Who found your dog?	Vem hittade din hund?
>>swe<< Who gave it to you?	Vem gav den till dig?
>>swe<< Who invented shoes?	Vem uppfann skor?
>>swe<< Who is your lawyer?	Vem är din advokat?
>>swe<< Who is your lawyer?	Vem är er advokat?
>>swe<< Who wants this one?	Vem vill ha den här?
>>swe<< Who wants this one?	Vem vill ha det här?
>>swe<< Who wants to fight?	Vem vill slåss?
>>swe<< Who's at the wheel?	Vem sitter vid ratten?
>>swe<< Who's overreacting?	Vem är det som överdriver?
>>swe<< Who's with Tom now?	Vem är med Tom nu?
>>swe<< Who's your teacher?	Vem är din lärare?
>>swe<< Whose room is this?	Vems rum är det här?
>>swe<< Why can't Tom talk?	Varför kan inte Tom tala?
>>swe<< Why can't Tom talk?	Varför kan inte Tom prata?
>>swe<< Why can't you come?	Varför kan du inte komma?
>>swe<< Why did they do it?	Varför gjorde de det?
>>swe<< Why did you ask me?	Varför frågade du mig?
>>swe<< Why did you say no?	Varför sa du nej?
>>swe<< Why do I need help?	Varför behöver jag hjälp?
>>swe<< Why do you do that?	Varför gör du sådär?
>>swe<< Why do you do this?	Varför gör du såhär?
>>swe<< Why do you like it?	Varför tycker du om det?
>>swe<< Why do you need me?	Varför behöver du mig?
>>swe<< Why do you want it?	Varför vill du ha den?
>>swe<< Why do you want it?	Varför vill du ha det?
>>swe<< Why don't you quit?	Varför slutar du inte?
>>swe<< Why don't you quit?	Varför slutar ni inte?
>>swe<< Why don't you sing?	Varför sjunger du inte?
>>swe<< Why have we failed?	Varför har vi misslyckats?
>>swe<< Why is Tom so busy?	Varför är Tom så upptagen?
>>swe<< Why is Tom unhappy?	Varför är Tom olycklig?
>>swe<< Why is he so quiet?	Varför är han så tyst?
>>swe<< Why isn't Tom here?	Varför är inte Tom här?
>>swe<< Why were you there?	Varför var du där?
>>swe<< Women like perfume.	Kvinnor gillar parfym.
>>swe<< Women like perfume.	Kvinnor tycker om parfym.
>>swe<< You are in my seat.	Du sitter på min plats.
>>swe<< You are in my spot.	Du är på min plats.
>>swe<< You aren't smiling.	Du ler inte.
>>swe<< You can do it, too.	Du kan också göra det.
>>swe<< You can't back out.	Du kan inte backa ur.
>>swe<< You can't back out.	Du får inte backa ur.
>>swe<< You can't back out.	Du kan inte hoppa av.
>>swe<< You can't back out.	Du får inte hoppa av.
>>swe<< You can't back out.	Du får inte smita.
>>swe<< You can't blame me.	Du kan inte skylla på mig.
>>swe<< You can't blame me.	Du får inte skylla på mig.
>>swe<< You can't call Tom.	Du får inte ringa Tom.
>>swe<< You can't hurt Tom.	Du får inte skada Tom.
>>swe<< You can't hurt Tom.	Du kan inte skada Tom.
>>swe<< You can't hurt Tom.	Ni får inte skada Tom.
>>swe<< You can't hurt Tom.	Ni kan inte skada Tom.
>>swe<< You can't leave me.	Du kan inte lämna mig.
>>swe<< You can't leave me.	Du får inte lämna mig.
>>swe<< You can't leave me.	Ni kan inte lämna mig.
>>swe<< You can't leave me.	Ni får inte lämna mig.
>>swe<< You can't quit now.	Du kan inte sluta nu.
>>swe<< You can't quit now.	Du får inte sluta nu.
>>swe<< You can't quit now.	Ni får inte sluta nu.
>>swe<< You can't quit now.	Ni kan inte sluta nu.
>>swe<< You did not say so.	Det sade du inte.
>>swe<< You don't scare me.	Du skrämmer mig inte.
>>swe<< You don't scare me.	Ni skrämmer mig inte.
>>swe<< You get used to it.	Du vänjer dig.
>>swe<< You get used to it.	Man vänjer sig.
>>swe<< You got us evicted.	Du fick oss vräkta.
>>swe<< You guys are right.	Ni har rätt.
>>swe<< You have a problem.	Du har ett problem.
>>swe<< You have to adjust.	Du måste anpassa dig.
>>swe<< You have to get up.	Du måste stiga upp.
>>swe<< You have to go now.	Du måste gå nu.
>>swe<< You have to see it.	Du måste se det.
>>swe<< You have two balls.	Du har två bollar.
>>swe<< You have two balls.	Du har två kulor.
>>swe<< You know the rules.	Du kan reglerna.
>>swe<< You like elephants.	Du gillar elefanter.
>>swe<< You like elephants.	Ni gillar elefanter.
>>swe<< You may be correct.	Du kanske har rätt.
>>swe<< You may be correct.	Du har kanske rätt.
>>swe<< You must be a fool.	Du måste vara tokig.
>>swe<< You must be joking!	Du måste skämta!
>>swe<< You must not smoke.	Du får inte röka.
>>swe<< You must not smoke.	Ni får inte röka.
>>swe<< You need a new car.	Du behöver ny bil.
>>swe<< You need a new car.	Du behöver en ny bil.
>>swe<< You need a new one.	Du behöver en ny.
>>swe<< You need to go now.	Du måste gå nu.
>>swe<< You seem surprised.	Du verkar förvånad.
>>swe<< You seem surprised.	Ni verkar förvånade.
>>swe<< You seem surprised.	Du verkar vara förvånad.
>>swe<< You were bad at it.	Du var dålig på det.
>>swe<< You were in a coma.	Du låg i koma.
>>swe<< You won't like Tom.	Du kommer inte att tycka om Tom.
>>swe<< You won't like Tom.	Du kommer inte att gilla Tom.
>>swe<< You won't like Tom.	Ni kommer inte att tycka om Tom.
>>swe<< You won't like Tom.	Ni kommer inte att gilla Tom.
>>swe<< You're all cowards.	Ni är alla ynkryggar.
