>>npi<< Who?	को?
>>npi<< I collect foreign coins.	म विदेशी मुद्रा सङ्कलन गर्छु।
>>npi<< I could hear everything.	म सबै कुरा सुन्न सक्थे।
>>npi<< I danced all night long.	म रातभरि नाचिरहेँ ।
>>npi<< I didn't know that rule.	मलाई त्यो नियम थाहा थिएन।
>>npi<< I don't blame you a bit.	म तिमीलाई अलिकति पनि दोष दिन्न।
>>npi<< I drink my coffee black.	म मेरो कफी कालो पिउछु।
>>npi<< I have nothing to share.	मसँग बाँड्ने केही छैन ।
>>npi<< I know him only by name.	मलाई उहाँको नाम मात्र थाहा छ।
>>npi<< I lived in a small town.	म एउटा सानो सहरमा बस्थे।
>>npi<< I must admit I like Tom.	मैले मान्नु पर्छ कि म टमलाई मन पराउँछु।
>>npi<< I only know him by name.	मलाई उहाँको नाम मात्र थाहा छ।
>>npi<< I play soccer every day.	म हरेक दिन फुटबल खेल्छु।
>>npi<< I really need your help.	मलाई साँच्चै तपाईंको मद्दत चाहिन्छ।
>>npi<< I slowly opened my eyes.	मैले बिस्तारै आँखा खोलेँ।
>>npi<< I think Tom is talented.	मलाई लाग्छ कि टम प्रतिभाशाली छ।
>>npi<< I think it's a bad idea.	मलाई यो नराम्रो विचार हो जस्तो लाग्छ।
>>npi<< I think you're mistaken.	मलाई लाग्छ तपाईं गलत हुनुहुन्छ।
>>npi<< I thought Tom was happy.	मैले सोचें कि टम खुसी थिए।
>>npi<< I tried again and again.	मैले धेरै पटक प्रयास गरें।
>>npi<< I visited Tom in Boston.	म बोस्टनमा टमलाई भेट्न गएँ।
>>npi<< I want to wash my hands.	म आफ्नो हात धुन चाहन्छु।
>>npi<< I wish to see my father.	म बुबालाई भेट्न चाहन्छु।
>>npi<< I'll be your tour guide.	म तिम्रो टुर गाइड हुनेछु।
>>npi<< I'll meet you in Boston.	म तिमीलाई बोस्टनमा भेट्नेछु।
>>npi<< I'm a woman, not a girl.	म महिला हुँ, केटी होइन।
>>npi<< I'm also from Australia.	म पनि अस्ट्रेलिया बाट हुँ ।
>>npi<< I'm from Australia, too.	म पनि अस्ट्रेलिया बाट हुँ ।
>>npi<< It was nice knowing you.	तिमीलाई चिन्दा राम्रो लाग्यो।
>>npi<< It was nice knowing you.	तपाईलाई चिन्न पाउँदा राम्रो लाग्यो।
>>npi<< It was nice knowing you.	तपाईलाई चिन्दा राम्रो लाग्यो।
>>npi<< It will be hot tomorrow.	भोलि गर्मी हुनेछ ।
>>npi<< Look what they're doing.	हेर्नुहोस् तिनीहरू के गर्दैछन्।
>>npi<< Make it a little bigger.	अलिक ठूलो बनाउनुहोस्।
>>npi<< Make it a little larger.	अलिक ठूलो बनाउनुहोस्।
>>npi<< Make it a little louder.	अलिक ठूलो बनाउनुहोस्।
>>npi<< Maybe they'll come back.	सायद तिनीहरू फर्केर आउनेछन्।
>>npi<< My birthday is tomorrow.	मेरो जन्म दिन भोलि हो।
>>npi<< My mother isn't at home.	आमा घरमा हुनुहुन्न।
>>npi<< Please keep this secret.	कृपया यसलाई गोप्य राख्नुहोस्।
>>npi<< Please show me the list.	कृपया मलाई सूची देखाउनुहोस्।
>>npi<< She is as busy as a bee.	उनी मौरी जस्तै व्यस्त छिन्।
>>npi<< Sorry for being so late.	धेरै ढिलो भएकोमा माफी चाहन्छु।
>>npi<< That was unprofessional.	त्यो अव्यवसायिक थियो।
>>npi<< The door was still open.	ढोका अझै खुल्ला थियो।
>>npi<< The law is pretty clear.	कानुन एकदमै स्पष्ट छ।
>>npi<< The police came quickly.	पुलिस छिट्टै आए।
>>npi<< The signal turned green.	ट्राफिक बत्ती हरियो भयो।
>>npi<< There are no exceptions.	त्यहाँ कुनै अपवाद छैन।
>>npi<< This is really exciting.	यो साँच्चै रोमाञ्चक छ।
>>npi<< Tom blew out the candle.	टमले मैनबत्ती निभाए।
>>npi<< Tom doesn't know French.	टम फ्रान्सेली जान्दैन।
>>npi<< Tom is braver than I am.	टम म भन्दा बहादुर छ।
>>npi<< Tom is doing all he can.	टमले आफूले सक्ने सबै गरिरहेको छ।
>>npi<< Tom is still in the car.	टम अझै कार भित्र छ।
>>npi<< Tom is writing a letter.	टमले पत्र लेख्दैछ।
>>npi<< Tom is writing a letter.	टमले चिठी लेख्दैछ।
>>npi<< Tom is writing a report.	टमले रिपोर्ट लेख्दैछ।
>>npi<< Tom left because of you.	टमले तिम्रो कारणले छोड्यो।
>>npi<< Tom said he felt lonely.	टमले आफू एक्लो महसुस गरेको बताए।
>>npi<< Tom sang a song to Mary.	टमले मेरीको लागि एउटा गीत गाए।
>>npi<< Tom says Mary was wrong.	टम भन्छन् कि मेरी गलत थिहिन्।
>>npi<< Tom searched everywhere.	टमले जताततै खोज्यो।
>>npi<< Tom wants to protect me.	टम मेरो रक्षा गर्न चाहन्छ।
>>npi<< Tom was there yesterday.	टम हिजो त्यहाँ थियो।
>>npi<< Tom wasn't the youngest.	टम सबैभन्दा कान्छो थिएन।
>>npi<< Tom wears a tie to work.	टमले काम गर्न टाई लगाउँछ।
>>npi<< We can't live like this.	हामी यसरी बाँच्न सक्दैनौं।
>>npi<< We can't stay here long.	हामी यहाँ लामो समय बस्न सक्दैनौ।
>>npi<< We discussed what to do.	हामीले के गर्ने भन्ने कुरा गर्यौँ।
>>npi<< We don't have snow here.	हामीसँग यहाँ हिउँ छैन।
>>npi<< We have to be proactive.	हामी सक्रिय हुनुपर्छ।
>>npi<< We locked all the doors.	हामीले सबै ढोकामा ताल्चा लगायौ।
>>npi<< We should wait a little.	हामीले थोरै पर्खनुपर्छ।
>>npi<< What are we waiting for?	हामी के पर्खिरहेका छौं?
>>npi<< What time is it, anyway?	जे होस्, कति बजेको छ?
>>npi<< What time will you come?	तिमी कति बजे आउने छौ?
>>npi<< What year were you born?	तिम्रोको जन्म कुन सालमा भएको थियो ?
