>>heb<< Go.	לך!
>>heb<< We need supplies.	אנו זקוקים לאספקה.
>>heb<< We need the rain.	אנחנו זקוקים לגשם.
>>heb<< We need to leave.	אנו צריכים לעזוב.
>>heb<< We need to start.	אנחנו צריכים להתחיל.
>>heb<< We never laughed.	לעולם אין אנו צוחקים.
>>heb<< We outwitted Tom.	הערמנו על תום.
>>heb<< We play baseball.	אנו משחקים כדור בסיס.
>>heb<< We protected Tom.	הגנו על תום.
>>heb<< We put on makeup.	התאפרנו.
>>heb<< We reassured Tom.	נסכנו ביטחון בתום.
>>heb<< We respected Tom.	כיבדנו את תום.
>>heb<< We sat in a ring.	ישבנו במעגל.
>>heb<< We saw Tom do it.	ראינו את תום עושה את זה.
>>heb<< We saw her dance.	ראינו אותה רוקדת.
>>heb<< We saw something.	ראינו משהו.
>>heb<< We spoke briefly.	דיברנו בקצרה.
>>heb<< We spoke briefly.	דיברנו במשך זמן קצר.
>>heb<< We stayed inside.	נשארנו בפנים.
>>heb<< We stuck with it.	אנו תקועים עם זה.
>>heb<< We supported Tom.	תמכנו בתום.
>>heb<< We surprised Tom.	הפתענו את תום.
>>heb<< We suspected Tom.	חשדנו בתום.
>>heb<< We told everyone.	סיפרנו לכולם.
>>heb<< We totally agree.	אנו מסכימים לגמרי.
>>heb<< We went shopping.	הלכנו לקניות.
>>heb<< We were all busy.	כולנו היינו עסוקים.
>>heb<< We were ambushed.	נפלנו למארב.
>>heb<< We were attacked.	אנו הותקפנו.
>>heb<< We were bluffing.	בילפנו.
>>heb<< We were captured.	נלכדנו.
>>heb<< We were clueless.	היינו חסרי עצה.
>>heb<< We were ecstatic.	היינו משולהבים.
>>heb<< We were grateful.	היינו אסירי תודה.
>>heb<< We were innocent.	לא היינו אשמים.
>>heb<< We were innocent.	היינו חפים מפשע.
>>heb<< We were mistaken.	טעינו.
>>heb<< We were partners.	היינו שותפים.
>>heb<< We were partying.	היינו חוגגים.
>>heb<< We were soldiers.	היינו חיילים.
>>heb<< We were stranded.	היינו תקועים.
>>heb<< We were thrilled.	היינו נרגשים.
>>heb<< We were together.	היינו יחד.
>>heb<< We were too late.	אחרנו.
>>heb<< We were truthful.	דיברנו אמת.
>>heb<< We will not fail.	לא ניכשל.
>>heb<< We won the match.	ניצחנו במשחק.
>>heb<< We won this time.	ניצחנו הפעם.
>>heb<< We work together.	אנו עובדים יחד.
>>heb<< We wouldn't care.	לא היה אכפת לנו.
>>heb<< We'd better stop.	מוטב שנחדל.
>>heb<< We'd better stop.	מוטב שנעצור.
>>heb<< We'd better stop.	מוטב שנפסיק.
>>heb<< We'd better wait.	כנראה עדיף שנחכה.
>>heb<< We'll be careful.	אנו נזהר.
>>heb<< We'll do it live.	נעשה זאת בשידור חי.
>>heb<< We'll do it live.	נעשה את זה בשידור חי.
>>heb<< We'll go get Tom.	נלך לקחת את תום.
>>heb<< We're Christians.	אנחנו נוצרים.
>>heb<< We're architects.	אנחנו אדריכלים.
>>heb<< We're astonished.	אנו נדהמים.
>>heb<< We're carpenters.	אנחנו נגרים.
>>heb<< We're chauffeurs.	אנחנו נהגים.
>>heb<< We're classmates.	אנחנו בני אותה כיתה.
>>heb<< We're classmates.	אנחנו חברים לכיתה.
>>heb<< We're communists.	אנו קומוניסטים.
>>heb<< We're dependable.	אנו תלותיים.
>>heb<< We're detectives.	אנחנו בלשים.
>>heb<< We're diplomatic.	אנחנו דיפלומטיים.
>>heb<< We're downsizing.	אנו מקצצים.
>>heb<< We're downsizing.	אנו ממזערים.
>>heb<< We're downsizing.	אנו מקטינים.
>>heb<< We're downstairs.	אנחנו למטה.
>>heb<< We're economists.	אנחנו כלכלנים.
>>heb<< We're exercising.	אנחנו מתעמלים.
>>heb<< We're fascinated.	אנו מוקסמים.
>>heb<< We're filmmakers.	אנחנו יוצרי סרטים.
>>heb<< We're frightened.	אנו מבוהלים.
>>heb<< We're going home.	אנחנו הולכים הביתה.
>>heb<< We're historians.	אנו היסטוריונים.
>>heb<< We're illiterate.	אנו אנאלפבתים.
>>heb<< We're in a hurry.	אנחנו ממהרים.
>>heb<< We're in trouble.	אנחנו בצרות.
>>heb<< We're inflexible.	אנו לא גמישים.
>>heb<< We're interested.	אנו מעוניינים.
>>heb<< We're lifeguards.	אנו מצילים.
>>heb<< We're meditating.	אנו עושים מדיטציה.
>>heb<< We're methodical.	אנו שיטתיים.
>>heb<< We're nonsmokers.	אנו לא מעשנים.
>>heb<< We're optimistic.	אנו אופטימים.
>>heb<< We're overworked.	אנחנו עובדים קשה מדי.
>>heb<< We're paramedics.	אנו חובשים.
>>heb<< We're particular.	אנחנו ייחודיים.
>>heb<< We're persistent.	אנו עקביים.
>>heb<< We're prejudiced.	אנו משוחדים.
>>heb<< We're professors.	אנו פרופסורים.
>>heb<< We're reasonable.	אנו סבירים.
>>heb<< We're remodeling.	אנו מעצבים מחדש.
>>heb<< We're right here.	אנו כאן במקום.
>>heb<< We're sophomores.	אנו סטודנטים שנה שניה.
>>heb<< We're sorry, too.	גם אנחנו מצטערים.
>>heb<< We're speechless.	אין לנו מילים.
>>heb<< We're still here.	אנו עדיין כאן.
>>heb<< We're successful.	אנחנו מצליחים.
>>heb<< We're successful.	אנחנו מוצלחים.
>>heb<< We're surrounded.	אנו מוקפים.
>>heb<< We're undergrads.	אנו סטודנטים לתואר ראשון.
>>heb<< We're undressing.	אנחנו מתפשטים.
>>heb<< We're unemployed.	אנו מובטלים.
>>heb<< We're untalented.	אנחנו לא כשרוניים.
>>heb<< We're vulnerable.	אנחנו פגיעים.
>>heb<< Weak people lose.	חלשים מפסידים.
>>heb<< Were you careful?	נזהרת?
>>heb<< Were you excited?	היית נרגש?
>>heb<< Were you injured?	נפצעת?
>>heb<< Were you invited?	הוזמנת?
>>heb<< Were you jealous?	היית קנאי?
>>heb<< Were you naughty?	היית שובב?
>>heb<< Were you nervous?	היית עצבני?
>>heb<< Were you sailing?	הפלגת?
>>heb<< Were you scalded?	נכוותם?
>>heb<< Were you scolded?	ננזפת?
>>heb<< Were you serious?	היית רציני?
>>heb<< Were you shocked?	זועזעת?
>>heb<< Were you sincere?	היית כנה?
>>heb<< Were you stunned?	נדהמת?
>>heb<< Were you tactful?	נקטת בטקט?
>>heb<< Were you tempted?	התפתת?
>>heb<< Were you unhappy?	היית אומלל?
>>heb<< Were you unlucky?	היית ביש מזל?
>>heb<< Were you worried?	היית מודאג?
>>heb<< What a Halloween!	איזה ליל כל הקדושים!
>>heb<< What a bad movie!	איזה סרט גרוע!
>>heb<< What a big eater!	איזה אכלן גדול!
>>heb<< What a big truck!	הנה משאית ענקית!
>>heb<< What a challenge!	איזה אתגר!
>>heb<< What a crazy day!	איזה יום מטריף!
>>heb<< What a fine view!	איזה נוף מרהיב!
>>heb<< What a good shot!	איזו יריה טובה!
>>heb<< What a heavy bag!	איזה תיק כבד!
>>heb<< What a hypocrite!	איזה צבוע!
>>heb<< What a long week!	איזה שבוע ארוך!
>>heb<< What a situation!	איזה מצב!
>>heb<< What an atrocity!	איזו אכזריות!
>>heb<< What an ensemble!	איזה הרכב מוזיקלי!
>>heb<< What an ensemble!	איזו תזמורת!
>>heb<< What are daisies?	מה הן חרציות?
>>heb<< What are tonsils?	מה הם שקדי הגרון?
>>heb<< What can be done?	מה ניתן לעשות?
>>heb<< What can be done?	מה אפשר לעשות?
>>heb<< What caused that?	מה גרם לזה?
>>heb<< What caused this?	מה גרם לכך?
>>heb<< What causes acne?	מה גורם לפצעונים?
>>heb<< What causes that?	מה גורם לכך?
>>heb<< What causes this?	מה גורם לזה?
>>heb<< What did Tom buy?	מה תום קנה?
>>heb<< What did it mean?	מה הייתה המשמעות של זה?
>>heb<< What did she say?	מה היא אמרה?
>>heb<< What did you buy?	מה קנית?
>>heb<< What did you buy?	מה קניתם?
>>heb<< What did you eat?	את מה אכלת?
>>heb<< What did you eat?	מה אכלתם?
>>heb<< What did you say?	מה אמרת?
>>heb<< What did you say?	מה אתה אמרת?
>>heb<< What do you care?	למה אכפת לך?
>>heb<< What do you have?	מה יש לך?
>>heb<< What do you know?	את מה אתה יודע?
>>heb<< What do you mean?	למה אתה מתכוון?
>>heb<< What do you mean?	למה את מתכוונת?
>>heb<< What do you mean?	מה אתה מתכוון לומר?
>>heb<< What do you mean?	מה את מתכוונת לומר?
>>heb<< What do you mean?	מה כוונתך?
>>heb<< What do you mean?	למה אתם מתכוונים?
>>heb<< What do you need?	מה אתה צריך?
>>heb<< What do you need?	מה את צריכה?
>>heb<< What do you seek?	את מה אתה מחפש?
>>heb<< What do you want?	מה אתה רוצה?
>>heb<< What do you want?	במה אתה חפץ?
>>heb<< What do you want?	מה את רוצה?
>>heb<< What do you want?	מה רצונך?
>>heb<< What does Tom do?	מה עושה תום?
>>heb<< What else is new?	מה חדש בנוסף?
>>heb<< What happens now?	מה קורה עכשיו?
>>heb<< What have we got?	מה יש לנו?
>>heb<< What if he fails?	מה יקרה אם הוא ייכשל?
>>heb<< What if he fails?	ומה אם הוא ייכשל?
>>heb<< What is he after?	מה דוחף אותו?
>>heb<< What is he after?	למה הוא שואף?
>>heb<< What is he after?	למה הוא עורג?
>>heb<< What is he up to?	מה הוא מתכנן?
>>heb<< What is his name?	מה שמו?
>>heb<< What is his name?	איך קוראים לו?
>>heb<< What is it about?	על מה מדובר?
>>heb<< What is she like?	איך היא?
>>heb<< What is the news?	מה חדש?
>>heb<< What rotten luck!	איזה ביש מזל!
>>heb<< What shall we do?	מה נעשה?
>>heb<< What should I do?	מה אני צריך לעשות?
>>heb<< What should I do?	מה עליי לעשות?
>>heb<< What should I do?	מה אני צריכה לעשות?
>>heb<< What stopped you?	מה עצר אותך?
>>heb<< What tastes good?	מה טעמו טוב?
>>heb<< What tastes good?	מה טעים?
>>heb<< What was the use?	מה היתה המטרה?
>>heb<< What will happen?	מה יקרה?
>>heb<< What will you do?	מה תעשה?
>>heb<< What woke you up?	מה העיר אותך?
>>heb<< What's Tom doing?	מה עושה תום?
>>heb<< What's Tom doing?	מה תום עושה?
>>heb<< What's Tom's job?	מה התפקיד של תום?
>>heb<< What's democracy?	מהי דמוקרטיה?
>>heb<< What's happening?	מה קורה?
>>heb<< What's it to you?	מה זה עניינך?
>>heb<< What's it to you?	במה זה נוגע אליך?
>>heb<< What's on TV now?	מה משדרים בטלוויזיה עכשיו?
>>heb<< What's she doing?	מה היא עושה?
>>heb<< What's that bird?	איזה ציפור זו?
>>heb<< What's the cause?	מה הסיבה?
>>heb<< What's the point?	מה הרעיון?
>>heb<< What's the point?	מה הטעם?
>>heb<< What's the score?	מה התוצאה?
>>heb<< What's the topic?	מה הנושא?
>>heb<< What's up, kiddo?	מה המצב, ילדון?
>>heb<< What's your beef?	איפה בשר הבקר שלך?
>>heb<< What's your goal?	מה מטרתך?
>>heb<< What's your goal?	מי מטרתך?
>>heb<< What's your idea?	איזה רעיון יש לכם?
>>heb<< What's your name?	מה שמך?
>>heb<< What's your name?	איך קוראים לך?
>>heb<< What's your plan?	מה התוכנית שלך?
>>heb<< What's your rush?	מה החיפזון?
>>heb<< Whatever you say.	מה שתגידו.
>>heb<< When are you off?	מתי אתה גומר לעבוד?
>>heb<< When can we move?	מתי נוכל לזוז?
>>heb<< When did they go?	מתי הם הלכו?
>>heb<< When do we leave?	מתי יוצאים לדרך?
>>heb<< When do we start?	מתי נתחיל?
>>heb<< When do you work?	מתי אתה עובד?
>>heb<< When is the test?	מתי המבחן?
>>heb<< When shall we go?	מתי נלך?
>>heb<< Where are we now?	איפה אנחנו עכשיו?
>>heb<< Where are we now?	איפה אנחנו כרגע?
>>heb<< Where are we now?	איפה אנחנו כעת?
>>heb<< Where can I park?	איפה אפשר לחנות?
>>heb<< Where did Tom go?	לאן תום הלך?
>>heb<< Where did you go?	לאן הלכת?
>>heb<< Where did you go?	לאן הלכתם?
>>heb<< Where do I start?	איפה להתחיל?
>>heb<< Where is it kept?	איפה שומרים את זה?
>>heb<< Where is my seat?	איפה הכסא שלי?
>>heb<< Where is the cat?	איפה החתול?
>>heb<< Where is the cat?	איפה נמצא החתול?
>>heb<< Where's everyone?	איפה כולם?
>>heb<< Where's my lunch?	איפה ארוחת הצהרים שלי?
>>heb<< Where's my money?	איפה הכסף שלי?
>>heb<< Where's my money?	איפה הכספים שלי?
>>heb<< Where's my phone?	איפה הטלפון שלי?
>>heb<< Where's the boss?	איפה האחראי?
>>heb<< Where's the milk?	איפה החלב?
>>heb<< Where's the rope?	איפה החבל?
>>heb<< Where's your bag?	איפה התיק שלך?
>>heb<< Where's your hat?	היכן כובעך?
>>heb<< Wherever you say.	מה שתגידי.
>>heb<< Which is cheaper?	איזה זול יותר?
>>heb<< Which is correct?	איזה הוא הנכון?
>>heb<< Which is our car?	איזו המכונית שלנו?
>>heb<< Which one is Tom?	מי מהם תום?
>>heb<< Which way is out?	איפה היציאה?
>>heb<< Who attacked you?	מי התקיף אותך?
>>heb<< Who brought them?	מי קנה אותם?
>>heb<< Who brought this?	מי קנה את זה?
>>heb<< Who can remember?	מי יכול לזכור?
>>heb<< Who cares anyway?	למי בכלל אכפת?
>>heb<< Who could forget?	מי יכול לשכוח?
>>heb<< Who could refuse?	מי יכול לסרב?
>>heb<< Who decided that?	מי החליט על כך?
>>heb<< Who defended Tom?	מי הגן על תום?
>>heb<< Who destroyed it?	מי הרס את זה?
>>heb<< Who developed it?	מי פיתח את זה?
>>heb<< Who did Tom bite?	את מי תום נשך?
>>heb<< Who did Tom save?	את מי תום הציל?
>>heb<< Who did you call?	למי התקשרת?
>>heb<< Who did you kill?	את מי הרגת?
>>heb<< Who did you meet?	את מי פגשת?
>>heb<< Who doesn't know?	מי לא יודע?
>>heb<< Who else is here?	מי עוד כאן?
>>heb<< Who got murdered?	מי נרצח?
>>heb<< Who got punished?	מי נענש?
>>heb<< Who is that lady?	מי הגברת הזאת?
>>heb<< Who is that lady?	מי היא הגברת הזאת?
>>heb<< Who is this girl?	מי הנערה הזאת?
>>heb<< Who just arrived?	מי הגיע הרגע?
>>heb<< Who noticed that?	מי הבחין בכך?
>>heb<< Who notified you?	מי הודיע לך?
>>heb<< Who ordered that?	מי הזמין את זה?
>>heb<< Who ordered this?	מי ציווה על כך?
>>heb<< Who painted that?	מי צייר את זה?
>>heb<< Who painted that?	מי צבע את זה?
>>heb<< Who painted this?	מי צבע את זה?
>>heb<< Who really cares?	למי בכלל אכפת?
>>heb<< Who really knows?	מי יודע באמת?
>>heb<< Who referred you?	מי הפנה אותך?
>>heb<< Who removed them?	מי הסיר אותם?
>>heb<< Who should I ask?	את מי עלי לשאול?
>>heb<< Who should start?	מי אמור להתחיל?
>>heb<< Who was murdered?	מי נרצח?
>>heb<< Who was not here?	מי לא היה פה?
>>heb<< Who would notice?	מי ישים לב?
>>heb<< Who wrote Hamlet?	מי כתב את האמלט?
>>heb<< Who's gone rogue?	מי יצא משליטה?
>>heb<< Who's the author?	מי הסופר?
>>heb<< Whose son is Tom?	תום בן של מי?
>>heb<< Whose turn is it?	של מי התור?
>>heb<< Whose turn is it?	תור מי?
>>heb<< Why are you here?	למה אתה כאן?
>>heb<< Why are you here?	מדוע את כאן?
>>heb<< Why are you home?	למה את בבית?
>>heb<< Why are you late?	למה את מאחרת?
>>heb<< Why did you quit?	למה עזבת?
>>heb<< Why did you quit?	מדוע פרשת?
>>heb<< Why do they care?	למה אכפת להם?
>>heb<< Why do we sneeze?	למה אנו מתעטשים?
>>heb<< Why do you study?	למה אתה לומד?
>>heb<< Why don't we eat?	למה שלא נשב לאכול?
>>heb<< Why is it so hot?	למה חם כל כך?
>>heb<< Why take chances?	למה לקחת סיכונים?
>>heb<< Why tell me this?	למה סיפרת לי את זה?
>>heb<< Why would I care?	למה שיהיה לי אכפת?
>>heb<< Will he get well?	האם בריאותו תשתפר?
>>heb<< Will that change?	זה ישתנה?
>>heb<< Will that happen?	זה יקרה?
>>heb<< Will you find me?	האם תמצא אותי?
>>heb<< Will you go, too?	האם גם אתה תלך?
