>>fin<< Go.	Mene.
>>fin<< This book is really old.	Tämä kirja on todella vanha.
>>fin<< This box is made of tin.	Tämä laatikko on valmistettu tinasta.
>>fin<< This can't be the truth.	Tämä ei voi olla totta.
>>fin<< This collar's too tight.	Tämä kaulus on liian ahdas.
>>fin<< This could be a problem.	Tämä voi olla ongelma.
>>fin<< This cow is not branded.	Tätä lehmää ei ole polttomerkitty.
>>fin<< This doesn't make sense.	Tässä ei ole järkeä.
>>fin<< This doesn't make sense.	Tämä ei käy järkeen.
>>fin<< This door will not open.	Tämä ovi ei aukea.
>>fin<< This flower smells nice.	Tämä kukka tuoksuu hyvältä.
>>fin<< This had better be good.	Tämän olisi parempi olla hyvä.
>>fin<< This happens to be mine.	Tämä sattuu olemaan minun.
>>fin<< This heat is unbearable.	Tämä kuumuus on sietämätöntä.
>>fin<< This house is fireproof.	Tämä talo on tulenkestävä.
>>fin<< This is Tom's handiwork.	Tämä on Tomin käsityötä.
>>fin<< This is a bit confusing.	Tämä on vähän hämmentävää.
>>fin<< This is a health hazard.	Tämä on uhka terveydelle.
>>fin<< This is a serious issue.	Tämä on vakava ongelma.
>>fin<< This is a serious issue.	Tämä on vakava asia.
>>fin<< This is a waste of time.	Tämän on ajanhukkaa.
>>fin<< This is against the law.	Tämä on vastoin lakia.
>>fin<< This is all Tom's fault.	Tämä on kaikki Tomin syytä.
>>fin<< This is going to be fun.	Tästä tulee hauskaa.
>>fin<< This is not a good sign.	Tämä ei ole hyvä enne.
>>fin<< This is not a good sign.	Tämä ei ole hyvä merkki.
>>fin<< This is not good at all.	Tämä ei ole ollenkaan hyvä asia.
>>fin<< This is not our problem.	Tämä ei ole meidän ongelmamme.
>>fin<< This is our last chance.	Tämä on meidän viimeinen mahdollisuutemme.
>>fin<< This is really exciting.	Tämä on todella jännittävää.
>>fin<< This is really too much.	Tämä on jo ihan liikaa.
>>fin<< This is the wrong color.	Tämä on väärä väri.
>>fin<< This is the wrong color.	Tämä on väärän värinen.
>>fin<< This is your big chance.	Tämä on sinun suuri mahdollisuutesi.
>>fin<< This isn't so difficult.	Se ei ole niin vaikeaa.
>>fin<< This isn't the entrance.	Tämä ei ole sisäänkäynti.
>>fin<< This list is incomplete.	Tämä lista on keskeneräinen.
>>fin<< This machine won't work.	Tämä kone ei toimi.
>>fin<< This might interest you.	Tämä saattaa kiinnostaa sinua.
>>fin<< This might prove useful.	Tämä saattaa osoittautua hyödylliseksi.
>>fin<< This one is much better.	Tämä on paljon parempi.
>>fin<< This one is the biggest.	Tämä on isoin.
>>fin<< This one's on the house.	Talo tarjoaa tämän.
>>fin<< This one's on the house.	Talo tarjoaa.
>>fin<< This program is a rerun.	Tämä ohjelma on uusinta.
>>fin<< This situation is funny.	Tämä tilanne on huvittava.
>>fin<< This sounds about right.	Tämä kuulostaa suunnilleen oikealta.
>>fin<< This sounds interesting.	Tämä kuulostaa mielenkiintoiselta.
>>fin<< This tastes like salmon.	Tämä maistuu lohelle.
>>fin<< This watch doesn't work.	Tämä kello ei toimi.
>>fin<< This watch doesn't work.	Tämä rannekello ei toimi.
>>fin<< This watch doesn't work.	Tämä rannekello ei käy.
>>fin<< This watch is expensive.	Tämä kello on kallis.
>>fin<< This word is misspelled.	Tämä sana on kirjoitettu väärin.
>>fin<< Those are all important.	Nuo ovat kaikki tärkeitä.
>>fin<< Throw down your weapons.	Heittäkää aseenne maahan.
>>fin<< Tickets are now on sale.	Liput ovat nyt myynnissä.
>>fin<< Tom adopted Mary's idea.	Tom omaksui Marin ajatuksen.
>>fin<< Tom almost convinced me.	Tom sai minut melkein vakuutettua.
>>fin<< Tom always plays to win.	Tom aina pelaa voittaakseen.
>>fin<< Tom amused the children.	Tom huvitutti lapsia.
>>fin<< Tom and I became vegans.	Tomista ja minusta tuli vegaaneja.
>>fin<< Tom and I became vegans.	Tomi ja minä aloimme vegaaneiksi.
>>fin<< Tom and I weren't there.	Tomi ja minä emme olleet siellä.
>>fin<< Tom and I weren't there.	Tomi ja mä ei oltu siellä.
>>fin<< Tom and Mary are vegans.	Tomi ja Mari ovat vegaaneja.
>>fin<< Tom became an architect.	Tomista tuli arkkitehti.
>>fin<< Tom bought Mary a puppy.	Tom osti Marille koiranpennun.
>>fin<< Tom bought Mary flowers.	Tomi osti Marille kukkia.
>>fin<< Tom bought a hybrid car.	Tom osti hybridiauton.
>>fin<< Tom bought a new camera.	Tomi osti uuden kameran.
>>fin<< Tom bought some bananas.	Tom osti banaaneja.
>>fin<< Tom brought some apples.	Tom osti omenia.
>>fin<< Tom brought some apples.	Tom osti omenoita.
>>fin<< Tom built his own house.	Tom rakensi oman talonsa.
>>fin<< Tom can drive, can't he?	Tom osaa ajaa, eikö osaakin?
>>fin<< Tom can operate a crane.	Tom osaa käyttää nostokurkea.
>>fin<< Tom can sing quite well.	Tomi osaa laulaa aika hyvin.
>>fin<< Tom can't catch a break.	Tomilla ei ole helppoa.
>>fin<< Tom can't catch a break.	Tomia ei vain lykästä.
>>fin<< Tom can't catch a break.	Tomilla käy huono tuuri.
>>fin<< Tom can't keep a secret.	Tomi ei osaa pitää salaisuuksia.
>>fin<< Tom can't stay for long.	Tom ei voi viipyä pitkään.
>>fin<< Tom can't stay for long.	Tom ei voi jäädä pitkäksi aikaa.
>>fin<< Tom can't work tomorrow.	Tom ei voi tehdä töitä huomenna.
>>fin<< Tom caused the accident.	Tomi aiheutti onnettomuuden.
>>fin<< Tom caused the accident.	Tomi aiheutti vahingon.
>>fin<< Tom cleaned his glasses.	Tom puhdisti silmälasinsa.
>>fin<< Tom cleaned his glasses.	Tom pyyhki silmälasinsa puhtaaksi.
>>fin<< Tom could've stopped it.	Tom olisi voinut keskeyttää sen.
>>fin<< Tom couldn't believe it.	Tom ei voinut uskoa sitä.
>>fin<< Tom couldn't prevent it.	Tomi ei pystynyt estää sitä.
>>fin<< Tom crashed into a tree.	Tom törmäsi puuhun.
>>fin<< Tom crashed into a tree.	Tom rysäytti päin puuta.
>>fin<< Tom deleted the picture.	Tomi poisti kuvan.
>>fin<< Tom demanded an apology.	Tomi vaati anteeksipyyntöä.
>>fin<< Tom did all he could do.	Tom teki kaiken minkä voi.
>>fin<< Tom did that on his own.	Tom teki tuon itse.
>>fin<< Tom didn't believe Mary.	Tomi ei uskonut Maria.
>>fin<< Tom didn't give up hope.	Tom ei luopunut toivosta.
>>fin<< Tom didn't go to school.	Tom ei mennyt kouluun.
>>fin<< Tom didn't hurt anybody.	Tomi ei satuttanut ketään.
>>fin<< Tom didn't shoot anyone.	Tomi ei ampunut ketään.
>>fin<< Tom didn't sleep at all.	Tomi ei nukkunut ollenkaan.
>>fin<< Tom didn't sleep at all.	Tomi ei nukkunut yhtään.
>>fin<< Tom didn't want my help.	Tomi ei halunnut apuani.
>>fin<< Tom died Monday morning.	Tomi kuoli maanantaiaamuna.
>>fin<< Tom died a few days ago.	Tomi kuoli muutama päivää sitten.
>>fin<< Tom died in an accident.	Tomi kuoli onnettomuudessa.
>>fin<< Tom died of hypothermia.	Tomi kuoli hypotermiaan.
>>fin<< Tom died of lung cancer.	Tomi kuoli keuhkosyöpään.
>>fin<< Tom does volunteer work.	Tomi tekee vapaaehtoistöitä.
>>fin<< Tom does volunteer work.	Tomi työskentelee vapaaehtoisena.
>>fin<< Tom doesn't count on me.	Tomi ei luota minuun.
>>fin<< Tom doesn't have a clue.	Tomilla ei ole aavistustakaan.
>>fin<< Tom doesn't know French.	Tom ei osaa ranskaa.
>>fin<< Tom doesn't like Boston.	Tomi ei pidä Bostonista.
>>fin<< Tom doesn't like onions.	Tomi ei tykkää sipulista.
>>fin<< Tom doesn't like tennis.	Tom ei pidä tenniksestä.
>>fin<< Tom doesn't need an SUV.	Tom ei tarvitse katumaasturia.
>>fin<< Tom drew a large square.	Tomi piirsi suuren neliön.
>>fin<< Tom dyed his hair black.	Tom värjäsi hiuksensa mustiksi.
>>fin<< Tom dyed his hair black.	Tom värjäsi tukkansa mustaksi.
>>fin<< Tom eats a lot of fruit.	Tomi syö paljon hedelmiä.
>>fin<< Tom eats less than Mary.	Tom syö vähemmän kuin Mary.
>>fin<< Tom embraced his father.	Tomi halasi isäänsä.
>>fin<< Tom enjoys your company.	Tom nauttii sinun seurastasi.
>>fin<< Tom fell from his horse.	Tomi putosi hevosensa selästä.
>>fin<< Tom fell into the river.	Tom putosi jokeen.
>>fin<< Tom felt self-conscious.	Tom oli vaivaantunut.
>>fin<< Tom felt self-conscious.	Tom tunsi itsensä vaivautuneeksi.
>>fin<< Tom fled from the scene.	Tomi häipyi paikalta.
>>fin<< Tom forgot his password.	Tomi unohti salasanansa.
>>fin<< Tom forgot his umbrella.	Tom unohti sateenvarjonsa.
>>fin<< Tom found it, didn't he?	Eikö Tom löytänytkin sitä?
>>fin<< Tom fractured his wrist.	Tomi mursi ranteensa.
>>fin<< Tom fractured his wrist.	Tomilta murtui ranne.
>>fin<< Tom gave Mary something.	Tom antoi jotakin Marille.
>>fin<< Tom gave Mary something.	Tom antoi jotain Marille.
>>fin<< Tom gave a bitter laugh.	Tom naurahti katkerasti.
>>fin<< Tom gave the rope a tug.	Tomi kiskaisi köydestä.
>>fin<< Tom gave the rope a tug.	Tomi nykäisi köydestä.
>>fin<< Tom got engaged to Mary.	Tom meni kihloihin Maryn kanssa.
>>fin<< Tom got out of the taxi.	Tom tuli ulos taksista.
>>fin<< Tom got out of the taxi.	Tom nousi ulos taksista.
>>fin<< Tom had a narrow escape.	Tomi onnistui pakenemaan täpärästi.
>>fin<< Tom had a splendid idea.	Tomilla oli loistava ajatus.
>>fin<< Tom had a very long day.	Tomilla oli hyvin pitkä päivä.
>>fin<< Tom had no options left.	Tomilla ei ollut vaihtoehtoja jäljellä.
>>fin<< Tom had to sell his car.	Tomin täytyi myydä autonsa.
>>fin<< Tom had to sell his car.	Tomi joutui myymään autonsa.
>>fin<< Tom has a muscular body.	Tomilla on lihaksikas vartalo.
>>fin<< Tom has a part-time job.	Tomilla on osa-aikatyö.
>>fin<< Tom has a part-time job.	Tom käy osa-aikatöissä.
>>fin<< Tom has a right to know.	Tomilla on oikeus tietää.
>>fin<< Tom has a secret weapon.	Tomilla on salainen ase.
>>fin<< Tom has a swimming pool.	Tomilla on uima-allas.
>>fin<< Tom has already seen it.	Tom on jo nähnyt sen.
>>fin<< Tom has already seen it.	Tom näki sen jo.
>>fin<< Tom has been kind to me.	Tomi on ollut minulle kiltti.
>>fin<< Tom has broad shoulders.	Tomin hartiat ovat leveät.
>>fin<< Tom has broad shoulders.	Tomilla on leveät hartiat.
>>fin<< Tom has curly dark hair.	Tomilla on kiharat, tummat hiukset.
>>fin<< Tom has done all he can.	Tomi on tehnyt niin paljon kuin voi.
>>fin<< Tom has done all he can.	Tomi on tehnyt niin paljon kuin hän voi.
>>fin<< Tom has had a hard life.	Tomilla on ollut rankka elämä.
>>fin<< Tom has high cheekbones.	Tomilla on korkeat poskipäät.
>>fin<< Tom has joined the army.	Tomi liittyi armeijaan.
>>fin<< Tom has long blond hair.	Tomilla on pitkät vaaleat hiukset.
>>fin<< Tom has long blond hair.	Tomilla on pitkä vaalea tukka.
>>fin<< Tom has lost his eraser.	Tomi on hukannut pyyhekuminsa.
>>fin<< Tom has low self-esteem.	Tomilla on huono itsetunto.
>>fin<< Tom has mental problems.	Tomilla on mielenterveysongelmia.
>>fin<< Tom has not yet arrived.	Tom ei ole vielä tullut.
>>fin<< Tom has plenty of money.	Tomilla on yllinkyllin rahaa.
>>fin<< Tom has quite a library.	Tomilla on melkoinen kirjasto.
>>fin<< Tom has two girlfriends.	Tomilla on kaksi tyttöystävää.
>>fin<< Tom hasn't yet returned.	Tomi ei ole vielä palannut.
>>fin<< Tom heard the door open.	Tomi kuuli oven aukeavan.
>>fin<< Tom helped Mary do that.	Tomi auttoi Maria sen tekemisessä.
>>fin<< Tom hid behind the tree.	Tomi piiloutui puun taakse.
>>fin<< Tom hid behind the tree.	Tomi meni puun taakse piiloon.
>>fin<< Tom invited us to lunch.	Tomi kutsui meidät lounaalle.
>>fin<< Tom is a French teacher.	Tom on ranskanopettaja.
>>fin<< Tom is a bit old school.	Tomi on vähän vanhanaikainen.
>>fin<< Tom is a celebrity here.	Tom on täällä julkkis.
>>fin<< Tom is a complete idiot.	Tomi on täysi ääliö.
>>fin<< Tom is a complete idiot.	Tomi on täysi idiootti.
>>fin<< Tom is a fine violinist.	Tomi on taitava viulisti.
>>fin<< Tom is a gifted student.	Tomi on lahjakas oppilas.
>>fin<< Tom is a good carpenter.	Tomi on hyvä puuseppä.
>>fin<< Tom is a microbiologist.	Tom on mikrobiologi.
>>fin<< Tom is a social drinker.	Tomi juo seurassa.
>>fin<< Tom is a very good cook.	Tom on erittäin hyvä kokki.
>>fin<< Tom is addicted to meth.	Tomi on koukussa piriin.
>>fin<< Tom is addicted to meth.	Tomi on riippuvainen metamfetamiinista.
>>fin<< Tom is allergic to cats.	Tom on allerginen kissoille.
>>fin<< Tom is allergic to dust.	Tom on allerginen pölylle.
>>fin<< Tom is allergic to eggs.	Tom on allerginen kananmunalle.
>>fin<< Tom is allergic to eggs.	Tomilla on kananmuna-allergia.
>>fin<< Tom is allergic to fish.	Tom on allerginen kalalle.
>>fin<< Tom is allergic to fish.	Tomilla on kala-allergia.
>>fin<< Tom is allergic to mold.	Tom on allerginen homeelle.
>>fin<< Tom is allergic to mold.	Tomilla on homeallergia.
>>fin<< Tom is already a father.	Tom on jo isä.
>>fin<< Tom is an archaeologist.	Tomi on arkeologi.
>>fin<< Tom is an honest person.	Tom on rehellinen ihminen.
>>fin<< Tom is an urban planner.	Tomi on kaupunkisuunnittelija.
>>fin<< Tom is angry and bitter.	Tomi on vihainen ja katkera.
>>fin<< Tom is as busy as a bee.	Tom on kiireinen kuin mehiläinen.
>>fin<< Tom is barely breathing.	Tom tuskin hengittää.
>>fin<< Tom is barely conscious.	Tom on tuskin tajuissaan.
>>fin<< Tom is braver than I am.	Tomi on rohkeampi kuin minä.
>>fin<< Tom is changing clothes.	Tomi on vaihtamassa vaatteita.
>>fin<< Tom is chopping cabbage.	Tomi pilkkoo kaalta.
>>fin<< Tom is coming to see me.	Tom on tulossa tapaamaan minua.
>>fin<< Tom is coming to see me.	Tom on tulossa katsomaan minua.
>>fin<< Tom is completely alone.	Tomi on aivan yksin.
>>fin<< Tom is crazy about Mary.	Tomi on hulluna Mariin.
>>fin<< Tom is dating my sister.	Tomi seurustelee siskoni kanssa.
>>fin<< Tom is dating that girl.	Tomi tapailee tuota tyttöä.
>>fin<< Tom is feeding the cows.	Tomi on ruokkimassa lehmiä.
>>fin<< Tom is fluent in French.	Tom puhuu ranskaa sujuvasti.
>>fin<< Tom is fluent in French.	Tom puhuu sujuvaa ranskaa.
>>fin<< Tom is fluent in French.	Tom puhuu sujuvasti ranskaa.
>>fin<< Tom is fluent in French.	Tomin ranska on sujuvaa.
>>fin<< Tom is good at swimming.	Tom osaa uida hyvin.
>>fin<< Tom is good at swimming.	Tom on hyvä uimaan.
>>fin<< Tom is hiding something.	Tom piilottelee jotakin.
>>fin<< Tom is in the back seat.	Tom on takapenkillä.
>>fin<< Tom is in the mess hall.	Tom on kantiinissa.
>>fin<< Tom is insanely jealous.	Tomi on hulluna kateudesta.
>>fin<< Tom is kind of busy now.	Tomi on nyt vähän kiireinen.
>>fin<< Tom is lazy and spoiled.	Tomi on laiska ja hemmoteltu.
>>fin<< Tom is learning English.	Tom opettelee englantia.
>>fin<< Tom is living in Boston.	Tom asuu Bostonissa.
>>fin<< Tom is looking for work.	Tom etsii töitä.
>>fin<< Tom is looking for work.	Tom hakee töitä.
>>fin<< Tom is looking for work.	Tomi etsii työtä.
>>fin<< Tom is looking for work.	Tomi etsii töitä.
>>fin<< Tom is my older brother.	Tom on isoveljeni.
>>fin<< Tom is my second cousin.	Tomi on minun pikkuserkkuni.
>>fin<< Tom is needed elsewhere.	Tomia tarvitaan muualla.
>>fin<< Tom is no longer afraid.	Tomi ei ole enää peloissaan.
>>fin<< Tom is not a cat person.	Tom ei ole kissaihminen.
>>fin<< Tom is not a cat person.	Tom ei ole kissaihmisiä.
>>fin<< Tom is now 13 years old.	Tomi on nyt 13-vuotias.
>>fin<< Tom is on a strict diet.	Tomi noudattaa tiukkaa ruokavaliota.
>>fin<< Tom is polite, isn't he?	Tom on kohtelias, eikö olekin?
>>fin<< Tom is pretty organized.	Tomi on aika järjestelmällinen.
>>fin<< Tom is probably waiting.	Tom todennäköisesti odottaa.
>>fin<< Tom is probably waiting.	Tom kai odottaa.
>>fin<< Tom is probably waiting.	Tom luultavasti odottaa.
>>fin<< Tom is probably waiting.	Tom varmaan odottaa.
>>fin<< Tom is quite a gardener.	Tom on melkoinen puutarhuri.
>>fin<< Tom is quite optimistic.	Tom on melko optimistinen.
>>fin<< Tom is really very nice.	Tom on tosi kiva.
>>fin<< Tom is richer than I am.	Tomi on minua rikkaampi.
>>fin<< Tom is richer than I am.	Tomi on rikkaampi kuin minä.
>>fin<< Tom is riding a bicycle.	Tomi pyöräilee.
>>fin<< Tom is riding a bicycle.	Tomi ajaa polkupyörällä.
>>fin<< Tom is riding a bicycle.	Tomi on pyöräilemässä.
>>fin<< Tom is riding a bicycle.	Tomi on ajamassa pyörällä.
>>fin<< Tom is rude and selfish.	Tom on röyhkeä ja itsekäs.
>>fin<< Tom is shy and cowardly.	Tom on ujo ja arka.
>>fin<< Tom is shy and cowardly.	Tom on ujo ja raukkamainen.
>>fin<< Tom is smarter than you.	Tomi on sinua älykkäämpi.
>>fin<< Tom is smarter than you.	Tomi on älykkäämpi kuin sinä.
>>fin<< Tom is smarter than you.	Tomi on fiksumpi ku sä.
>>fin<< Tom is still a beginner.	Tomi on vielä aloittelija.
>>fin<< Tom is still a teenager.	Tomi on vielä teini.
>>fin<< Tom is still a teenager.	Tomi on vielä teini-ikäinen.
>>fin<< Tom is still unemployed.	Tom on vielä työtön.
>>fin<< Tom is still unemployed.	Tom on edelleen työtön.
>>fin<< Tom is still unemployed.	Tom on vieläkin työtön.
>>fin<< Tom is still unemployed.	Tom on yhä työtön.
>>fin<< Tom is taller than I am.	Tom on pidempi kuin minä.
>>fin<< Tom is taller than I am.	Tom on minua pidempi.
>>fin<< Tom is taller than Mary.	Tom on pidempi kuin Mari.
>>fin<< Tom is their only child.	Tomi on heidän ainoa lapsensa.
>>fin<< Tom is thirty years old.	Tom on kolmekymmentä vuotta vanha.
>>fin<< Tom is thirty years old.	Tom on kolmekymmentävuotias.
>>fin<< Tom is thirty years old.	Tom on kolmekymmentä.
>>fin<< Tom is tidying his room.	Tomi siivoaa huonettaan.
>>fin<< Tom is very sympathetic.	Tom on erittäin myötätuntoinen.
>>fin<< Tom is very warmhearted.	Tom on erittäin lämminsydäminen.
>>fin<< Tom is wearing a hoodie.	Tuomaksella on yllään huppari.
>>fin<< Tom is wearing a hoodie.	Tuomas on pukeutunut huppariin.
>>fin<< Tom is wearing a hoodie.	Tuomaalla on yllään huppari.
>>fin<< Tom is wearing a jacket.	Tomilla on takki yllään.
