>>ara<< Hi.	مرحبًا.
>>ara<< Do whatever he tells you.	افعل كلّ ما يقولهُ لك.
>>ara<< Do you have a pen on you?	هل معك قلم؟
>>ara<< Do you like Mexican food?	هل تحب الطعام المكسيكيّ؟
>>ara<< Do you need an ambulance?	هل تحتاج سيارةَ إسعافٍ؟
>>ara<< Do you object to smoking?	هل تعارض التدخين؟
>>ara<< Do you remember his name?	هل تذكر اسمه؟
>>ara<< Does Tom like basketball?	هل يحب توم كرة السلة؟
>>ara<< Don't forget the receipt.	لا تنس الوصل.
>>ara<< Don't forget your things.	لا تنس أغراضك.
>>ara<< Don't play baseball here.	لا تلعب كرة القاعدة هنا.
>>ara<< Don't resort to violence.	لا تلجأ إلى العنف.
>>ara<< Don't worry about my dog.	لا تقلق بشأن كلبي.
>>ara<< Don't you walk out on me.	لا تتركني.
>>ara<< English is easy to learn.	الإنجليزية لغة سهلة التعلم.
>>ara<< Every house had a garden.	كان لكل بيت حديقة.
>>ara<< Every house had a garden.	كان هناك حديقة عند كل منزل.
>>ara<< Farmers work on the land.	يعمل الفلاحون في الحقل.
>>ara<< Give me something to eat.	أعطني ما يمكنني أكله.
>>ara<< Give me the bill, please.	أعطني الحساب من فضلك.
>>ara<< Has Tom really come back?	هل عاد توم حقا؟
>>ara<< He and I walked together.	مشيت معه.
>>ara<< He and I walked together.	مشيت أنا و هو سوية.
>>ara<< He can also speak French.	يتكلم الفرنسية أيضاً.
>>ara<< He can also speak French.	يستطيع تحدُّثَ الفرنسية أيضاً.
>>ara<< He can't wait to see you.	لا يطيق صبرا ليراك.
>>ara<< He disregarded my advice.	تجاهل نصيحتي.
>>ara<< He excels in many sports.	إنّه متفوّق في العديد من الرياضات.
>>ara<< He is in the tenth grade.	هو في الصف العاشر.
>>ara<< He is known to everybody.	هو معروف لدى الجميع.
>>ara<< He is too tired to study.	لن يستطيع أن يدرس من شدة التعب.
>>ara<< He is young and immature.	إنهُ صغير وغير ناضِج.
>>ara<< He isn't afraid of death.	إنه لا يخاف من الموت.
>>ara<< He jumped out the window.	قفز من النافذة.
>>ara<< He looks like his father.	يشبه أباه.
>>ara<< He lost all of his money.	خسر كل ماله.
>>ara<< He might change his mind.	ربما سيغير رأيه.
>>ara<< He painted the door blue.	طلى الباب باللون الأزرق.
>>ara<< He promised to marry her.	وعد بأن يتزوجها.
>>ara<< He reached for the apple.	مدّ يده إلى التفاحة.
>>ara<< He reached for the apple.	مدّ يده لأخذ التفاحة.
>>ara<< He speaks four languages.	إنةُ يتحدث أربع لغات.
>>ara<< He taught himself French.	علم نفسه الفرنسية.
>>ara<< He taught himself French.	تعلم الفرنسية بنفسه.
>>ara<< He took his sister along.	أخذ أخته معه.
>>ara<< He took his sister along.	إصطحب أخته.
>>ara<< He took part in the race.	لقد شارك في السباق.
>>ara<< He was obviously in pain.	لقد كان من الواضح أنهُ في ألم.
>>ara<< He was very busy all day.	كان مشغولاً طوال اليوم.
>>ara<< He whistled as he walked.	صفّر و هو يمشي.
>>ara<< He will be busy tomorrow.	سيكون مشغولًا غدًا.
>>ara<< He wrote a book on China.	كتب كتاباً عن الصين.
>>ara<< He'll be here any second.	سيكون هنا في أي ثانية
>>ara<< He's here to protect you.	إنه هنا ليحميك.
>>ara<< Hello, Tom. Good morning.	مرحباً, توم. صباح الخير.
>>ara<< Hold on a moment, please.	انتظر لحظة من فضلك.
>>ara<< How bad is your headache?	ما مدي سوء صداع رأسك
>>ara<< How bad is your headache?	ما مدي قوه صداع رأسك
>>ara<< How could you not notice?	كيف أمكنك تجاهل ذلك؟
>>ara<< How much for half a kilo?	كم ثمن نصف كيلو؟
>>ara<< I admit that I was wrong.	أعترف أني كنت مخطئًا.
>>ara<< I admit that I was wrong.	أعترف أني أخطأت.
>>ara<< I agree with his opinion.	أوافقه الرأي.
>>ara<< I am able to drive a car.	أستطيع قيادة السيارة.
>>ara<< I appreciate all you did.	أقدر كل ما فعلته.
>>ara<< I can see you're working.	أرى أنك تعمل.
>>ara<< I can't accept your gift.	لا أستطيع قبول هديتِكَ.
>>ara<< I can't be seen with you.	لا يمكن ان اُرى معك .
>>ara<< I can't live without you.	لا أستطيع العيش من دونك.
>>ara<< I can't live without you.	لا يمكنني العيش من غيرك.
>>ara<< I can't thank you enough.	لا أستطيع أن أشكركَ كفاية.
>>ara<< I can't thank you enough.	لا أستطيع أن أشكركِ بما فيه الكفاية.
>>ara<< I can't wait to meet you.	لا استطيع الانتظار لمقابلتك.
>>ara<< I counted to two hundred.	لقد عددت الي مئتان.
>>ara<< I decided to be a doctor.	قررت أن أصبح طبيباً.
>>ara<< I didn't mean to do that.	لم أقصد فعل ذلك.
>>ara<< I didn't mean to do that.	لم أقصد أن أفعل ذلك.
>>ara<< I didn't steal the money.	لم أسرق المال.
>>ara<< I don't care if it snows.	لا يهمني إذا هطل الثلج.
>>ara<< I don't know what to say.	لا أعرف ماذا أقول.
>>ara<< I don't like any of this.	لا أحب أياً من هذا.
>>ara<< I don't like you anymore.	لم أعد أحبّك بعد الآن.
>>ara<< I don't think he'll come.	لا أظن أنه سيأتي.
>>ara<< I don't think he'll come.	لا أعتقد أنه قادم.
>>ara<< I don't understand music.	لا أفهم الموسيقى.
>>ara<< I don't want to lose you.	لا أريد أن أخسركَ.
>>ara<< I don't want to lose you.	لا أريد أن أخسرَكِ.
>>ara<< I don't want to lose you.	لا أريد خسارتكَ.
>>ara<< I don't want to lose you.	لا أريد خسارتَكِ.
>>ara<< I don't want to remember.	لا أريد أن أتذكّر.
>>ara<< I got on the wrong train.	ركبت القطار الخطأ.
>>ara<< I had nothing else to do.	لم يكن لديّ أيّ شيء آخر أقوم به.
>>ara<< I had nothing else to do.	لم يكن لديّ أيّ شيء آخر أفعله.
>>ara<< I have a lot of homework.	لدي الكثير من الواجبات.
>>ara<< I have a lot to do today.	لدي الكثير لأفعله اليوم.
>>ara<< I have a pain in my back.	لدي ألم في ظهري.
>>ara<< I have a pain in my foot.	لدي ألم في قدمي.
>>ara<< I have another good idea.	لدي فكرة جيدة أخرى.
>>ara<< I have no homework today.	ليس عندي وظيفة اليوم.
>>ara<< I have no homework today.	ليس عندي وظيفة مدرسية اليوم.
>>ara<< I have the ace of hearts.	انا املك الآس قلوب.
>>ara<< I have the ace of spades.	لدي الآس البستوني.
>>ara<< I have to come on Monday.	يجب علي أن آتي يوم الإثنين
>>ara<< I have to get up anyways.	علي أن أنهض على كل حال.
>>ara<< I have to help my mother.	يجب علي أن أساعد أمي.
>>ara<< I have to set priorities.	عليّ تحديد الأولويات.
>>ara<< I haven't met him before.	لم أقابله من قبل.
>>ara<< I heard an unusual noise.	سمعت ضجة غريبة.
>>ara<< I heard an unusual noise.	سمعت صوت ضجة غريبة.
>>ara<< I heard various opinions.	لقد سمعتُ أراء متنوعة.
>>ara<< I just finished the work.	لقد أنهيت عملي للتو.
>>ara<< I know Tom wasn't joking.	اعرف أن توم لم يكن يمزح.
>>ara<< I know he is watching me.	أعلم أنه يراقبني.
>>ara<< I know you don't like me.	أنا أعلم أنكَ ليس معجباً بي.
>>ara<< I like to eat watermelon.	أحب أكل البطيخ.
>>ara<< I like to eat watermelon.	أحب أن آكل البطيخ.
>>ara<< I love trying new things.	أُحب تجربة أشياء جديدة.
>>ara<< I made him open the door.	أرغمته أن يفتح الباب.
>>ara<< I made him open the door.	دفعته إلى فتح الباب.
>>ara<< I met her on my way home.	التقيت بها في طريقي إلی المنزل
>>ara<< I never wanted you to go.	أنا أبداً لم أُرِد أن تذهب.
>>ara<< I really dig that singer.	أحبّ ذلك المغنّي حقّا.
>>ara<< I saw Tom at the library.	رأيت توم في المكتبة
>>ara<< I saw her clean the room.	رأيتها تنظف الغرفة.
>>ara<< I saw her enter the room.	رأيتها تدخل الغرفة.
>>ara<< I saw him enter the room.	رأيته يدخل الغرفة.
>>ara<< I smell something rotten.	أشم رائحة شيء عفن.
>>ara<< I still have some doubts.	لا يزال لدي بعض الشكوك.
>>ara<< I think maybe I can help.	أظن أنه يمكنني أن أساعد.
>>ara<< I used to live in Boston.	انا اعتدت العيش في بوستن
>>ara<< I want Tom to understand.	أريد أن يفهم توم
>>ara<< I want something to read.	أريد أن أقرأ شيئاً ما.
>>ara<< I want to hire a servant.	أريد أن أستأجر خادمة.
>>ara<< I want to read that book.	أريد قراءة ذلك الكتاب.
>>ara<< I wanted Tom to be happy.	أردت أن أسعد توم.
>>ara<< I wanted to surprise her.	أردت أن أفاجئها.
>>ara<< I was at a movie theater.	كنت في دور عرض للسينما.
>>ara<< I was given a new jacket.	أُعطيت معطفاً جديداً.
>>ara<< I was hoping I was wrong.	أملت أن أكون مخطئا.
>>ara<< I was hungry and thirsty.	كنت جائعاً و عطشاً.
>>ara<< I was in Tokyo yesterday.	كنت في طوكيو بالأمس.
>>ara<< I was too happy to sleep.	لقد كنت مسرورا جدا لكى أنام.
>>ara<< I will go to the meeting.	سأذهب إلى الإجتماع.
>>ara<< I will help him tomorrow.	سأساعده غداً.
>>ara<< I will never forget this.	لن أنس هذا أبدا.
>>ara<< I won't answer questions.	لن أردّ على الأسئلة.
>>ara<< I worked hard last month.	عملت بجد الشهر الماضي.
>>ara<< I wrote a song about you.	كتبت أغنية عنك.
>>ara<< I wrote to Tom yesterday.	راسلت توم البارحة
>>ara<< I'd be happy to help you.	سيسعدني مساعدتك.
>>ara<< I'd like you to help Tom.	أودّ منك مساعدة توم.
>>ara<< I'll be leaving in March.	سوف أسافر في مارس-آذار.
>>ara<< I'll be with you forever.	سأبقى معك إلى الأبد.
>>ara<< I'll call you back later.	سأتصل بك لاحقاً.
>>ara<< I'll call you back later.	سأعاود الإتصال بك فيما بعد.
>>ara<< I'll fix you some coffee.	سأعد لك بعض القهوة.
>>ara<< I'll take the yellow one.	سآخذ الأصفر.
>>ara<< I'll take the yellow one.	سآخذ الصفراء.
>>ara<< I'm a computer scientist.	أنا مهندس حاسب آلي.
>>ara<< I'm about to get married.	أنا على وشك الزواج.
>>ara<< I'm counting on you guys.	أعتمد عليكم يا رفاق.
>>ara<< I'm four months pregnant.	أنا حامل في الشهر الرابع.
>>ara<< I'm four months pregnant.	أنا في الشهر الرابع من حملي.
>>ara<< I'm glad no one's around.	أنا سعيد لأنّه لا يوجد أحد هنا.
>>ara<< I'm glad to see you back.	سررت بعودتك.
>>ara<< I'm going out in an hour.	سأخرج بعد ساعة.
>>ara<< I'm going out in an hour.	سأخرج في غضون ساعة.
>>ara<< I'm going to be a doctor.	سأصبح طبيبًا.
>>ara<< I'm going to get married.	سأتزوج
>>ara<< I'm going to get married.	سأتزوج.
>>ara<< I'm going to miss Boston.	سأفتقد بوسطن.
>>ara<< I'm going to take a bath.	سأستحِمّ.
>>ara<< I'm going to take my car.	سآخذ سيّارتي.
>>ara<< I'm just having some fun.	أنا أتسلى قليلا فقط.
>>ara<< I'm leaving this evening.	سأرحل هذا المساء.
>>ara<< I'm leaving this evening.	سأسافر هذا المساء.
>>ara<< I'm leaving you tomorrow.	سأتركك غداً.
>>ara<< I'm not a problem-solver.	لست بحلال مشاكل.
>>ara<< I'm not breaking the law.	أنا لا أخرق القانون.
>>ara<< I'm not convinced at all.	أنا لستُ مقتنعًا على الإطلاق.
>>ara<< I'm not homeless anymore.	لم أعد بلا مأوى
>>ara<< I'm not worried about it.	لست قلقا بشأنه
>>ara<< I'm one of the good guys.	أنا أحد الرجال الصالحين.
>>ara<< I'm one of your students.	انا واحد من طلابك
>>ara<< I'm sure you're mistaken.	أنا متأكد أنكَ مخطئ.
>>ara<< I'm sure you're mistaken.	أنا متأكدة أنكِ مخطئة.
>>ara<< I'm tired of watching TV.	أنا تعب من مشاهدة التلفاز
>>ara<< I've been to Paris twice.	زرت باريس مرتين.
>>ara<< I've decided to help Tom.	لقد قررتُ مساعدة توم.
>>ara<< I've got to speak to Tom.	أنا تحدثت مع توم.
>>ara<< I've got to speak to you.	أنا تحدثت معك.
>>ara<< I've never killed anyone.	أنا أبداً لم أقتل أي أحداً.
>>ara<< Is this fish still alive?	هل هذه السمكة لازالت حيّه ؟
>>ara<< Is this your first visit?	هل هذه أول زيارة لك؟
>>ara<< Is your wife a good cook?	هل زوجتك طباخة ماهرة؟
>>ara<< It is really nice of you.	هذا حقاً لطفاً منك.
>>ara<< It leaves you breathless.	يحبس أنفاسك.
>>ara<< It snowed hard yesterday.	أثلجت بشدة الأمس.
>>ara<< It started out as a joke.	بدأ الأمر كمزحة.
>>ara<< It was a perfect morning.	لقد كان صباحاً مثالياً.
>>ara<< It was an incredible job.	كان عملاً استثنائياً.
>>ara<< It was probably not true.	كان على الأرجح غير صحيح.
