>>tuk<< Go.	Gitmek.
>>tuk<< That's a terrible thing to say.	Onuň ýaly zat diýmek diýseň gelşiksiz ahyry.
>>tuk<< That's my favorite French word.	Bu fransuzça söýgüli sözüm.
>>tuk<< The fire is fully extinguished.	Ot doly söndürildi.
>>tuk<< They are loyal to their master.	Olar öz halypasyna wepaly.
>>tuk<< They are talking to each other.	Olar birek-birek bilen gürleşip durlar.
>>tuk<< They kicked Tom out of the bar.	Olar Tomy bardan kowdylar.
>>tuk<< They were alone in the library.	Kitaphanada olar ýeke özleridi.
>>tuk<< They were together three years.	Olar üç aýdan bäri bilelikde.
>>tuk<< Those are exactly what we want.	Şular edil biziň isleýän zadymyz.
>>tuk<< Today's my daughter's birthday.	Bu gün meniñ gyzymyñ doglan güni.
>>tuk<< Tom and Mary are going to lose.	Tom we Meri utulup barýarlar.
>>tuk<< Tom and Mary argue quite often.	Tom we Meri ýygy-ýygydan söwüşýärler.
>>tuk<< Tom and Mary exchanged numbers.	Tom bilen Meri nomerlerini alyşdylar.
>>tuk<< Tom and Mary have become close.	Tom we Mary ýakynlaşdylar.
>>tuk<< Tom asked Mary to go with John.	Tom Meriden Jon bilen gitmegini haýyş etdi.
>>tuk<< Tom called me almost every day.	Tom her gün diýen ýaly maña jañ edýärdi.
>>tuk<< Tom came in second in the race.	Tom ýaryşda ikinji geldi.
>>tuk<< Tom came to ask us to help him.	Tom oňa kömek etmegimiz soramaga geldi.
>>tuk<< Tom came to pick me up at 2:30.	Tom sagat 2:30-da meni almaga geldi.
>>tuk<< Tom didn't seem to be bothered.	Tom rahatsyz görünmedi.
>>tuk<< Tom didn't seem very satisfied.	Tom o diýen kanagatlarly görünmedi.
>>tuk<< Tom didn't want to change that.	Tom muny üýtgetmek islemedi.
>>tuk<< Tom enjoys manipulating people.	Tom adamlary gowulaşdyrmagy halaýar.
>>tuk<< Tom even argued with the judge.	Tom hem häkim bilen uruşdy.
>>tuk<< Tom eventually moved to Boston.	Tom iñ soñunda Bostana göçdi.
>>tuk<< Tom expected Mary to come soon.	Tom Marynyñ ýakynda gelmegine garaşýardy.
>>tuk<< Tom forgot to bring his camera.	Tom kamerasyny almagy unudypdyr.
>>tuk<< Tom had to do different things.	Tom birnäçe zatlary ýerine ýetirmeli.
>>tuk<< Tom has nothing to worry about.	Toma hiç zat barada aladalanmak gerek däldir.
>>tuk<< Tom is already getting dressed.	Tom eýýäm geýinip başlady hem.
>>tuk<< Tom is going to need more time.	Toma köpräk wagt gerek bolar.
>>tuk<< Tom is just talking to himself.	Tom diňeje öz-özi bilen gepleşýär.
>>tuk<< Tom is likely to be suspicious.	Tom münkür bolup bilýär.
>>tuk<< Tom is lucky to be on the team.	Tom toparda bolanlygy üçin begençli
>>tuk<< Tom is supposedly very wealthy.	Tom sözde örän baý.
>>tuk<< Tom is terrified of his father.	Tom öz kakasyndan gorkýar.
>>tuk<< Tom is usually home on Mondays.	Tom köplenç duşenbeler öýde bolýar.
>>tuk<< Tom is very curious about that.	Tom şol barada örän bilesigeliji.
>>tuk<< Tom just wouldn't listen to me.	Tom meni diňlemezdi.
>>tuk<< Tom likes to hear himself talk.	Tom öziniň gepini diňlemegi halaýar.
>>tuk<< Tom loves talking about sports.	Tom sport hakda gepleşmegi halaýar.
>>tuk<< Tom promised me he'd come back.	Tom yzyna gaýdyp geljekdigine söz berdi.
>>tuk<< Tom said he'd get home by 2:30.	Tom 2:30-a çenli öýe geljekdigini aýtdy.
>>tuk<< Tom said that you wanted water.	Tom seniň suw isleýänligini aýtdy.
>>tuk<< Tom will come back and kill us.	Tom yzyna dolanyp bizi öldürer.
>>tuk<< Tom works in our Boston office.	Tom biziñ Bostondaky ofisimizde işleýär.
>>tuk<< We did that a week or more ago.	Biz bu işi bir hepde ýa-da ondan ozal hem edipdik.
>>tuk<< We're not allowed to swim here.	Bize bu ýerde ýüzmäge rugsat berilmeýär
>>tuk<< What was Tom complaining about?	Tom näme barada käýinýär?
>>tuk<< When did Tom say he was coming?	Tom özüniň gelýändigini haçan aýtdy?
>>tuk<< When does the rainy season end?	Ýagyş möwsümi haçan gutarýar?
>>tuk<< Why should Tom go to Australia?	Toma näme üçin Awstraliýa gitmek gerek?
>>tuk<< Will you come in here a minute?	Bir minut bärik geljekmi?
>>tuk<< You can take anything you want.	Sen näme alasyñ gelse alyp bilýäñ
>>tuk<< You don't have to sit with Tom.	Seniň Tom bilen oturmagyň hökmançylygy ýok.
>>tuk<< You don't have to sit with Tom.	Siziň Tom bilen oturmagyňyzynyň hökmançylygy ýok.
>>tuk<< You probably think Tom is deaf.	Sen belki-de Tom ker diýip pikir edýärsiň
>>tuk<< You said you needed me to help.	Sen meñ kömegim gerek diýipdiñ.
>>tuk<< A good person is a moral person.	Gowy adam ahlakly bir adamdyr.
>>tuk<< Are you going to go talk to Tom?	Sen Tom bilen gürleşmäne gitmekçimi?
>>tuk<< Can Tom read and write Japanese?	Tom hytaý dilinde okap we ýazyp bilýärmi?
>>tuk<< Contact Tom Jackson for details.	Tom Jaksona beýleki maglumatlar üçin habarlaşyň/ ýüz tutuň.
>>tuk<< Do you know what Tom looks like?	Tomuň nämä meňzeýändigini bilýärsiňizmi?
>>tuk<< Do you know what Tom looks like?	Tomuň nämä meňzeýändigini bilýärsiňmi?
>>tuk<< Do you really know why I'm here?	Näme üçin bärdedigimi hakykatdan hem bilýäňmi?
>>tuk<< Do you really think we can help?	Siz dogrudan hem biz size kömek edip bileris öýdärsiňizmi?
>>tuk<< Do you see that happening again?	Ýene näme bolýanyny görýärsiňmi?
>>tuk<< Do you think it means something?	Seniň pikiriňçe bu birzat aňladýarmy?
>>tuk<< First impressions are important.	Ilkinji täsirler wajyp bolup durýar.
>>tuk<< Have you already said hi to Tom?	Sen eýýäm Toma salam berdiňmi?
>>tuk<< His main interest is in history.	Onuň esasy gyzyklanmasy taryhdadyr.
>>tuk<< How did you get that box opened?	Sen bu gutyny nähili açdyñ?
>>tuk<< How does Tom intend to fix this?	Tom buny nädip bejermäni maksat edinýär?
>>tuk<< How many volunteers did you get?	Sen näçe sany meýletinçi aldyň?
>>tuk<< I already know what I should do.	Men näme etmelidigimi eýýäm bilýän.
>>tuk<< I can't come out and play today.	Bugün daşary çykyp bilmeýen we oýnap bilmeýen.
>>tuk<< I can't connect to the Internet.	Men internede baglanyp bilemok.
>>tuk<< I don't always do that that way.	Men ol işi hemişe ol usulda ýerine ýetirmeýärin.
>>tuk<< I don't think Tom was satisfied.	Tom hoşal bolandyr öýdemok.
>>tuk<< I don't think Tom was satisfied.	Men Tom hoşal bolandyr diýip pikir edemok.
>>tuk<< I don't think it was your fault.	Bu seniñ ýalñyşyñdyr öýdemok.
>>tuk<< I don't think it was your fault.	Meniñ pikirimçe bu seniñ ýalñýşyñ däl.
>>tuk<< I feel a whole lot better today.	Bugün özimi dym gowy duýýaryn.
>>tuk<< I figured you already knew that.	Seniň buny bilýändigiňi men bildim.
>>tuk<< I have two arms and ten fingers.	Meniň iki elim we on barmagym bar.
>>tuk<< I hope everybody is on our side.	Hemmekişi biziň tarapymyzdadyr diýip umyt edýärin.
>>tuk<< I know that Tom isn't in Boston.	Men Tomuň Bostonda däldigini bilýän.
>>tuk<< I like the smell of fresh bread.	Men täze çöregiň ysyny gowy görýärin.
>>tuk<< I refuse to obey you any longer.	Men size şundan şeýläk boýun bolmakdan dänýärin.
>>tuk<< I refuse to obey you any longer.	Men saňa şundan şeýläk boýun bolmakdan dänýärin.
>>tuk<< I saw Tom less than an hour ago.	Bir sagatdan öň Tomy gördüm.
>>tuk<< I see no other course of action.	Başga bir hereket görnüşi bilmeýärin
>>tuk<< I see no other course of action.	Başka nähili hereket edilýändigini bilmeýärin.
>>tuk<< I think it's not worth the risk.	Meniňçe riske degmeýär.
>>tuk<< I think that I don't deserve it.	Meniñ pikirimçe men muña mynasyp däl
>>tuk<< I think that Tom is introverted.	Meniň pikirimçe Tom garasöýmezdir.
>>tuk<< I think that Tom will call Mary.	Meniň pikirimçe Tom Meria (Mary) jaň eder.
>>tuk<< I think that Tom will call Mary.	Meniň pikirimçe Tom Meriny çagyrar.
>>tuk<< I told Tom to stay away from us.	Men Toma bizden daşda durmagyny aýtdym.
>>tuk<< I used to go to school with him.	Men mekdebe onuň (oglan) bilen giderdim.
>>tuk<< I used to go to school with him.	Men mekdebe onuň (oglan) bilen gidýärdim.
>>tuk<< I usually only just drink water.	Men adatça diñe suw içyarin
>>tuk<< I want to go to Boston with Tom.	Men Bostona Tom bilen gitmek isleýärin.
>>tuk<< I want to see your older sister.	Men seniň gyz doganyňy göresim gelýär.
>>tuk<< I wish I had been with her then.	Şol wagt onuň ýanynda bolan bolsadym.
>>tuk<< I won't let Tom go to Australia.	Men Tomuň Awstraliýa gitmegine ýol bermen.
>>tuk<< I work at Chuck's Bar and Grill.	Chukyñ Bar we Grillinde işleýärin.
>>tuk<< I work with dangerous materials.	Men howply zatlar bilen işleşýärin.
>>tuk<< I'll stay here until you return.	Men sen gelýänçe şu ýerde galaryn.
>>tuk<< I'll try her out as a secretary.	Men ol gyzy sekretar hökmünde synap görerin.
>>tuk<< I'm going to take a closer look.	Men ýakynrakdan seredip görjek.
>>tuk<< I'm just a guy asking questions.	Men diňeje soraglary berýän adam men.
>>tuk<< I'm not going to read this book.	Men bu kitaby okajak bolamok.
>>tuk<< I've admired you for many years.	Ýyllardan bäri men saňa haýran.
>>tuk<< I've never met anybody like you.	Men sen ýaly adama hiç duşmandym.
>>tuk<< I've seen a lot of changes here.	Men bu ýerde köp üýtgeşmeleri gördüm.
>>tuk<< It gets very cold here at night.	Bu ýer agşam sowuk bolýar.
>>tuk<< It's Tom's favorite French word.	Bu Tomuň fransuzça söýgüli sözi.
>>tuk<< It's quite likely Tom will come.	Tomuň gelmegi gaty mümkin.
>>tuk<< It's uncertain if Tom will come.	Tomuň geljegi näbelli.
>>tuk<< Maybe it's best not to tell Tom.	Belkide Toma aýtmazlygymyz has gowusydyr.
>>tuk<< My father didn't eat much fruit.	Meniň kakam kän bir miwe iýmedi.
>>tuk<< Old women like dating young men.	Garry aýallar ýaş erkekler bilen tanyşmagy halaýarlar.
>>tuk<< Please answer all the questions.	Haýyş hemme soraglary jogapla.
>>tuk<< Stars were twinkling in the sky.	Ýyldyzlar asmanda öwüşgin atýardy.
>>tuk<< Stars were twinkling in the sky.	Ýyldyzlar asmanda şöhle saçýardy.
>>tuk<< That's something to think about.	Bu düşüner ýaly zat däl.
>>tuk<< The conference starts on Monday.	Konferensiýa duşenbe güni başlaýar.
>>tuk<< The glass dropped from his hand.	Aýnek onuň elinden aşak gaçdy.
>>tuk<< There's a telephone in the hall.	Zalda telefon bar.
>>tuk<< This door is locked from inside.	Bu gapy içinden gulply.
>>tuk<< This has nothing to do with Tom.	Munuň Toma hiç hili degişli ýeri ýok.
>>tuk<< Tom and Mary aren't very hungry.	Tom bilen Mery gaty aç däl.
>>tuk<< Tom and Mary will agree on that.	Tom bilen Meri şunda ylalaşarlar.
>>tuk<< Tom came to Boston as a teacher.	Tom Bostona mugallym hökmünde geldi.
>>tuk<< Tom commutes to work by bicycle.	Tom işe tigirli gatnaýar.
>>tuk<< Tom couldn't do that by himself.	Tom ony bir özi etmedi.
>>tuk<< Tom didn't say anything, did he?	tom hiç zat diýmedi şeýle dälmi?
>>tuk<< Tom didn't seem as busy as Mary.	Tom Mery ýaly başagaý görünenokdy.
>>tuk<< Tom eats out three times a week.	Tom hepdede üç gezek daşarda iýip-içýär.
>>tuk<< Tom had never been to Australia.	Tom hiç wagt Awstraliýada bolup görmändi.
>>tuk<< Tom has a hard decision to make.	Tomuň etmeli agyr çözgüdi bar.
>>tuk<< Tom hasn't promised us anything.	Tom bize hiç zat wada etmedi.
>>tuk<< Tom is a close relative of mine.	Tom meniň ýakyn garyndaşym.
>>tuk<< Tom is going to join us shortly.	Tom gysga wagtlyk bize goşular.
>>tuk<< Tom is the tallest in the class.	Tom synpdaky iň uzyn oglan.
>>tuk<< Tom isn't barefoot, but Mary is.	Tomyñ aýagy ýalañaç däldi emma Meryñky bolsa şeýledi.
>>tuk<< Tom now knows what he has to do.	Tom indi näme etmelidigini bilýär.
>>tuk<< Tom said that he didn't do that.	Tom ony etmändigini aýtdy.
>>tuk<< Tom said that he studied French.	Tom Fransuzça okandygyny aýtdy.
>>tuk<< Tom said that he was quite busy.	Tom meşguldygyny aýtdy
>>tuk<< Tom said that he was very tired.	Tom onuň erbet ýadawdygyny aýtdy.
>>tuk<< Tom said that he wasn't thirsty.	Tom suwsamaandygyny aýtdy.
>>tuk<< Tom said that he'd be back soon.	Tom ýakynda geljekdigini aýtdy.
>>tuk<< Tom said that's not good enough.	Tom munuň ýeterlikli gowy bolmandygyny aýtdy.
>>tuk<< Tom said the park was beautiful.	Tom bu seýilgäh owadan ekeni diýip aýtdy.
>>tuk<< Tom said you have to be careful.	Tom dykkatly bolmalydygyňy aýtdy.
>>tuk<< Tom said you need to be careful.	Tom dykkatly bolmalydygymy aýtdy.
>>tuk<< Tom saw a light in the distance.	Tom uzakdan bir yşyk gördi.
>>tuk<< Tom saw how you were doing that.	Tom muny nädip edeniňi gördi.
>>tuk<< Tom says I have to study French.	Tom Fransuzça okamalydygymy aýtdy.
>>tuk<< Tom says he can do that for you.	Tom seniň üçin muny edip biljekdigini aýtdy.
>>tuk<< Tom says he didn't study French.	Tom Fransuzça owrenmändigini aýtdy.
>>tuk<< Tom says he'll do that tomorrow.	Tom ony ertir etjekdigini aýdýar.
>>tuk<< Tom took a fifteen-minute break.	Tom on bäş minutlyk arakesme aldy.
>>tuk<< Tom was trying to cheer Mary up.	Tom Meriniñ göwnüni açmana synanşýardy.
>>tuk<< Tom's native language is French.	Tomuň ene dili - fransuz dili.
>>tuk<< Tom's work environment was good.	Tomyň zähmet şertleri gowydy.
>>tuk<< Water is the only thing I drink.	Suw -meniñ yeke tak icyan zadym
>>tuk<< We want to go back to Australia.	Biziñ yzymyza Awstraliýa gidesimiz gelýär.
>>tuk<< We're not going to lose, are we?	Utulmrys,däl-mi?
>>tuk<< What did you do today at school?	Sen bu gün mekdepde näme etdiň?
>>tuk<< Where did Tom do that yesterday?	Düýn Tom ony nirede etdi?
>>tuk<< Where did you do that yesterday?	Muny düýn nirede etdiň?
>>tuk<< Why didn't you try and stop Tom?	Sen näme üçin Tomy duzdurmaga synanyşmadyň?
>>tuk<< You all know I'm not a criminal.	Siziň hemmäňiz meniň jenaýakär däldigimi bilýärsiňiz.
>>tuk<< You know quite a lot about sumo.	Sumo hakynda biraz köp zat bilýärsiň meňzeýe.
>>tuk<< You should allow Tom to do that.	Toma ony etmesine rugsat ber.
>>tuk<< You should express your opinion.	Sen öz pikirini aytmaly.
>>tuk<< A curfew was imposed on the city.	Şäherde daşary çykmak gadagan edildi.
>>tuk<< A lot of crimes are not reported.	Jenaýatlaryñ köpüsi barada habar berilmeýär.
>>tuk<< Are you certain Tom will do that?	Tomuň etjekdigini ynanýňmy?
>>tuk<< Aren't you going to introduce me?	Meni tanyşdyrjak dälmi?
>>tuk<< Aren't you going to sit with Tom?	Tom bilen oturjak dälmi?
>>tuk<< Aren't you going to wait for Tom?	Toma garaşjak dälmi sen?
>>tuk<< Aren't you going to write to Tom?	Toma ýazjak dälmi?
>>tuk<< Aren't you one of Tom's children?	Tomuň çagalaryndan biri dälmi sen?
>>tuk<< Ask Tom to clear away the dishes.	Gaplary aýyrmagy Tomdan soraň.
>>tuk<< Did you remember to lock the car?	Ulaguñ gapysyny gulplamak ýadyña düşdümi?
>>tuk<< Did you remember to lock the car?	Seniñ ulaguñ gapysyny gulplamak ýadyña düşdümi?
>>tuk<< Divide the pizza among you three.	Pizzany üçüňiziň arasynda paýlaşyň.
>>tuk<< Divide the pizza among you three.	Pizzany üçüňiz bölüşiň.
>>tuk<< Do you know when Tom will return?	Sen Tomuñ haçan yzyna geljekdigini bilýäñmi?
>>tuk<< Do you know where my glasses are?	Meniň äýnegim nirededigini bilýarsiňizmi?
>>tuk<< Do you know where my glasses are?	Äýnegimiň nirededigini bilýäňizmi?
>>tuk<< Do you know where my glasses are?	Äýnegimiň nirededigini bilýäňmi?
>>tuk<< Do you often buy lottery tickets?	Sen bijeli petekleri köplenç alýañmy?
>>tuk<< Do you sell advance tickets here?	Bu ýerde öñünden bilet satýarsyñyzmy?
>>tuk<< Do you want to come out and play?	Daşary çykyp oýnasyň gelýärmi?
>>tuk<< Does Tom still work in Australia?	Tom henizem Awstraliýada işleýärmi?
>>tuk<< Don't worry. These things happen.	Alada etme. Bular ýaly zatlar bolaýýar.
>>tuk<< Don't worry. These things happen.	Alada etmäň. Bular ýaly zatlar bolaýýar.
>>tuk<< He spoke to her about the matter.	Ol (oglan) onuň (gyza) bilen mesele hakynda gürleşdi.
>>tuk<< I am not a doctor, but a teacher.	Men mugallym, ýöne lukman däl.
>>tuk<< I am not a doctor, but a teacher.	Men lukman däl, emma mugallym.
>>tuk<< I didn't know that you had a dog.	Seniň it saklaýanyňy bilmeýärdim.
>>tuk<< I don't even want to be here now.	Men hem bu ýerde bolmak islemeýärin.
>>tuk<< I don't even want to talk to Tom.	Men hem Tom bilen gepleşmek islemeýärin.
>>tuk<< I don't ever want that to change.	Onuň özgermegini hiç wagt islemeýärin.
>>tuk<< I don't know if you'd understand.	Düşünerdiňmi, bilemok.
>>tuk<< I don't know if you'd understand.	Düşünerdiňizmi, bilemok.
>>tuk<< I don't think that's appropriate.	Men bu ýerlikli diýip pikir edemok.
>>tuk<< I don't want to hear any excuses.	Hiç hili bahana eşitmek islemeýärin.
>>tuk<< I don't want to wake the kids up.	Men bu çagajyklary oýandyrmak islemeýärin.
>>tuk<< I don't want to wake the kids up.	Men bu çagalary oýandyrasym gelenok.
>>tuk<< I feel dizzy every time I get up.	Men her gezek turanymda özümi başym aýlanýan ýaly duýýan.
>>tuk<< I forgot that today was Saturday.	Men bu gün Şenbedigini ýatdan çykarypdyryn.
>>tuk<< I found her in tears in her room.	Men ony otagynda aglap oturan halda tapdym.
>>tuk<< I had no idea you'd ever met Tom.	Tom bilen tanyşandygyňy bilmeýärdim.
>>tuk<< I heard Tom walking up the steps.	Tomuň basgançaklardan ýokary ýöreýändigini bildim.
>>tuk<< I knew Tom wasn't ready to leave.	Men Tomuň gitmäge taýyn däldigini bilýärdim.
>>tuk<< I know I can always count on you.	Hemişe saña bil baglap biljegimi bilýärin.
>>tuk<< I know I can count on all of you.	Men siziň hemmäňize bil baglabiljegimi bilýärin.
>>tuk<< I know a good Italian restaurant.	Men bir gowy italýan restoran bilýärin.
>>tuk<< I know that you don't believe me.	Siziň maňa ynanmaýandygyňyzy bilýärin.
>>tuk<< I know that you don't believe me.	Seniň maňa ynanmaýandygyňy bilýärin.
>>tuk<< I left Australia three weeks ago.	Üç hepde öň Awstraliýadan gaýtdym.
>>tuk<< I like doing things with my kids.	Men öz çagalarym bilen bir zatlar etmägi halaýaryn.
