>>pol<< Go.	Idź.
>>pol<< I don't feel well.	Nie czuję się dobrze.
>>pol<< I don't have kids.	Nie mam dzieci.
>>pol<< I don't know that.	Nie wiem tego.
>>pol<< I don't know them.	Nie znam ich.
>>pol<< I don't like cops.	Nie lubię psów.
>>pol<< I don't like eggs.	Nie lubię jajek.
>>pol<< I don't like eggs.	Nie lubię jaj.
>>pol<< I don't like snow.	Nie lubię śniegu.
>>pol<< I don't like this.	Nie lubię tego.
>>pol<< I don't like this.	Nie podoba mi się to.
>>pol<< I don't like wine.	Nie lubię wina.
>>pol<< I don't need luck.	Nie potrzebuję szczęścia.
>>pol<< I don't trust you.	Nie ufam ci.
>>pol<< I don't want meat.	Nie chcę mięsa.
>>pol<< I feel good today.	Dobrze się dziś czuję.
>>pol<< I feel very angry.	Jestem bardzo zły.
>>pol<< I finally escaped.	Wreszcie uciekłem.
>>pol<< I forgot my money.	Zapomniałem moich pieniędzy.
>>pol<< I found Tom there.	Znalazłem tam Toma.
>>pol<< I found him a job.	Znalazłem mu pracę.
>>pol<< I gave Tom a ride.	Podwiozłem Toma.
>>pol<< I got a bee sting.	Pszczoła mnie użądliła.
>>pol<< I had a nightmare.	Miałem koszmar.
>>pol<< I had an accident.	Miałem wypadek.
>>pol<< I hate mosquitoes.	Nienawidzę komarów.
>>pol<< I hate that color.	Nienawidzę tego koloru.
>>pol<< I hate this place.	Nienawidzę tego miejsca.
>>pol<< I have a bad cold.	Jestem strasznie przeziębiony.
>>pol<< I have a computer.	Mam komputer.
>>pol<< I have a hangover.	Mam kaca.
>>pol<< I have a headache.	Boli mnie głowa.
>>pol<< I have a headache.	Głowa mnie boli.
>>pol<< I have a migraine.	Mam migrenę.
>>pol<< I have a question.	Mam pytanie.
>>pol<< I have a red bike.	Mam czerwony rower.
>>pol<< I have an ice bag.	Mam worek z lodem.
>>pol<< I have an opinion.	Mam swoje zdanie.
>>pol<< I have brown hair.	Mam kasztanowe włosy.
>>pol<< I have brown hair.	Mam brązowe włosy.
>>pol<< I have chest pain.	Boli mnie klatka piersiowa.
>>pol<< I have everything.	Mam wszystko.
>>pol<< I have experience.	Mam doświadczenie.
>>pol<< I have my reasons.	Mam swoje powody.
>>pol<< I have no comment.	Bez komentarza.
>>pol<< I have no friends.	Nie mam przyjaciół.
>>pol<< I have one sister.	Mam jedną siostrę.
>>pol<< I have seen a UFO.	Widziałem UFO.
>>pol<< I have short hair.	Mam krótkie włosy.
>>pol<< I have short legs.	Mam krótkie nogi.
>>pol<< I have sunglasses.	Mam okulary przeciwsłoneczne.
>>pol<< I have three cats.	Mam trzy koty.
>>pol<< I have three dogs.	Mam trzy psy.
>>pol<< I have three kids.	Mam trójkę dzieci.
>>pol<< I have three sons.	Mam trzech synów.
>>pol<< I have to find it.	Muszę go znaleźć.
>>pol<< I have two nieces.	Mam dwie bratanice.
>>pol<< I have two nieces.	Mam dwie siostrzenice.
>>pol<< I heard Tom leave.	Słyszałem jak Tom wychodzi.
>>pol<< I heard footsteps.	Słyszałam kroki.
>>pol<< I hope she's safe.	Mam nadzieję, że jest bezpieczna.
>>pol<< I joined the army.	Zaciągnąłem się do wojska.
>>pol<< I killed the mice.	Zabiłem myszy.
>>pol<< I knew who he was.	Wiedziałem, kim on był.
>>pol<< I know about that.	Wiem o tym.
>>pol<< I know the answer.	Znam odpowiedź.
>>pol<< I know the stakes.	Znam stawkę.
>>pol<< I know what to do.	Wiem co robić.
>>pol<< I know who she is.	Wiem kim ona jest.
>>pol<< I like challenges.	I like challenges.
>>pol<< I like loud music.	Lubię głośną muzykę.
>>pol<< I like my brother.	Lubię swojego brata.
>>pol<< I like my friends.	Lubię moich przyjaciół.
>>pol<< I like rock music.	Lubię muzykę rockową.
>>pol<< I like sandwiches.	Lubię kanapki.
>>pol<< I like short hair.	Lubię krótkie włosy.
>>pol<< I like that skirt.	Podoba mi się ta spódnica.
>>pol<< I like this color.	Podoba mi się ten kolor.
>>pol<< I like to eat out.	Lubię jeść na mieście.
>>pol<< I like your shirt.	Podoba mi się twoja koszula.
>>pol<< I liked this book.	Podobała mi się ta książka.
>>pol<< I live near a dam.	Mieszkam w pobliżu tamy.
>>pol<< I live near a dam.	Mieszkam blisko tamy.
>>pol<< I lived in Boston.	Mieszkałem w Bostonie.
>>pol<< I locked the door.	Zamknąłem drzwi.
>>pol<< I lost my glasses.	Zgubiłem okulary.
>>pol<< I love my new job.	Uwielbiam moją nową pracę.
>>pol<< I love my parents.	Kocham moich rodziców.
>>pol<< I love rock music.	Kocham muzykę rockową.
>>pol<< I love this video.	Uwielbiam to video.
>>pol<< I love your beard.	Kocham Twoją brodę.
>>pol<< I love your smile.	Kocham twój uśmiech.
>>pol<< I love your smile.	Uwielbiam twój uśmiech.
>>pol<< I loved that show.	Uwielbiałem ten program.
>>pol<< I loved that show.	Uwielbiałam ten program.
>>pol<< I loved them both.	Kochałem je obie.
>>pol<< I loved them both.	Kochałem ich obu.
>>pol<< I loved them both.	Kochałem ich oboje.
>>pol<< I may not do that.	Możliwe, że tego nie zrobię.
>>pol<< I must've fainted.	Musiałam zemdleć.
>>pol<< I need Tom's help.	Potrzebuję pomocy Toma.
>>pol<< I need a keyboard.	Potrzebuję klawiatury.
>>pol<< I need a vacation!	Potrzebuję wakacji!
>>pol<< I need new gloves.	Potrzebuję nowych rękawiczek.
>>pol<< I need some sugar.	Potrzebuję trochę cukru.
>>pol<< I need to be here.	Muszę tu być.
>>pol<< I need to buy one.	Muszę kupić jeden.
>>pol<< I need to do this.	Muszę to zrobić.
>>pol<< I nodded and left.	Kiwnąłem głową i wyszedłem.
>>pol<< I nodded and left.	Kiwnęłam głową i wyszłam.
>>pol<< I owe you a favor.	Jestem ci winien przysługę.
>>pol<< I owe you a lunch.	Jestem ci winien lunch.
>>pol<< I owe you a lunch.	Jestem ci winna lunch.
>>pol<< I owe you a lunch.	Wiszę ci lunch.
>>pol<< I own that island.	Jestem właścicielką tej wyspy.
>>pol<< I play the guitar.	Gram na gitarze.
>>pol<< I play the violin.	Gram na skrzypcach.
>>pol<< I played football.	Grałem w piłkę nożną.
>>pol<< I put on an apron.	Założyłam fartuch.
>>pol<< I really like you.	Naprawdę cię lubię.
>>pol<< I really love you.	Naprawdę cię kocham.
>>pol<< I saw an airplane.	Widziałem samolot.
>>pol<< I saw him running.	Widziałem go biegnącego.
>>pol<< I saw the sunrise.	Widziałem wschód Słońca.
>>pol<< I see you're busy.	Widzę, że jesteś zajęty.
>>pol<< I see you're busy.	Widzę, że jesteś zajęta.
>>pol<< I sent her a doll.	Wysłałem jej lalkę.
>>pol<< I share your idea.	Podzielam twój pomysł.
>>pol<< I share your idea.	Podzielam wasz pomysł.
>>pol<< I should be happy.	Powinienem być szczęśliwy.
>>pol<< I should be happy.	Powinnam być szczęśliwa.
>>pol<< I should head out.	Muszę ruszać.
>>pol<< I should head out.	Czas na mnie.
>>pol<< I signed the form.	Podpisałam formularz.
>>pol<< I stood up slowly.	Wstałem powoli.
>>pol<< I stopped digging.	Przestałem kopać.
>>pol<< I stopped smoking.	Przestałem palić.
>>pol<< I stopped talking.	Przestałem mówić.
>>pol<< I stopped the car.	Zatrzymałem samochód.
>>pol<< I sure am thirsty.	Strasznie chce mi się pić.
>>pol<< I swept the floor.	Zamiotłem podłogę.
>>pol<< I tend to be lazy.	Bywam leniwy.
>>pol<< I think I'm right.	Myślę, że mam rację.
>>pol<< I think I'm smart.	Myślę, że jestem mądry.
>>pol<< I think otherwise.	Myślę inaczej.
>>pol<< I thought so, too.	Też tak myślałam.
>>pol<< I took Highway 58.	Pojechałem autostradą numer 58.
>>pol<< I tried to escape.	Próbowałem uciec.
>>pol<< I tried to forget.	Próbowałem zapomnieć.
>>pol<< I understood that.	Zrozumiałem to.
>>pol<< I want some money.	Chcę trochę pieniędzy.
>>pol<< I want to believe.	Chciałbym wierzyć.
>>pol<< I want to come in.	Chcę wejść do środka.
>>pol<< I want to go home.	Chcę iść do domu.
>>pol<< I want to see him.	Chcę go zobaczyć.
>>pol<< I want to see you.	Chciałbym cię zobaczyć.
>>pol<< I wanted a jacket.	Chciałam kurtkę.
>>pol<< I was a shy child.	Byłem nieśmiałym dzieckiem.
>>pol<< I was embarrassed.	Byłem zażenowany.
>>pol<< I was enjoying it.	Podobało mi się to.
>>pol<< I was enjoying it.	Podobało mi się.
>>pol<< I was in the army.	Byłam w wojsku.
>>pol<< I was in the bath.	Byłem w wannie.
>>pol<< I was overwhelmed.	Byłem przytłoczony.
>>pol<< I was suffocating.	Dusiłam się.
>>pol<< I was very scared.	Bardzo się bałem.
>>pol<< I wasn't sleeping.	Nie spałem.
>>pol<< I wasn't thinking.	Nie myślałem.
>>pol<< I wish I could go.	Chciałbym móc pójść.
>>pol<< I wish I had more.	Chciałbym mieć więcej.
>>pol<< I won't judge you.	Nie będę cię osądzał.
>>pol<< I won't leave you.	Nie opuszczę cię.
>>pol<< I won't marry you.	Nie poślubię cię.
>>pol<< I won't marry you.	Nie ożenię się z tobą.
>>pol<< I won't marry you.	Nie wyjdę za ciebie.
>>pol<< I won't need luck.	Nie będę potrzebował szczęścia.
>>pol<< I won't need them.	Nie będę ich potrzebować.
>>pol<< I won't permit it.	Nie pozwolę na to.
>>pol<< I won't sign this.	Nie podpiszę tego.
>>pol<< I work on Mondays.	Pracuję w poniedziałki.
>>pol<< I wrote it myself.	Sam to napisałem.
>>pol<< I'd probably lose.	Prawdopodobnie bym przegrał.
>>pol<< I'll be back soon.	Niedługo wrócę.
>>pol<< I'll be back soon.	Zaraz wrócę.
>>pol<< I'll be on my way.	Będę się już zbierać.
>>pol<< I'll be over here.	Będę tutaj.
>>pol<< I'll be right out.	Już wychodzę.
>>pol<< I'll bet it hurts.	Założę się, że to boli.
>>pol<< I'll double check.	Sprawdzę jeszcze raz.
>>pol<< I'll find someone.	Znajdę kogoś.
>>pol<< I'll go if you go.	Pójdę, jeśli ty pójdziesz
>>pol<< I'll go to Boston.	Pojadę do Bostonu.
>>pol<< I'll lead the way.	Poprowadzę cię.
>>pol<< I'll let Tom know.	Dam znać Tomowi.
>>pol<< I'll let you know.	Dam ci znać.
>>pol<< I'll pay the bill.	Zapłacę rachunek.
>>pol<< I'll say it again.	Powiem to jeszcze raz.
>>pol<< I'll see you soon.	Do zobaczenia wkrótce.
>>pol<< I'll send it back.	Odeślę to.
>>pol<< I'll set you free.	Uwolnię Cię.
>>pol<< I'll tell someone.	Powiem komuś.
>>pol<< I'll wait for you.	Poczekam na ciebie.
>>pol<< I'll write to Tom.	Napiszę do Toma.
>>pol<< I'm Tom's brother.	Jestem bratem Toma.
>>pol<< I'm a grandfather.	Jestem dziadkiem.
>>pol<< I'm a simple girl.	Jestem prostą dziewczyną.
>>pol<< I'm afraid of you.	Boję się ciebie.
>>pol<< I'm already ready.	Jestem już gotowy.
>>pol<< I'm always hungry.	Zawsze jestem głodny.
>>pol<< I'm always hungry.	Jestem wiecznie głodny.
>>pol<< I'm an accountant.	Jestem księgowym.
>>pol<< I'm an accountant.	Jestem księgową.
>>pol<< I'm an astronomer.	Jestem astronomem.
>>pol<< I'm being careful.	Uważam.
>>pol<< I'm being patient.	Jestem cierpliwy.
>>pol<< I'm buying a rose.	Kupuję różę.
>>pol<< I'm done fighting.	Skończyłem walczyć.
>>pol<< I'm done with you.	Skończyłem z tobą.
>>pol<< I'm feeling dizzy.	Kręci mi się w głowie.
>>pol<< I'm feeling tired.	Czuję się zmęczony.
>>pol<< I'm glad Tom left.	Cieszę się, że Tom poszedł.
>>pol<< I'm glad you came.	Cieszę się, że przyszedłeś.
>>pol<< I'm going hunting.	Idę na polowanie.
>>pol<< I'm going to help.	Pomogę.
>>pol<< I'm going to town.	Idę do miasta.
>>pol<< I'm going to wait.	Zaczekam.
>>pol<< I'm going to wait.	Poczekam.
>>pol<< I'm going to wait.	Zamierzam zaczekać.
>>pol<< I'm good at chess.	Jestem dobry w szachach.
>>pol<< I'm in Boston now.	Jestem teraz w Bostonie.
>>pol<< I'm in prison now.	Teraz jestem w więzieniu.
>>pol<< I'm in the toilet.	Jestem w toalecie.
>>pol<< I'm irreplaceable.	Jestem nie do zastąpienia.
>>pol<< I'm making coffee.	Robię kawę.
>>pol<< I'm much stronger.	Jestem dużo silniejszy.
>>pol<< I'm not a lab rat.	Nie jestem królikiem doświadczalnym.
>>pol<< I'm not a monster.	Nie jestem potworem.
>>pol<< I'm not a psychic.	Nie jestem medium.
>>pol<< I'm not a soldier.	Nie jestem żołnierzem.
>>pol<< I'm not a student.	Nie jestem studentem.
>>pol<< I'm not a student.	Nie jestem uczniem.
>>pol<< I'm not an artist.	Nie jestem artystą.
>>pol<< I'm not an expert.	Nie jestem ekspertem.
>>pol<< I'm not convinced.	Nie jestem przekonana.
>>pol<< I'm not convinced.	Nie jestem przekonany.
>>pol<< I'm not desperate.	Nie jestem zdesperowany.
>>pol<< I'm not desperate.	Nie jestem zdesperowana.
>>pol<< I'm not impressed.	Nie jestem pod wrażeniem.
>>pol<< I'm not in Boston.	Nie jestem w Bostonie.
>>pol<< I'm not ready yet.	Nie jestem jeszcze gotowy.
>>pol<< I'm not ready yet.	Jeszcze nie jestem gotowy.
>>pol<< I'm not satisfied.	Nie jestem zadowolony.
>>pol<< I'm not satisfied.	Nie jestem zadowolona.
>>pol<< I'm not satisfied.	Nie jestem usatysfakcjonowany.
>>pol<< I'm not satisfied.	Nie jestem usatysfakcjonowana.
>>pol<< I'm proud of that.	Jestem z tego dumny.
>>pol<< I'm really hungry.	Jestem naprawdę głodna.
>>pol<< I'm schizophrenic.	Mam schizofrenię.
>>pol<< I'm so frightened.	Tak bardzo się boję.
>>pol<< I'm so frightened.	Jestem przerażony.
>>pol<< I'm sore all over.	Wszystko mnie boli.
>>pol<< I'm sore all over.	Jestem cały obolały.
>>pol<< I'm still winning.	Nadal wygrywam.
>>pol<< I'm such an idiot.	Jestem takim idiotą.
>>pol<< I'm very cautious.	Jestem bardzo ostrożny.
>>pol<< I'm your neighbor.	Jestem twoim sąsiadem.
>>pol<< I'm your neighbor.	Jestem twoją sąsiadką.
>>pol<< I'm your roommate.	Jestem twoim współlokatorem.
>>pol<< I'm your roommate.	Jestem twoją współlokatorką.
>>pol<< I've done my best.	Zrobiłem co mogłem.
>>pol<< I've done nothing.	Nic nie zrobiłem.
>>pol<< I've got diabetes.	Mam cukrzycę.
>>pol<< I've got no money.	Nie mam pieniędzy.
>>pol<< I've got problems.	Mam problemy.
>>pol<< I've got the keys.	Mam klucze.
>>pol<< I've got time now.	Teraz mam czas.
>>pol<< I've just arrived.	Właśnie przyjechałem.
>>pol<< I've just arrived.	Właśnie dotarłem.
>>pol<< I've lost my keys.	Zgubiłem swoje klucze.
>>pol<< I've lost my keys.	Zgubiłem moje klucze.
>>pol<< I've lost my keys.	Zgubiłam moje klucze.
>>pol<< I've never smoked.	Nigdy nie paliłam.
>>pol<< I've never smoked.	Nigdy nie paliłem.
>>pol<< I've noticed that.	Zauważyłem to.
>>pol<< I've noticed that.	Zauważyłam to.
>>pol<< I've slimmed down.	Schudłam.
>>pol<< Identify yourself.	Przedstaw się.
>>pol<< Identify yourself.	Zidentyfikuj się.
>>pol<< Is Tom still here?	Czy Tom nadal tu jest?
>>pol<< Is Tom still sick?	Czy Tom dalej jest chory?
>>pol<< Is Tom there, too?	Czy Tom też tam jest?
>>pol<< Is anything wrong?	Coś jest źle?
>>pol<< Is he kind to you?	Jest dla ciebie miły?
>>pol<< Is her story true?	Czy jej historia jest prawdziwa?
>>pol<< Is his story true?	Czy jego historia jest prawdziwa?
>>pol<< Is it hot outside?	Jest gorąco na zewnątrz?
>>pol<< Is it really fair?	Czy to jest naprawdę w porządku?
>>pol<< Is it really fair?	Czy to aby na pewno sprawiedliwe?
>>pol<< Is it still there?	Czy dalej tam jest?
>>pol<< Is somebody there?	Jest tu kto?
>>pol<< Is that a giraffe?	Czy to jest żyrafa?
>>pol<< Is that important?	Czy to jest ważne?
>>pol<< Is that pure gold?	Czy to czyste złoto?
>>pol<< Is that true, Tom?	Czy to prawda, Tom?
>>pol<< Is that your room?	Czy to twój pokój?
>>pol<< Is that your wife?	Czy to twoja żona?
>>pol<< Is the coffee hot?	Czy kawa jest gorąca?
>>pol<< Is the food halal?	Czy to jedzenie jest halal?
>>pol<< Is there a heaven?	Czy raj istnieje?
>>pol<< Is there a remedy?	Czy jest jakieś remedium?
>>pol<< Is there a reward?	Czy jest nagroda?
>>pol<< Is this Tom's dog?	Czy to jest pies Toma?
>>pol<< Is this real silk?	Czy to prawdziwy jedwab?
>>pol<< Is this your bike?	Czy to twój rower?
>>pol<< Is this your book?	Czy to twoja książka?
>>pol<< Is this your name?	Czy to twoje imię?
>>pol<< Is your car black?	Czy twój samochód jest czarny?
>>pol<< Isn't that theirs?	Czy to nie ich?
>>pol<< It contains lemon.	Zawiera cytrynę.
>>pol<< It costs too much.	To za dużo kosztuje.
>>pol<< It costs too much.	To jest za drogie.
>>pol<< It depends on you.	To zależy od ciebie.
>>pol<< It didn't go well.	Nie poszło dobrze.
>>pol<< It doesn't matter.	Nieważne.
>>pol<< It fits perfectly.	Pasuje idealnie.
>>pol<< It had to be done.	To trzeba było zrobić.
>>pol<< It has to be true.	To musi być prawda.
>>pol<< It is not a watch.	To nie zegarek.
>>pol<< It is not my name.	To nie jest moje imię.
>>pol<< It isn't my fault.	To nie moja wina.
>>pol<< It isn't that far.	To nie jest tak daleko.
>>pol<< It looks familiar.	Wygląda podobnie.
>>pol<< It looks hopeless.	Wygląda beznadziejnie.
>>pol<< It makes no sense.	To nie ma sensu.
>>pol<< It must be a sign.	To musi być znak.
>>pol<< It never happened.	To się nigdy nie wydarzyło.
>>pol<< It rained nonstop.	Padało bez przerwy.
>>pol<< It was a disgrace.	To była hańba.
>>pol<< It was a new book.	To była nowa książka.
>>pol<< It was a surprise.	To była niespodzianka.
>>pol<< It was a warm day.	To był ciepły dzień.
>>pol<< It was a warm day.	Dzień był ciepły.
>>pol<< It was just water.	To była tylko woda.
>>pol<< It was our secret.	To był nasz sekret.
>>pol<< It was very foggy.	Była gęsta mgła.
>>pol<< It was very funny.	To było bardzo śmieszne.
>>pol<< It was very quiet.	To było bardzo ciche.
>>pol<< It wasn't my idea.	To nie był mój pomysł.
>>pol<< It'll happen soon.	To się niedługo stanie.
>>pol<< It's Monday today.	Dziś jest poniedziałek.
>>pol<< It's a bit wobbly.	Jest trochę chwiejny.
>>pol<< It's a dictionary.	To słownik.
>>pol<< It's a good start.	To dobry początek.
>>pol<< It's a long story.	To długa historia.
>>pol<< It's almost three.	Jest prawie trzecia.
>>pol<< It's already late.	Późno już.
>>pol<< It's cloudy today.	Dzisiaj jest pochmurno.
>>pol<< It's cold outside.	Na zewnątrz jest zimno.
>>pol<< It's easy for you.	To jest dla ciebie proste.
>>pol<< It's getting dark.	Robi się ciemno.
>>pol<< It's hard to tell.	Trudno powiedzieć.
>>pol<< It's just a dream.	To tylko sen.
>>pol<< It's just a guess.	To tylko przypuszczenie.
>>pol<< It's my brother's.	To jest mojego brata.
>>pol<< It's my only hope.	To jest moja jedyna nadzieja.
>>pol<< It's my own fault.	To moja wina.
>>pol<< It's not for sale.	Nie jest na sprzedaż.
>>pol<< It's not my fault.	To nie moja wina.
>>pol<< It's not over yet.	To jeszcze nie koniec.
>>pol<< It's not that far.	To nie jest tak daleko.
>>pol<< It's questionable.	To jest dyskusyjne.
>>pol<< It's quite simple.	To całkiem proste.
>>pol<< It's really windy.	Jest bardzo wietrznie.
>>pol<< It's starting now.	Właśnie się zaczyna.
>>pol<< It's still Monday.	Nadal jest poniedziałek.
>>pol<< It's the last one.	To jest ostatni.
>>pol<< It's time to talk.	Czas porozmawiać.
>>pol<< It's too far away.	To za daleko.
>>pol<< It's too late now.	Teraz jest już za późno.
>>pol<< It's unbelievable.	To niewiarygodne.
>>pol<< It's your bedtime.	Czas żebyś poszedł spać.
>>pol<< Just tell them no.	Po prostu powiedz im "nie".
>>pol<< Keep away from me.	Trzymaj się z dala ode mnie.
>>pol<< Keep away from me.	Trzymaj się ode mnie z daleka.
>>pol<< Keep in the shade.	Przechowywać w cieniu.
>>pol<< Kiss me goodnight.	Daj buziaka na dobranoc.
>>pol<< Leave immediately.	Odejdź natychmiast.
>>pol<< Let Tom stay here.	Pozwól Tomowi tu zostać.
>>pol<< Let's do it again.	Zróbmy to jeszcze raz.
>>pol<< Let's do it again.	Powtórzmy to.
>>pol<< Let's get serious.	Koniec żartów.
>>pol<< Let's get started.	Zaczynajmy.
>>pol<< Let's go that way.	Chodźmy tamtędy.
>>pol<< Let's leave early.	Wyjdźmy wcześniej.
>>pol<< Let's peek inside.	Zajrzyjmy do środka.
>>pol<< Let's take a look.	Spójrzmy.
>>pol<< Let's take a taxi.	Weźmy taksówkę.
>>pol<< Let's talk to Tom.	Porozmawiajmy z Tom'em.
>>pol<< Life is beautiful.	Życie jest piękne.
>>pol<< Light the candles.	Zapal świece.
>>pol<< Listen and repeat.	Słuchaj i powtórz.
