>>tha<< Hi.	สวัสดี
>>tha<< Please teach me French.	โปรดสอนภาษาฝรั่งเศสให้ฉัน
>>tha<< Rabbits have long ears.	กระต่ายมีหูยาว
>>tha<< She begged him to stay.	เธอขอร้องให้เขาอยู่
>>tha<< She has a lot of money.	เธอมีเงินจำนวนมาก
>>tha<< She writes beautifully.	เธอเขียนอย่างสวยงาม
>>tha<< She's at the hotel now.	เธออยู่ที่โรงแรมแล้วตอนนี้
>>tha<< She's at the hotel now.	ตอนนี้เธออยู่ที่โรงแรมแล้ว
>>tha<< Somebody's watching us.	มีใครบางคนกำลังมองเรา
>>tha<< That's of no use to me.	นั่นไม่มีประโยชน์สำหรับผม
>>tha<< The key is on the desk.	กุญแจอยู่บนโต๊ะ
>>tha<< The man died of cancer.	ชายคนนั้นเสียชีวิตด้วยโรคมะเร็ง
>>tha<< The river has dried up.	แม่น้ำแห้งขอด
>>tha<< The river is dangerous.	แม่น้ำอันตราย
>>tha<< The street is deserted.	ถนนร้าง
>>tha<< The train left on time.	รถไฟออกตรงเวลา
>>tha<< These pearls look real.	ไข่มุกเหล่านี้ดูเหมือนจริง
>>tha<< They agreed on a price.	พวกเขาตกลงราคา
>>tha<< They can understand me.	พวกเขาเข้าใจฉัน
>>tha<< They moved in recently.	พวกเขาพึ่งย้ายเข้ามา
>>tha<< They wanted an apology.	พวกเขาต้องการคำขอโทษ
>>tha<< They went to the beach.	พวกเขาไปที่ชายหาด
>>tha<< This bowl is too small.	ชามนี้เล็กเกินไป
>>tha<< This is a fun activity.	นี่เป็นกิจกรรมที่สนุก
>>tha<< This is mine, isn't it?	นี่เป็นของฉันไม่ใช่เหรอ?
>>tha<< This is our friend Tom.	นี่คือทอมเพื่อนของเรา
>>tha<< Tom admitted he'd lied.	ทอมยอมรับว่าเขาโกหก
>>tha<< Tom always exaggerates.	ทอมพูดเกินจริงเสมอ
>>tha<< Tom couldn't find Mary.	ทอมหาแมรี่ไม่เจอ
>>tha<< Tom died because of me.	ทอมตายเพราะฉัน
>>tha<< Tom had some questions.	ทอมมีคำถามบางอย่าง
>>tha<< Tom has three ex-wives.	ทอมมีภรรยาเก่าสามคน
>>tha<< Tom is good at driving.	ทอมขับรถได้เก่ง
>>tha<< Tom isn't in the truck.	ทอมไม่อยู่ในรถบรรทุก
>>tha<< Tom spoke very quickly.	ทอมพูดเร็วมาก
>>tha<< Tom took off his socks.	ทอมถอดถุงเท้าของเขา
>>tha<< Tom took the wrong bus.	ทอมขึ้นรถเมล์ผิดคัน
>>tha<< Tom tried to kiss Mary.	ทอมพยายามจูบแมรี่
>>tha<< Tom wants you to do it.	ทอมต้องการให้คุณทำ
>>tha<< We don't like violence.	เราไม่ชอบความรุนแรง
>>tha<< We don't make mistakes.	เราไม่ทำผิดพลาด
>>tha<< We left in the evening.	เราออกเดินทางในตอนเย็น
>>tha<< We need a little sugar.	เราต้องการน้ำตาลเล็กน้อย
>>tha<< We need to protect Tom.	เราจำเป็นต้องปกป้องทอม
>>tha<< We sometimes meet them.	บางครั้งพวกเราพบพวกเขา
>>tha<< We want the same thing.	เราต้องการสิ่งเดียวกัน
>>tha<< We'll be there at 2:30.	เราจะไปที่นั่นเวลา 2:30 น.
>>tha<< We're going to be fine.	เราจะไม่เป็นไร
>>tha<< We're not millionaires.	เราไม่ใช่เศรษฐี
>>tha<< We've never gone there.	เราไม่เคยไปที่นั่น
>>tha<< Weddings are expensive.	งานแต่งงานมีราคาแพง
>>tha<< What a beautiful night!	ช่างเป็นค่ำคืนที่สวยงาม!
>>tha<< What is the book about?	หนังสือเล่มนี้เกี่ยวกับอะไร?
>>tha<< What is the exact time?	เวลาที่แน่นอนคืออะไร
>>tha<< What's that boy's name?	เด็กชายคนนั้นชื่ออะไร
>>tha<< Where can I get a taxi?	ฉันจะหาแท็กซี่ได้ที่ไหน?
>>tha<< Where did you get that?	คุณได้มันมาจากไหน?
>>tha<< Where's the toothpaste?	ยาสีฟันอยู่ที่ไหน?
>>tha<< Which one will you buy?	คุณจะซื้ออันไหน
>>tha<< Who discovered America?	ใครค้นพบอเมริกา?
>>tha<< Who told you the story?	ใครเล่าเรื่องให้คุณฟัง?
>>tha<< Why are you in my room?	ทำไมคุณถึงอยู่ในห้องของผม
>>tha<< Why aren't you dressed?	ทำไมคุณไม่แต่งตัว
>>tha<< Would you like to come?	คุณอยากจะมาไหม?
>>tha<< You have a good memory.	คุณมีความจำดี
>>tha<< You look like a monkey.	คุณดูเหมือนลิง
>>tha<< You may use my new car.	คุณอาจใช้รถใหม่ของฉัน
>>tha<< You must not do it now.	คุณต้องไม่ทำมันตอนนี้
>>tha<< You're Canadian, right?	คุณเป็นคนแคนาดา ใช่ไหม?
>>tha<< All the apples are gone.	แอปเปิ้ลทั้งหมดหายไป
>>tha<< Are you still out there?	คุณยังอยู่ที่นั่นไหม
>>tha<< Are you working tonight?	คืนนี้คุณทำงานไหม
>>tha<< Aren't these your books?	พวกนี้ไม่ใช่หนังสือของคุณเหรอ?
>>tha<< Barking dogs never bite.	สุนัขเห่าไม่เคยกัด
>>tha<< Barking dogs never bite.	หมาเห่าไม่เคยกัด
>>tha<< Both sisters are pretty.	พี่สาวหรือน้องสาวทั้งสองสวย
>>tha<< Can you get it repaired?	คุณช่วยซ่อมมันได้ไหม
>>tha<< Did you push the button?	คุณกดปุ่มหรือไม่?
>>tha<< Did you push the button?	คุณได้กดปุ่มไหม?
>>tha<< Did you write this book?	คุณได้เขียนหนังสือเล่มนี้ไหม?
>>tha<< Do you love your mother?	คุณรักแม่ของคุณหรือไม่?
>>tha<< Do you shower every day?	คุณอาบน้ำทุกวันหรือไม่?
>>tha<< Everybody has to adjust.	ทุกคนต้องปรับตัว
>>tha<< Everybody laughed at me.	ทุกคนหัวเราะเยาะฉัน
>>tha<< Everyone laughed at him.	ทุกคนหัวเราะเยาะเขา
>>tha<< He got lost in the city.	เขาหลงทางในเมือง
>>tha<< He has written a letter.	เขาเขียนจดหมาย
>>tha<< He is fond of adventure.	เขาชอบผจญภัย
>>tha<< He looked up at the sky.	เขาแหงนหน้ามองท้องฟ้า
>>tha<< He was dressed in black.	เขาแต่งชุดดำ
>>tha<< He's mumbling something.	เขาพึมพำอะไรสักอย่าง
>>tha<< I can't afford a lawyer.	ผมไม่มีเงินจ่ายค่าทนาย
>>tha<< I can't find a good job.	ผมหางานดีๆไม่ได้
>>tha<< I can't really help you.	ฉันช่วยคุณไม่ได้จริงๆ
>>tha<< I can't stand this cold.	ฉันทนกับความเย็นนี้ไม่ได้
>>tha<< I can't talk about this.	ผมพูดเรื่องนี้ไม่ได้
>>tha<< I don't have a visa yet.	ฉันยังไม่มีวีซ่า
>>tha<< I don't know what it is.	ฉันไม่รู้ว่ามันคืออะไร
>>tha<< I don't want to give up.	ฉันไม่ต้องการยอมแพ้
>>tha<< I followed Tom's advice.	ผมทำตามคำแนะนำของทอม
>>tha<< I had breakfast at 7:30.	ฉันทานอาหารเช้าเวลา 7:30 น.
>>tha<< I have a date on Monday.	ผมมีนัดในวันจันทร์
>>tha<< I have a lot of flowers.	ฉันมีดอกไม้จำนวนมาก
>>tha<< I have a wonderful life.	ผมมีชีวิตที่ยอดเยี่ยม
>>tha<< I knew you wouldn't win.	ผมรู้ว่าคุณจะไม่ชนะ
>>tha<< I like the way you walk.	ฉันชอบวิธีที่คุณเดิน
