>>bul<< Hi.	Здрасти.
>>bul<< I'll do it again.	Отново ще го направя.
>>bul<< I'll do the rest.	Аз ще направя останалото.
>>bul<< I'll eat it here.	Ще го изям тук.
>>bul<< I'll get it done.	Ще се погрижа да стане.
>>bul<< I'll get over it.	Ще го преживея.
>>bul<< I'll go find Tom.	Ще отида да намеря Том.
>>bul<< I'll go get some.	Ще отида да донеса малко.
>>bul<< I'll go get some.	Ще отида да взема няколко.
>>bul<< I'll go get that.	Ще отида да го взема.
>>bul<< I'll go get them.	Ще отида да ги взема.
>>bul<< I'll go this way.	Аз ще тръгна нататък.
>>bul<< I'll study a lot.	Ще уча много.
>>bul<< I'll take my car.	Ще взема моята кола.
>>bul<< I'm OK with that.	На мен не ми пречи.
>>bul<< I'm an adult now.	Вече съм пълнолетен.
>>bul<< I'm an adult now.	Вече съм пълнолетна.
>>bul<< I'm an hour late.	Закъснях с един час.
>>bul<< I'm at the hotel.	В хотела съм.
>>bul<< I'm at the house.	В къщата съм.
>>bul<< I'm baking a pie.	Пека пай.
>>bul<< I'm doing my job.	Върша си работата.
>>bul<< I'm done for now.	Засега приключих.
>>bul<< I'm done with it.	Приключих с това.
>>bul<< I'm fixing it up.	Сега го оправям.
>>bul<< I'm from the FBI.	Аз съм от ФБР.
>>bul<< I'm glad of that.	Доволен съм от това.
>>bul<< I'm glad to help.	Радвам се, че мога да помогна.
>>bul<< I'm just curious.	Просто питам.
>>bul<< I'm just curious.	Просто ми е любопитно.
>>bul<< I'm just looking.	Аз само гледам.
>>bul<< I'm not a doctor.	Аз не съм лекар.
>>bul<< I'm not at fault.	Не съм виновен аз.
>>bul<< I'm not at fault.	Не съм виновна аз.
>>bul<< I'm not her type.	Не съм неин тип.
>>bul<< I'm not like Tom.	Аз не съм като Том.
>>bul<< I'm not on drugs.	Не взимам наркотици.
>>bul<< I'm not so brave.	Не съм толкова смел.
>>bul<< I'm not so brave.	Не съм толкова смела.
>>bul<< I'm not so tired.	Не съм толкова уморен.
>>bul<< I'm not so tired.	Не съм толкова уморена.
>>bul<< I'm not sure yet.	Още не съм сигурен.
>>bul<< I'm not sure yet.	Още не съм сигурна.
>>bul<< I'm off tomorrow.	Утре тръгвам.
>>bul<< I'm out of ideas.	Свършиха ми идеите.
>>bul<< I'm out of shape.	Загубил съм форма.
>>bul<< I'm out of shape.	Загубила съм форма.
>>bul<< I'm proud of you.	Гордея се с теб.
>>bul<< I'm proud of you.	Горд съм с вас.
>>bul<< I'm really tired.	Наистина съм уморен.
>>bul<< I've got nothing.	Аз нямам нищо.
>>bul<< I've never tried.	Никога не съм опитвал.
>>bul<< I've never tried.	Никога не съм опитвала.
>>bul<< I've never voted.	Никога не съм гласувал.
>>bul<< I've never voted.	Никога не съм гласувала.
>>bul<< Is Tom awake yet?	Том буден ли е още?
>>bul<< Is this 223-1374?	Това номер 223-1374 ли е?
>>bul<< Is this your pen?	Това твоята химикалка ли е?
>>bul<< Isn't that right?	Не е ли така?
>>bul<< It happened fast.	Стана бързо.
>>bul<< It happened fast.	Случи се бързо.
>>bul<< It happened here.	Случи се тук.
>>bul<< It happened once.	Случи се един път.
>>bul<< It just came out.	То тъкмо излезе.
>>bul<< It just happened.	Просто се случи.
>>bul<< It just happened.	Току-що се случи.
>>bul<< It was dangerous.	Това беше опасно.
>>bul<< It was dangerous.	Опасно беше.
>>bul<< It was dangerous.	Беше опасно.
>>bul<< It was excessive.	Беше прекалено.
>>bul<< It was very cold.	Беше много студено.
>>bul<< It was very hard.	Беше много трудно.
>>bul<< It wasn't a joke.	Не беше шега.
>>bul<< It'll be a start.	Това ще бъде някакво начало.
>>bul<< It's a clear day.	Денят е ясен.
>>bul<< It's almost noon.	Вече е почти обяд.
>>bul<< It's been a week.	Мина една седмица оттогава.
>>bul<< It's fascinating.	Забележително е.
>>bul<< It's foggy today.	Днес е мъгливо.
>>bul<< It's frozen hard.	Втвърдило се е от студ.
>>bul<< It's my decision.	Това е мое решение.
>>bul<< It's my turn now.	Сега е мой ред.
>>bul<< It's not a bribe.	Това не е подкуп.
>>bul<< It's not a crime.	Това не е престъпление.
>>bul<< It's not a dream.	Това не е сън.
>>bul<< It's not a trick.	Това не е номер.
>>bul<< It's not for you.	Това не е за тебе.
>>bul<< It's not from me.	Това не е от мене.
>>bul<< It's not from me.	Не е от мен.
>>bul<< It's supper time.	Време е за вечеря.
>>bul<< Japan is in Asia.	Япония е в Азия.
>>bul<< Let me come, too.	Нека и аз да дойда.
>>bul<< Let me come, too.	Позволете ми и аз да дойда.
>>bul<< Let's be friends.	Да бъдем приятели.
>>bul<< Let's be friends.	Хайде да се сприятелим.
>>bul<< Let's be friends.	Хайде да станем приятелки.
>>bul<< Let's be friends.	Хайде да станем приятели.
>>bul<< Let's compromise.	Да направим компромис.
>>bul<< Let's cross here.	Да пресечем тук.
>>bul<< Let's eat dinner.	Да вечеряме.
>>bul<< Let's eat supper.	Да вечеряме.
>>bul<< Let's fly a kite.	Хайде да пуснем хвърчило.
>>bul<< Let's go indoors.	Да отидем на закрито.
>>bul<< Let's go indoors.	Да влезем вътре.
>>bul<< Let's have a try.	Да пробваме!
>>bul<< Let's have lunch.	Хайде да обядваме.
>>bul<< Let's have sushi.	Хайде да ядем суши.
>>bul<< Let's have sushi.	Да ядем суши.
>>bul<< Let's have sushi.	Да си поръчаме суши.
>>bul<< Let's play cards.	Да играем на карти.
>>bul<< Let's play catch.	Да поиграем на топка.
>>bul<< Let's take a bus.	Хайде да вземем рейс.
>>bul<< Let's take a bus.	Давай да взимаме рейс.
>>bul<< Life is not fair.	Животът е несправедлив.
>>bul<< Look out for Tom.	Оглеждай се за Том.
>>bul<< Look out for Tom.	Внимавай за Том.
>>bul<< Make your choice.	Направи избора си.
>>bul<< May I open a can?	Може ли да отворя една консерва?
>>bul<< My album is here.	Албумът ми е тук.
>>bul<< My tie is orange.	Вратовръзката ми е оранжева.
>>bul<< No one ever came.	Така и никой не дойде.
>>bul<< No one will know.	Никой няма да разбере.
>>bul<< No one will know.	Никой няма да узнае.
>>bul<< Nobody likes Tom.	Никой не харесва Том.
>>bul<< Please don't ask.	Моля те, не питай.
>>bul<< Please don't cry.	Моля те, не плачи.
>>bul<< Please let me go.	Пусни ме.
>>bul<< Please sign here.	Моля, подпишете тук.
>>bul<< Please wait here.	Моля, изчакайте тук.
>>bul<< Please wait here.	Моля, изчакай тук.
>>bul<< Pretty, isn't it?	Красиво, нали?
>>bul<< Put on your coat.	Сложете си палтото.
>>bul<< Put on your coat.	Сложи си палтото.
>>bul<< Put the gun down.	Свали оръжието!
>>bul<< Scary, wasn't it?	Беше страшно, нали?
>>bul<< School's not fun.	Да ходиш на училище не е забавно.
>>bul<< She despised him.	Тя го презираше.
>>bul<< She disliked him.	Той не ѝ беше приятен.
>>bul<< She kept working.	Тя продължи да работи.
>>bul<< She likes to run.	Тя обича да бяга.
>>bul<< She was promoted.	Тя получи повишение.
>>bul<< Stand up, please.	Стани, ако обичаш.
>>bul<< Stand up, please.	Станете, ако обичате.
>>bul<< Summer has ended.	Лятото свърши.
>>bul<< That's a big lie.	Това е една голяма лъжа.
>>bul<< That's very easy.	Това е много лесно.
>>bul<< The bill, please.	Сметката, моля.
>>bul<< The dog is dying.	Кучето умира.
>>bul<< The dogs are wet.	Кучетата са мокри.
>>bul<< The joke's on me.	Аз съм за смях.
>>bul<< The sea was calm.	Морето беше спокойно.
>>bul<< The sky is clear.	Небето е чисто.
>>bul<< There aren't any.	Няма никакви.
>>bul<< There aren't any.	Никакви няма.
>>bul<< There isn't time.	Няма време.
>>bul<< They didn't talk.	Те не говориха.
>>bul<< They didn't talk.	Те не говореха.
>>bul<< They're brothers.	Те са братя.
>>bul<< They're escaping.	Те бягат.
>>bul<< They're escaping.	Те се измъкват.
>>bul<< They're escaping.	Бягат.
>>bul<< They're escaping.	Измъкват се.
>>bul<< This didn't work.	Това не сработи.
>>bul<< This guy's tough.	Тоя пич е стабилен.
>>bul<< This is a secret.	Това е тайна.
>>bul<< This is evidence.	Това е улика.
>>bul<< This is the spot.	Това е мястото.
>>bul<< This is too long.	Това е прекалено дълго.
>>bul<< This is your key.	Това е ключът ти.
>>bul<< This is your key.	Това е твоят ключ.
>>bul<< This isn't right.	Това не е правилно.
>>bul<< Tom already left.	Том вече си тръгна.
>>bul<< Tom avoided Mary.	Том избягваше Мери.
>>bul<< Tom avoided Mary.	Том избегна Мери.
>>bul<< Tom can run fast.	Том може да бяга бързо.
>>bul<< Tom can't get up.	Том не може да стане.
>>bul<< Tom didn't do it.	Том не го е направил.
>>bul<< Tom didn't do it.	Не го е направил Том.
>>bul<< Tom didn't drown.	Том не се удави.
>>bul<< Tom didn't sleep.	Том не спа.
>>bul<< Tom had one wish.	Том имаше едно желание.
>>bul<< Tom had one wish.	Том имаше едно-единствено желание.
>>bul<< Tom hates school.	Том мрази училището.
>>bul<< Tom hurt himself.	Том се нарани.
>>bul<< Tom is a mystery.	Том е пълна загадка.
>>bul<< Tom is a student.	Том е студент.
>>bul<< Tom is easygoing.	Том е добряк.
>>bul<< Tom is my friend.	Том е мой приятел.
>>bul<< Tom is my friend.	Том ми е приятел.
>>bul<< Tom is practical.	Том е практичен.
