>>hye<< Run!	Վազի՛։
>>hye<< I don't mean you.	Ես ձեզ նկատի չունեմ։
>>hye<< I don't mean you.	Ես նկատի չունեմ Ձեզ։
>>hye<< I don't watch TV.	Ես հեռուստացույց չեմ դիտում։
>>hye<< I drank red wine.	Ես կարմիր գինի խմեցի։
>>hye<< I drank too much.	Ես չափից ավել խմեցի։
>>hye<< I drink tea, too.	Ես էլ եմ թեյ խմում։
>>hye<< I drink to relax.	Ես խմում եմ հանգստանալու համար։
>>hye<< I filled the cup.	Ես լցրեցի բաժակը։
>>hye<< I found a weapon.	Ես զենք գտա։
>>hye<< I found it later.	Ես այն ավելի ուշ գտա։
>>hye<< I had a headache.	Իմ գլուխը ցավում էր։
>>hye<< I hate hospitals.	Ես ատում եմ հիվանդանոցները։
>>hye<< I hate my sister.	Ես ատում եմ քրոջս։
>>hye<< I hate that song.	Ես ատում եմ այդ երգը։
>>hye<< I hate this city.	Ես ատում եմ այս քաղաքը։
>>hye<< I hate this song.	Ես ատում եմ այս երգը։
>>hye<< I hate this town.	Ես ատում եմ այս քաղաքը։
>>hye<< I have a red car.	Ես կարմիր մեքենա ունեմ։
>>hye<< I have dark hair.	Իմ մազերը մուգ են։
>>hye<< I have to cancel.	Ես պետք է չեղարկեմ։
>>hye<< I kissed my wife.	Ես համբուրեցի կնոջս։
>>hye<< I kissed my wife.	Ես համբուրեցի իմ կնոջը:
>>hye<< I knew you'd cry.	Ես գիտեի, որ դու լաց կլինես:
>>hye<< I knew you'd cry.	Ես գիտեի, որ դուք լաց կլինեք:
>>hye<< I know that song.	Ես գիտեմ այդ երգը։
>>hye<< I learned French.	Սովորեցի ֆրանսերեն։
>>hye<< I lifted the lid.	Ես հանեցի կափարիչը։
>>hye<< I lifted the lid.	Ես բարձրացրի կափարիչը։
>>hye<< I like that song.	Ինձ դուր է գալիս այդ երգը։
>>hye<< I like this city.	Ինձ դուր է գալիս այս քաղաքը։
>>hye<< I like to gossip.	Ես սիրում եմ բամբասել։
>>hye<< I live in Europe.	Ես ապրում եմ Եվրոպայում։
>>hye<< I live in a city.	Ես ապրում եմ քաղաքում։
>>hye<< I lost my camera.	Ես կորցրի տեսախցիկս։
>>hye<< I lost my wallet.	Ես կորցրի դրամապանակս։
>>hye<< I love egg yolks.	Ես սիրում եմ ձվի դեղնուցներ։
>>hye<< I love that song.	Ես սիրում եմ այդ երգը։
>>hye<< I love this book.	Ես սիրում եմ այս գիրքը։
>>hye<< I love this city.	Ես սիրում եմ այս քաղաքը։
>>hye<< I love to travel.	Ես սիրում եմ ճանապարհորդել։
>>hye<< I love you a lot.	Ես քեզ շատ եմ սիրում։
>>hye<< I made a snowman.	Ես ձնեմարդ եմ պատրաստել:
>>hye<< I miss my mother.	Ես կարոտում եմ մայրիկիս։
>>hye<< I miss my mother.	Ես կարոտում եմ իմ մորը։
>>hye<< I must wait here.	Ես պետք է այստեղ սպասեմ։
>>hye<< I need a red pen.	Ինձ կարմիր գրիչ է պետք։
>>hye<< I need more room.	Ինձ ավելի շատ տեղ է պետք։
>>hye<< I need the truth.	Ինձ պետք է ճշմարտությունը։
>>hye<< I never did that.	Ես երբեք դա չեմ արել:
>>hye<< I now wear a wig.	Հիմա ես կեղծամ եմ կրում։
>>hye<< I opened my eyes.	Ես բացեցի աչքերս։
>>hye<< I ordered a beer.	Ես գարեջուր պատվիրեցի։
>>hye<< I pray every day.	Ես ամեն օր աղոթում եմ։
>>hye<< I rarely do that.	Ես դա հազվադեպ եմ անում։
>>hye<< I rarely do that.	Ես դա սակավադեպ եմ անում։
>>hye<< I remembered Tom.	Ես հիշեցի Թոմին։
>>hye<< I saw everything.	Ես ամեն ինչ տեսա։
>>hye<< I see your house.	Ես տեսնում եմ քո տունը։
>>hye<< I see your house.	Ես տեսնում եմ ձեր տունը։
>>hye<< I see your house.	Ես տեսնում եմ տունդ։
>>hye<< I sold the books.	Ես գրքերը վաճառեցի։
>>hye<< I sold the books.	Ես վաճառեցի գրքերը։
>>hye<< I started crying.	Ես սկսեցի լաց լինել։
>>hye<< I still hate you.	Ես դեռ ատում եմ քեզ:
>>hye<< I still hate you.	Ես դեռ ատում եմ ձեզ:
>>hye<< I still love you.	Ես դեռ սիրում եմ քեզ։
>>hye<< I still love you.	Ես դեռ սիրում եմ ձեզ։
>>hye<< I still love you.	Ես դեռ սիրում եմ Ձեզ։
>>hye<< I told Tom to go.	Ես Թոմին ասացի, որ գնա։
>>hye<< I understand Tom.	Ես հասկանում եմ Թոմին։
>>hye<< I understand why.	Ես հասկանում եմ, թե ինչու։
>>hye<< I understand why.	Ես հասկանում եմ՝ ինչու։
>>hye<< I understand you.	Ես հասկանում եմ քեզ։
>>hye<< I understand you.	Ես հասկանում եմ ձեզ։
>>hye<< I want a new car.	Ես նոր մեքենա եմ ուզում։
>>hye<< I want a new car.	Ես ուզում եմ նոր մեքենա:
>>hye<< I want a sweater.	Ես սվիտեր եմ ուզում։
>>hye<< I want grandkids.	Ես թոռներ եմ ուզում։
>>hye<< I want grandkids.	Թոռներ եմ ուզում։
>>hye<< I want that book.	Ես ուզում եմ այդ գիրքը։
>>hye<< I want to change.	Ես ուզում եմ փոխվել։
>>hye<< I want your help.	Ես ուզում եմ ձեր օգնությունը:
>>hye<< I wanted revenge.	Ես ուզում էի վրեժ լուծել։
>>hye<< I wanted revenge.	Ուզում էի վրեժ լուծել։
>>hye<< I was very happy.	Ես շատ ուրախ էի։
>>hye<< I was very tired.	Ես շատ հոգնած էի։
>>hye<< I wasn't yelling.	Ես չէի գոռում։
>>hye<< I went to church.	Ես գնացի եկեղեցի։
>>hye<< I will try again.	Ես նորից կփորձեմ։
>>hye<< I work at a bank.	Ես աշխատում եմ բանկում:
>>hye<< I'll be punished.	Ես կպատժվեմ։
>>hye<< I'll be with Tom.	Ես կլինեմ Թոմի հետ:
>>hye<< I'll be with you.	ես քեզ հետ կլինեմ։
>>hye<< I'll be with you.	ես ձեզ հետ կլինեմ։
>>hye<< I'll call Monday.	Երկուշաբթի կզանգեմ։
>>hye<< I'll forgive you.	Ես քեզ կներեմ։
>>hye<< I'll forgive you.	Ես ձեզ կներեմ։
>>hye<< I'll go to class.	Ես գնալու եմ դասի։
>>hye<< I'll go tomorrow.	Ես վաղը կգնամ։
>>hye<< I'll never learn.	Ես երբեք չեմ սովորի։
>>hye<< I'll try to help.	Ես կփորձեմ օգնել։
>>hye<< I'm 25 years old.	Ես 25 տարեկան եմ։
>>hye<< I'm a politician.	Ես քաղաքական գործիչ եմ։
>>hye<< I'm a programmer.	Ես ծրագրավորող եմ։
>>hye<< I'm a songwriter.	Ես երգահան եմ։
>>hye<< I'm a translator.	Ես թարգմանիչ եմ։
>>hye<< I'm an economist.	Ես տնտեսագետ եմ։
>>hye<< I'm back in town.	Ես վերադարձել եմ քաղաք։
>>hye<< I'm in Australia.	Ես Ավստրալիայում եմ։
>>hye<< I'm in a meeting.	Ես հանդիպման եմ։
>>hye<< I'm in here, Tom.	Ես այստեղ եմ, Թոմ։
>>hye<< I'm in my office.	Ես գրասենյակումս եմ։
>>hye<< I'm in the attic.	Ես ձեղնահարկում եմ։
>>hye<< I'm in the house.	Ես տանն եմ։
>>hye<< I'm in the lobby.	Ես նախասրահում եմ։
>>hye<< I'm on the train.	Ես գնացքում եմ։
>>hye<< I'm sure of that.	Ես վստահ եմ դրանում։
>>hye<< I'm sure of that.	Վստահ եմ դրանում։
>>hye<< I'm the gardener.	Ես այգեպանն եմ։
>>hye<< I'm the gardener.	Ես պարտիզպան եմ։
>>hye<< I'm the gardener.	Ես այգեգործ եմ։
>>hye<< I'm the quickest.	Ես ամենաարագն եմ։
>>hye<< I'm your brother.	Ես քո եղբայրն եմ:
>>hye<< I'm your brother.	Ես ձեր եղբայրն եմ:
>>hye<< I'm your teacher.	Ես ձեր ուսուցիչն եմ։
>>hye<< Is that an eagle?	Դա արծիվ է՞։
>>hye<< Is this your car?	Սա ձե՞ր մեքենան է։
>>hye<< Is this your car?	Սա քո՞ մեքենան է։
>>hye<< Is your mom home?	Մայրդ տա՞նն է։
>>hye<< Is your mom home?	Քո մայրը տա՞նն է։
>>hye<< Is your mom home?	Ձեր մայրը տա՞նն է։
>>hye<< Isn't this Tom's?	Սա Թոմինը չէ՞։
>>hye<< It had to happen.	Դա պետք է տեղի ունենար։
>>hye<< It isn't raining.	Անձրև չի գալիս։
>>hye<< It isn't so easy.	Այնքան էլ հեշտ չէ։
>>hye<< It isn't so easy.	Դա այնքան էլ հեշտ չէ:
>>hye<< It's Greek to me.	Դա ինձ համար չինարեն է։
>>hye<< It's Tom's house.	Սա Թոմի տունն է։
>>hye<< It's an old pain.	Դա հին ցավ է։
>>hye<< It's getting hot.	Շոգ է դառնում։
>>hye<< It's hot in here.	Այստեղ շոգ է։
>>hye<< It's my umbrella.	Դա անձրեւանոցս է։
>>hye<< It's not a watch.	Դա ժամացույց չէ։
>>hye<< It's not snowing.	Ձյուն չի գալիս։
>>hye<< It's very bitter.	Շատ դառը է։
>>hye<< It's very sticky.	Այն շատ կպչուն է։
>>hye<< It's windy today.	Այսօր քամոտ է։
>>hye<< Japan is in Asia.	Ճապոնիան Ասիայում է։
>>hye<< Let's go in here.	Եկեք մտնենք այստեղ։
>>hye<< Let's play darts.	Եկեք դարթս խաղանք։
>>hye<< Let's start here.	Եկե՛ք սկսենք այստեղից։
>>hye<< Let's start here.	Եկե՛ք այստեղից սկսենք։
>>hye<< Listen to me, OK?	Լսիր ինձ, լա՞վ։
>>hye<< Listen to me, OK?	Լսեք ինձ, լա՞վ։
>>hye<< Load the cannons.	Լիցքավորեք թնդանոթները։
>>hye<< Load your pistol.	Լիցքավորեք ձեր ատրճանակը։
>>hye<< Load your pistol.	Լիցքավորի քո ատրճանակը։
>>hye<< Look at the fire.	Նայեք կրակին։
>>hye<< Look at the fire.	Նայիր կրակին։
>>hye<< Look at the moon.	Նայիր լուսնին։
>>hye<< Mary is charming.	Մերին հմայիչ է։
>>hye<< Maybe Tom forgot.	Գուցե Թոմը մոռացել է։
>>hye<< My cat is hungry.	Կատուս սոված է։
>>hye<< My ears are cold.	Ականջներս սառն են։
>>hye<< My ears are cold.	Իմ ականջները սառն են։
>>hye<< My hair is white.	Իմ մազերը սպիտակ են։
>>hye<< My hands are wet.	Ձեռքերս թաց են։
>>hye<< My knife is dull.	Իմ դանակը բութ է։
>>hye<< My legs are weak.	Ոտքերս թույլ են։
>>hye<< My pencil is red.	Իմ մատիտը կարմիր է։
>>hye<< My room is dirty.	Իմ սենյակը կեղտոտ է։
>>hye<< My room is dirty.	Սենյակս կեղտոտ է։
>>hye<< No one's smiling.	Ոչ ոք չի ժպտում։
>>hye<< No one's working.	Ոչ ոք չի աշխատում։
>>hye<< Nobody asked Tom.	Ոչ ոք Թոմին չհարցրեց։
>>hye<< Nobody asked you.	Քեզ ոչ ոք չհարցրեց։
>>hye<< Nobody asked you.	Ձեզ ոչ ոք չհարցրեց։
>>hye<< Nobody helped me.	Ինձ ոչ ոք չօգնեց։
>>hye<< Nobody must know.	Ոչ ոք չպիտի իմանա։
>>hye<< Now I have to go.	Հիմա ես պետք է գնամ։
>>hye<< Now I understand.	Հիմա ես հասկանում եմ։
>>hye<< Now are you sure?	Հիմա վստահ ե՞ս։
>>hye<< Now are you sure?	Հիմա վստահ ե՞ք։
>>hye<< Now are you sure?	Հիմա դու համոզվա՞ծ ես:
>>hye<< Now are you sure?	Հիմա դուք համոզվա՞ծ եք:
>>hye<< Now give me that.	Հիմա տուր ինձ դա։
>>hye<< Now give me that.	Հիմա տվեք ինձ դա։
>>hye<< Now you can rest.	Հիմա կարող եք հանգստանալ։
>>hye<< Now you can rest.	Հիմա կարող ես հանգստանալ։
>>hye<< Now you know why.	Հիմա դուք գիտեք, թե ինչու։
>>hye<< Now you know why.	Հիմա դու գիտես, թե ինչու։
>>hye<< Now you know why.	Հիմա դուք գիտեք՝ ինչու։
>>hye<< Now you know why.	Հիմա դու գիտես՝ ինչու։
>>hye<< OK, I understand.	Լավ, հասկանում եմ։
>>hye<< OK, listen to me.	Լավ, լսիր ինձ։
>>hye<< OK, listen to me.	Լավ, լսեք ինձ։
>>hye<< Our kids hate us.	Մեր երեխաները մեզ ատում են։
>>hye<< Pass the ketchup.	Կետչուպը փոխանցեք։
>>hye<< Pass the ketchup.	Կետչուպը փոխանցիր։
>>hye<< Please answer me.	Խնդրում եմ ինձ պատասխանեք։
>>hye<< Please answer me.	Խնդրում եմ ինձ պատասխանիր։
>>hye<< Please iron this.	Խնդրում եմ արդուկեք սա:
>>hye<< Please wait here.	Խնդրում եմ, սպասեք այստեղ։
>>hye<< Rabbits can swim.	Ճագարները լողալ գիտեն։
>>hye<< Radishes are red.	Բողկերը կարմիր են:
>>hye<< Rome is in Italy.	Հռոմը գտնվում է Իտալիայում։
>>hye<< She is a teacher.	Նա ուսուցչուհի է։
>>hye<< She's insatiable.	Նա չտես է։
>>hye<< Sit down, please.	Նստեք, խնդրում եմ։
>>hye<< Sit down, please.	Նստիր, խնդրում եմ։
>>hye<< Take a good look.	Լավ նայեք։
>>hye<< Take a good look.	Լավ նայիր։
>>hye<< Take care of mom.	Հոգ տար մայրիկի մասին։
>>hye<< Take care of mom.	Հոգ տարեք մայրիկի մասին։
>>hye<< Take my umbrella.	Վերցրու իմ հովանոցը։
>>hye<< Take my umbrella.	Վերցրեք իմ հովանոցը։
>>hye<< Take my umbrella.	Վերցրեք հովանոցս։
>>hye<< Take my umbrella.	Վերցրու հովանոցս։
>>hye<< Tell him to wait.	Ասա նրան, որ սպասի։
>>hye<< That didn't help.	Դա չօգնեց։
>>hye<< That isn't a cat.	Դա կատու չէ:
>>hye<< That smells good.	Դրանից լավ հոտ է գալիս:
>>hye<< That'll stop Tom.	Դա կկանգնեցնի Թոմին։
>>hye<< That's Tom's dog.	Դա Թոմի շունն է։
>>hye<< That's Tom's son.	Դա Թոմի որդին է:
>>hye<< That's a coconut.	Դա կոկոս է:
>>hye<< That's difficult.	Դա դժվար է։
>>hye<< That's excessive.	Դա չափից դուրս է։
>>hye<< That's my method.	Դա իմ մեթոդն է։
>>hye<< That's my method.	Դա մեթոդս է։
>>hye<< That's no secret.	Դա գաղտնիք չէ։
>>hye<< That's your seat.	Դա քո տեղն է։
>>hye<< That's your seat.	Դա ձեր տեղն է։
>>hye<< The ball was wet.	Գնդակը թաց էր։
>>hye<< The box is white.	Տուփը սպիտակ է։
>>hye<< The dog is white.	Շունը սպիտակ է:
>>hye<< The dog is white.	Շունը սպիտակ է։
>>hye<< The door is ajar.	Դուռը կիսաբաց է։
>>hye<< The door is open.	Դուռը բաց է։
>>hye<< The soup is cold.	Ապուրը սառն է։
>>hye<< The whistle blew.	Սուլիչը հնչեց։
>>hye<< These are olives.	Սրանք ձիթապտուղներ են։
>>hye<< They aren't rich.	Նրանք հարուստ չեն:
>>hye<< They forgave you.	Նրանք ներեցին քեզ։
>>hye<< They forgave you.	Նրանք ներեցին ձեզ։
>>hye<< They had weapons.	Նրանք զենքեր ունեին։
>>hye<< They respect him.	Նրանք հարգում են նրան։
>>hye<< They'll find her.	Նրանք կգտնեն նրան։
>>hye<< They'll find him.	Նրանք կգտնեն նրան:
>>hye<< They'll find him.	Նրանք կգտնեն նրան։
>>hye<< They're brothers.	Նրանք եղբայրներ են։
>>hye<< They're children.	Նրանք երեխաներ են։
>>hye<< They're stopping.	Նրանք կանգ են առնում։
>>hye<< They're teachers.	Նրանք ուսուցիչներ են:
>>hye<< They're traitors.	Նրանք դավաճաններ են:
>>hye<< They're underage.	Նրանք անչափահաս են։
>>hye<< This book is old.	Այս գիրքը հին է։
>>hye<< This is an apple.	Սա խնձոր է։
>>hye<< This is my fault.	Սա իմ մեղքն է։
>>hye<< This is my house.	Սա իմ տունն է։
>>hye<< This is my house.	Սա տունս է։
>>hye<< This is so weird.	Սա շատ տարօրինակ է:
>>hye<< This is standard.	Սա ստանդարտ է:
>>hye<< This isn't Tom's.	Սա Թոմինը չէ։
>>hye<< Tom began to eat.	Թոմը սկսեց ուտել։
>>hye<< Tom called again.	Թոմը նորից զանգեց։
>>hye<< Tom deceived you.	Թոմը քեզ խաբեց։
>>hye<< Tom deceived you.	Թոմը ձեզ խաբեց։
>>hye<< Tom doesn't swim.	Թոմը չի լողում։
>>hye<< Tom forgives you.	Թոմը ներում է քեզ։
>>hye<< Tom forgives you.	Թոմը ներում է ձեզ։
>>hye<< Tom got no reply.	Թոմը պատասխան չստացավ։
>>hye<< Tom had a pistol.	Թոմը ատրճանակ ուներ։
>>hye<< Tom has a lawyer.	Թոմը փաստաբան ունի։
>>hye<< Tom has a secret.	Թոմը գաղտնիք ունի։
>>hye<< Tom has a weapon.	Թոմը զենք ունի։
>>hye<< Tom has big eyes.	Թոմը մեծ աչքեր ունի։
>>hye<< Tom has blankets.	Թոմը ծածկոցներ ունի:
>>hye<< Tom has brothers.	Թոմը եղբայրներ ունի։
>>hye<< Tom has concerns.	Թոմը մտահոգություններ ունի։
>>hye<< Tom has gasoline.	Թոմը բենզին ունի։
