>>yue<< Fire!	著火啦！
>>yue<< What's the price of this radio?	呢部收音機幾多錢呀？
>>yue<< What, may I ask, are you doing?	我可唔可以問你做緊咩？
>>yue<< When are we eating? I'm hungry!	幾時食飯呀？好鬼肚餓呀！
>>yue<< When does the restaurant close?	間餐廳幾點閂㗎？
>>yue<< Where can I buy a bathing suit?	邊度有得買浴袍呀？
>>yue<< Where have I heard that before?	我喺邊度聽過呢？
>>yue<< Why do bees die after stinging?	蜜蜂針完人點解會死嘅？
>>yue<< Why do people go to the movies?	啲人點解要去睇戲嘅？
>>yue<< Why were you late this morning?	你今朝做咩遲到嘅？
>>yue<< Will you cook something for me?	你可唔可以煮啲嘢俾我食呀？
>>yue<< Would you mind me smoking here?	你介唔介意我喺度食煙呀？
>>yue<< You don't have to answer today.	你唔使今日覆我。
>>yue<< You don't have to talk so loud.	你講嘢唔使講到咁大聲。
>>yue<< You may come whenever you like.	你鍾意幾時嚟就幾時嚟啦。
>>yue<< You may not smoke in this room.	呢間房唔俾食煙㗎。
>>yue<< You need to pay more attention.	你要專心啲。
>>yue<< You should eat more vegetables.	你應該食多啲菜。
>>yue<< You're the only person I trust.	你係我唯一一個信任嘅人。
>>yue<< Your name is first on the list.	你個名喺張表度第一個。
>>yue<< Almost everyone arrived on time.	差唔多個個都準時嚟到。
>>yue<< Are you sure you don't know Tom?	你真係唔識阿湯？
>>yue<< Are you two really dating again?	你哋兩個真係喺返埋一齊嗱？
>>yue<< Call me when you're ready to go.	你準備好出發就打電話俾我啦。
>>yue<< Can I have a few words with you?	可唔可以同你傾幾句呀？
>>yue<< Can you help me wash the dishes?	可唔可以幫我洗碗？
>>yue<< China is much larger than Japan.	中國大過日本好多。
>>yue<< Could you hand me that magazine?	畀份雜志我得唔得？
>>yue<< Do you know how to ride a horse?	你識唔識騎馬㗎？
>>yue<< Do you know who drank my coffee?	你知唔知邊個飲咗我杯咖啡呀？
>>yue<< Do you plan to work until 10:00?	你諗住做嘢做到十點呀？
>>yue<< Does anyone here speak Japanese?	呢度有冇人識講日文㗎？
>>yue<< Does this dress look good on me?	呢條裙襯唔襯我呀？
>>yue<< Don't let her go out after dark.	個天黑咗之後就唔好俾佢出街喇。
>>yue<< Giant pandas live only in China.	淨係得中國先有大熊貓。
>>yue<< Has any conclusion been reached?	而家有無咩結論？
>>yue<< He believes in the supernatural.	渠信鬼神。
>>yue<< He came home at almost midnight.	佢差唔多半夜嗰陣返到屋企。
>>yue<< He can speak English and French.	佢識講英文同法文。
>>yue<< He doesn't want to wait for you.	佢唔想等你。
>>yue<< He explained his position to me.	佢同我解釋咗佢嘅立場。
>>yue<< He gave his seat to the old man.	佢讓咗個位俾個老人家。
>>yue<< He gave his seat to the old man.	佢讓咗個位俾個阿伯。
>>yue<< He is taller than any other boy.	佢高過晒第二啲男仔。
>>yue<< He likes to sing in the bathtub.	佢好鍾意一路沖涼一路唱歌。
>>yue<< He looks just like a guy I know.	佢個樣好熟口熟面。
>>yue<< He seldom writes to his parents.	佢好少寫信俾佢阿爸阿媽。
>>yue<< He was in time for the last bus.	佢趕得切上最後架巴士。
>>yue<< He's gone to Nagoya on business.	佢去咗名古屋公幹。
>>yue<< How many hints did Tom give you?	你畀咗阿湯幾多個軒史啊？
>>yue<< How much is the handling charge?	手續費幾多錢呀？
>>yue<< I am afraid I must be going now.	唔好意思，我要走喇。
>>yue<< I bought tickets from a scalper.	我買咗黃牛。
>>yue<< I can't hear what you're saying.	我聽唔到你喺度講咩。
>>yue<< I cringe just thinking about it.	我諗起就想搵窿捐。
>>yue<< I did not understand him at all.	我完全聽唔明佢講啲嘢。
>>yue<< I don't have a computer at home.	我屋企冇電腦。
>>yue<< I don't know where your book is.	我唔知你本書喺邊度。
>>yue<< I don't like that kind of house.	我唔鐘意啲種屋。
>>yue<< I don't think I can leave early.	我恁無得早走嘞。
>>yue<< I don't want to let that happen.	我唔想俾呢件事發生。
>>yue<< I feel like I'm not good enough.	我覺得自己未夠勁。
>>yue<< I got terrible grades this term.	我今個學期啲成績好差。
>>yue<< I have an urge to buy something.	我有種衝動想買嘢。
>>yue<< I left your umbrella on the bus.	我漏咗你把遮喺架巴士度。
>>yue<< I said that to please my mother.	我噉樣講係想氹我阿媽開心㗎咋。
>>yue<< I saw him swim across the river.	我睇到佢游過河。
>>yue<< I shouldn't have left you alone.	我唔應該漏低你一個。
>>yue<< I took your umbrella by mistake.	我唔小心拎錯咗你把遮。
>>yue<< I want to improve my penmanship.	我想寫字寫靚啲。
>>yue<< I want to speak to your manager.	我想見你哋經理。
>>yue<< I'm going to show you something.	畀啲嘢你睇吖。
>>yue<< I'm looking for my contact lens.	我喺度搵緊我副隱形眼鏡。
>>yue<< I've got enough money for a car.	我夠錢買車。
>>yue<< If I were you, I wouldn't do it.	俾着我就唔濟喇。
>>yue<< If you get sleepy, just tell me.	你眼瞓就出聲喇喎。
>>yue<< If you want it, you can have it.	想要就畀你囉。
>>yue<< It is exactly three o'clock now.	而家係三點正。
>>yue<< It is getting cooler and cooler.	呢排啲天氣愈嚟愈涼爽喇。
>>yue<< John is two years older than me.	阿John大我兩歲。
>>yue<< Let me help you with the dishes.	我幫你洗碗啦。
>>yue<< Monday will likely be a hot day.	星期一應該會好熱。
>>yue<< My mother is reading a magazine.	我阿媽喺度睇緊雜誌。
>>yue<< No one cares about that anymore.	冇人會理㗎喇。
>>yue<< Oranges are sweeter than lemons.	橙甜過檸檬。
>>yue<< Please give me a sheet of paper.	唔該俾張紙我吖。
>>yue<< Please give me some more coffee.	可唔可以再俾啲咖啡我呀？
>>yue<< Please shut the door behind you.	唔該你閂咗你後面嗰道門佢吖。
>>yue<< See you tomorrow in the library.	聽日圖書館見啦。
>>yue<< She broke the window on purpose.	佢特登打爛咗個窗。
>>yue<< She could not cope with anxiety.	佢處理唔到緊張嘅情緒。
>>yue<< She refused to accept the money.	佢唔肯收筆錢。
>>yue<< She went to bed late last night.	佢尋晚好夜瞓。
>>yue<< Since I was tired, I took a nap.	我好攰，所以就瞌咗一陣。
>>yue<< Sorry, the book is out of stock.	唔好意思呀，呢本書賣晒㗎喇。
>>yue<< Take your time. There's no rush.	慢慢嚟啦，唔急嘅。
>>yue<< The bank was held up a week ago.	間銀行上個禮拜遇劫。
>>yue<< The doctor is not available now.	醫生而家唔得閒。
>>yue<< The kite got caught in the tree.	隻紙鷂𠽤咗喺樖樹度。
>>yue<< The lady moved here a month ago.	嗰位小姐喺一個月之前搬咗嚟呢度。
>>yue<< The moon moves around the earth.	月亮圍住地球轉。
>>yue<< The teacher told me to stand up.	老師叫我企起身。
>>yue<< The weather is just right today.	今日啲天氣啱啱好。
>>yue<< There's a big hole in your sock.	你隻襪穿咗個大窿。
>>yue<< There's a huge hole in the wall.	埲牆穿咗個好大嘅窿。
>>yue<< There's still food in your bowl.	你個碗重有嘢食噃。
>>yue<< These fireworks are spectacular!	呢啲煙花真係好靚呀！
>>yue<< They are pushing me for payment.	佢哋係咁追我俾錢。
>>yue<< They arrived half an hour early.	佢哋早咗半個鐘到。
>>yue<< They moved here three years ago.	佢哋喺三年前搬咗嚟呢度住。
>>yue<< This book is pretty interesting.	呢本書都幾得意。
>>yue<< This report is still incomplete.	呢份報告仲未寫完。
>>yue<< Tom asked me a lot of questions.	阿湯問我一大抽問題。
>>yue<< Tom enjoys playing tricks on me.	阿Tom好鍾意整蠱我。
>>yue<< Tom is always trying to be cool.	Tom成日懶係型咁。
>>yue<< Tom is always trying to be cool.	Tom成日嘗試令自己型啲。
>>yue<< Tom put his money in a shoe box.	阿Tom將佢啲錢擺咗落個鞋盒到。
>>yue<< Tom wasn't wearing a cowboy hat.	阿湯無戴到牛仔帽。
>>yue<< Tom works a lot and earns a lot.	湯姆多勞多得。
>>yue<< Unneeded gifts can be re-gifted.	收到唔需要嘅禮物可以轉送俾其他人。
>>yue<< We have way too much work to do.	我哋有太多嘢做喇。
>>yue<< We killed time by playing cards.	我哋打啤牌消磨時間。
>>yue<< We need plants in order to live.	我哋需要有植物先生存到。
>>yue<< We've only got one shot at this.	我哋淨係得一次機會。
>>yue<< What are you learning at school?	你喺學校學緊啲咩呀？
>>yue<< What time do you usually get up?	你通常幾點起身㗎？
>>yue<< What'll you do after graduation?	你畢咗業之後諗住做啲咩呀？
>>yue<< Where can I buy some toothpaste?	邊度有得買牙膏呀？
>>yue<< Which high school do you attend?	你讀邊間中學㗎？
>>yue<< Who's your favorite philosopher?	你最鍾意嘅哲學家係邊個？
>>yue<< Who's your favorite philosopher?	你最鍾意邊個哲學家？
>>yue<< Why did you paint the bench red?	你做咩油咗張長凳做紅色嘅？
>>yue<< Why is it that she looks so sad?	佢做咩好似好唔開心咁嘅？
>>yue<< Yesterday a truck hit this wall.	尋日有架貨車撞咗埋呢埲牆度。
>>yue<< Yesterday a truck hit this wall.	尋日有架貨車撞咗埋呢埲牆到。
>>yue<< You need to eat more vegetables.	你要食多啲菜。
>>yue<< Your English has improved a lot.	你啲英文進步咗好多。
>>yue<< Your shirt button is coming off.	你件恤衫粒鈕就嚟甩喇。
>>yue<< Are you guys free this afternoon?	你哋今日晏晝得唔得閒呀？
>>yue<< Aren't you cold in short sleeves?	你着短袖唔凍嘅咩？
>>yue<< Be careful not to tamper with it.	小心唔好立亂搞佢。
>>yue<< By the way, are you free tonight?	話時話，你今晚得唔得閒呀？
>>yue<< By the way, what is your address?	吖，係啦，可唔可以俾你個地址我呀？
>>yue<< Can I have your telephone number?	可唔可以俾你電話號碼我？
>>yue<< Comb your hair before you go out.	梳好你啲頭髮先好出門口呀。
>>yue<< Does Tom have to stay home today?	阿 Tom 今日使唔使留喺屋企呀？
>>yue<< Does this dress make me look fat?	我着呢條裙望落會唔會好肥呀？
>>yue<< Don't speak with your mouth full!	唔好一路食嘢一路講嘢！
>>yue<< Don't you feel the house shaking?	你唔覺得間屋喺度震緊咩？
>>yue<< Each country has its own customs.	唔同國家有唔同習俗。
>>yue<< From now on, let's keep in touch.	我哋以後要保持聯絡呀。
>>yue<< Go away. You're not welcome here.	你扯啦，呢到唔歡迎你呀。
>>yue<< Have you already bought a ticket?	買咗飛未啊？
>>yue<< Have you called an ambulance yet?	你call咗白車未？
>>yue<< Have you called an ambulance yet?	你叫咗救傷車未？
>>yue<< Have you ever had food poisoning?	你有冇試過食物中毒呀？
>>yue<< He had his car stolen last night.	佢尋晚俾人偷咗架車。
>>yue<< He had his car stolen last night.	佢架車尋晚俾人偷咗。
>>yue<< He has a lot of books on history.	佢有好多講歷史嘅書。
>>yue<< He was the last person to arrive.	佢係最後一個到。
>>yue<< He's three years older than I am.	佢大我三年。
>>yue<< His picture was in the newspaper.	佢幅相上咗報紙。
>>yue<< How come you didn't say anything?	你做咩粒聲唔出嘅？
>>yue<< How many are there in your class?	你嗰班有幾多人㗎？
>>yue<< I am a member of the tennis club.	我係網球俱樂部嘅會員。
>>yue<< I demand to speak to the manager.	我要見經理。
>>yue<< I don't have anything else to do.	我冇第啲嘢做喇。
>>yue<< I don't think Tom will hurt Mary.	我唔覺得Tom會傷害Mary。
>>yue<< I enjoyed spending time with you.	同你共處，真係快活。
>>yue<< I forgot what I was about to say.	我唔記得咗我想講咩添。
>>yue<< I had a bite at around 3 o'clock.	我三點到係噉意食咗啲嘢。
>>yue<< I have to concentrate on my work.	我要集中精神做嘢。
>>yue<< I hear you have a new girlfriend.	聽講你有新女朋友喎。
>>yue<< I heard you were getting married.	聽講你就嚟結婚喎。
>>yue<< I held up my hand to stop a taxi.	我舉高咗隻手嚟截的士。
>>yue<< I hope we don't get into trouble.	希望我哋唔會遇到啲咩麻煩嘢啦。
>>yue<< I know a good Italian restaurant.	我識一間好食嘅意大利餐廳。
>>yue<< I made up my mind to be a doctor.	我決定咗要做醫生。
>>yue<< I still don't know what you mean.	我都係唔知你嗡乜喎。
>>yue<< I tried in vain to persuade them.	我劝过佢哋但是冇用。
>>yue<< I tried in vain to persuade them.	我嘗試勸佢哋，但係佢哋唔聽。
>>yue<< I want to learn standard English.	我想學標準英文。
>>yue<< I wish you were here with me now.	如果你依家喺度同我一齊就好喇。
>>yue<< I wish you were here with me now.	我好想你依家喺度陪我。
>>yue<< I would like to buy some aspirin.	我想買啲阿士匹靈。
>>yue<< I wrote three letters last night.	我尋晚寫咗三封信。
>>yue<< I'd like to have a glass of wine.	唔該俾杯酒我吖。
>>yue<< I'd like to live near your house.	我想住近啲你間屋。
>>yue<< I'll be glad to help you anytime.	我隨時樂意幫你。
>>yue<< I'll meet you at the usual place.	老地方見。
>>yue<< I'm looking for a small suitcase.	我搵緊個細喼。
>>yue<< I'm tired of watching television.	我睇電視睇到厭喇。
>>yue<< I'm too tired to walk any longer.	我攰到行唔郁喇。
>>yue<< I've been doing that all morning.	我成朝早都做緊嗰樣。
>>yue<< I've lived here for thirty years.	我喺呢度住咗卅年喇。
>>yue<< Is there a supermarket near here?	呢處有無超級市場㗎？
>>yue<< Is there anywhere you want to go?	你有冇地方想去呀？
>>yue<< Is there anywhere you want to go?	你有冇邊到想去呀？
>>yue<< It was nothing but a coincidence.	呢件事無景轟，一切純屬巧合。
>>yue<< Let me tell you what I did today.	等我話俾你聽我今日做過啲咩嚟啦。
>>yue<< Let's take it one step at a time.	我哋一步一步噉嚟啦。
>>yue<< Look at the blackboard, everyone.	大家唔該望吓黑板。
>>yue<< Mary wants kids, but Tom doesn't.	Mary想生BB，但係阿Tom唔想。
>>yue<< May I have a look at your ticket?	我可唔可以睇一睇你張飛呀？
>>yue<< May I have another piece of cake?	我可唔可以食多嚿蛋糕呀？
>>yue<< No one comes to visit me anymore.	冇人會再嚟探我喇。
>>yue<< Only you can answer the question.	得你先答到呢條問題。
>>yue<< Please make yourself comfortable.	隨便坐啦，當自己屋企得喇。
>>yue<< She gave me a nice pair of shoes.	佢送咗對好靚嘅鞋俾我。
>>yue<< She introduced me to her brother.	佢介紹咗我俾佢細佬識。
>>yue<< She took a walk before breakfast.	佢食早餐之前去咗散步。
