>>nno<< Run!	Laup!
>>nno<< He yelled for help.	Han ropte etter hjelp.
>>nno<< He's the scapegoat.	Han er syndebukken.
>>nno<< Hedgehogs are cute.	Piggsvin er søte.
>>nno<< Her father is tall.	Far hennar er høg.
>>nno<< Here is some water.	Her er noko vatn.
>>nno<< Here's the bathtub.	Her er badekaret.
>>nno<< Here, take my coat.	Her, tak frakken min.
>>nno<< Hide Tom somewhere.	Gøym Tom einkvan stad.
>>nno<< Hide Tom somewhere.	Gøym Tom ein eller annan plass.
>>nno<< Horses are animals.	Hestar er dyr.
>>nno<< How did Tom behave?	Korleis oppførte Tom seg?
>>nno<< I brought the book.	Eg tok med boka.
>>nno<< I burned my tongue.	Eg brende meg på tunga.
>>nno<< I can't follow you.	Eg kan ikkje fylgja deg.
>>nno<< I checked the list.	Eg sjekka lista.
>>nno<< I come from Europe.	Eg kjem frå Europa.
>>nno<< I finally beat Tom.	Eg slo endeleg Tom.
>>nno<< I had to accept it.	Eg måtte gå med på det.
>>nno<< I had to accept it.	Eg måtte godtaka det.
>>nno<< I had to accept it.	Eg måtte akseptera det.
>>nno<< I had to improvise.	Eg måtte improvisera.
>>nno<< I had to walk home.	Eg måtte gå heim.
>>nno<< I hate goat cheese.	Eg hatar geitost.
>>nno<< I hate mathematics.	Eg hatar matematikk.
>>nno<< I have a list here.	Eg har ei liste her.
>>nno<< I have one brother.	Eg har éin bror.
>>nno<< I have small hands.	Eg har små hender.
>>nno<< I have to go there.	Eg må dra dit.
>>nno<< I have two cameras.	Eg har to kamera.
>>nno<< I heard explosions.	Eg høyrde eksplosjonar.
>>nno<< I heard explosions.	Eg høyrde sprenging.
>>nno<< I know what I know.	Eg veit det eg veit.
>>nno<< I know what I know.	Eg veit kva eg veit.
>>nno<< I like goat cheese.	Eg likar geitost.
>>nno<< I like mathematics.	Eg likar matematikk.
>>nno<< I like this castle.	Eg likar dette slottet.
>>nno<< I like video games.	Eg likar dataspel.
>>nno<< I like your castle.	Eg likar slottet ditt.
>>nno<< I like your mirror.	Eg likar spegelen din.
>>nno<< I like your mirror.	Eg likar spegelen dykkar.
>>nno<< I lost my umbrella.	Eg miste paraplyen min.
>>nno<< I love goat cheese.	Eg elskar geitost.
>>nno<< I love video games.	Eg elskar dataspel.
>>nno<< I met an old woman.	Eg trefte ei gamal kvinne.
>>nno<< I need a mouse pad.	Eg treng ei musematte.
>>nno<< I never drink beer.	Eg drikk aldri øl.
>>nno<< I pawned my camera.	Eg panta kameraet mitt.
>>nno<< I play video games.	Eg spelar dataspel.
>>nno<< I played the flute.	Eg spela fløyte.
>>nno<< I really missed it.	Eg sakna det verkeleg.
>>nno<< I relaxed a little.	Eg slappa litt av.
>>nno<< I saw an explosion.	Eg såg ein eksplosjon.
>>nno<< I teach Tom French.	Eg lærer Tom fransk.
>>nno<< I told him nothing.	Eg fortalde han ingenting.
>>nno<< I visited a castle.	Eg besøkte eit slott.
>>nno<< I waited for hours.	Eg venta i timevis.
>>nno<< I want a boyfriend.	Eg vil ha ein kjæraste.
>>nno<< I want this camera.	Eg vil ha dette kameraet.
>>nno<< I wasn't organized.	Eg var ikkje organisert.
>>nno<< I'd forgotten that.	Det hadde eg gløymt.
>>nno<< I'll be back later.	Eg kjem tilbake seinare.
>>nno<< I'm not a comedian.	Eg er ikkje komikar.
>>nno<< I'm not mad at Tom.	Eg er ikkje sint på Tom.
>>nno<< I'm not mad at you.	Eg er ikkje sint på deg.
>>nno<< I'm terribly sorry.	Eg er veldig lei for det.
>>nno<< I'm very organized.	Eg er veldig organisert.
>>nno<< I'm your boyfriend.	Eg er kjærasten din.
>>nno<< Is Boston far away?	Er det langt til Boston?
>>nno<< Is Tom improvising?	Improviserer Tom?
>>nno<< Is that a mushroom?	Er det ein sopp?
>>nno<< Is the bridge safe?	Er brua trygg?
>>nno<< Is the horse black?	Er hesten svart?
>>nno<< Is this coat yours?	Er denne frakken din?
>>nno<< Is today a bad day?	Passar det dårleg i dag?
>>nno<< It is already dark.	Det er mørkt alt.
>>nno<< It must be a dream.	Det må vera ein draum.
>>nno<< It took us a while.	Det tok oss ei stund.
>>nno<< It was quite funny.	Det var ganske artig.
>>nno<< It's three o'clock.	Klokka er tre.
>>nno<< Italy is in Europe.	Italia er i Europa.
>>nno<< Italy isn't Greece.	Italia er ikkje Hellas.
>>nno<< Let's learn French.	Lat oss læra oss fransk.
>>nno<< Let's speak French.	Lat oss snakka fransk.
>>nno<< Let's study French.	Lat oss studera fransk.
>>nno<< Look under the bed.	Sjå under senga.
>>nno<< Mars has two moons.	Mars har to månar.
>>nno<< Memorize this poem.	Memorer dette diktet.
>>nno<< Move back a little.	Flytt deg litt bak.
>>nno<< Music is universal.	Musikk er universelt.
>>nno<< Music is universal.	Musikk er ålment.
>>nno<< My hobby is skiing.	Hobbyen min er å gå på ski.
>>nno<< My knife is broken.	Kniven min er øydelagt.
>>nno<< My socks are dirty.	Sokkane mine er skitne.
>>nno<< Need anything else?	Treng du noko anna?
>>nno<< Nobody can beat me.	Ingen kan slå meg.
>>nno<< Now, that's better.	Ja, no er det betre.
>>nno<< Organize the books.	Organiser bøkene.
>>nno<< People are strange.	Folk er rare.
>>nno<< Please wait for me.	Ver snill og vent på meg.
>>nno<< Politics is a game.	Politikk er eit spel.
>>nno<< Put down the knife.	Legg ned kniven.
>>nno<< Put down the rifle.	Legg ned rifla.
>>nno<< Read chapter three.	Les kapittel tre.
>>nno<< Read these letters.	Les desse breva.
>>nno<< Remove that jacket.	Fjern den jakka.
>>nno<< Shaving takes time.	Det tek tid å barbera seg.
>>nno<< Shaving takes time.	Å barbera seg tek tid.
>>nno<< Something happened.	Noko skjedde.
>>nno<< Something happened.	Noko hende.
>>nno<< Something happened.	Det skjedde noko.
>>nno<< Something happened.	Det hende noko.
>>nno<< Stop the countdown.	Stopp nedteljinga.
>>nno<< Take a closer look.	Sjå litt nærmare.
>>nno<< Take off your coat.	Tak av deg frakken din.
>>nno<< Take us there, Tom.	Ta oss med dit, Tom.
>>nno<< Take what you want.	Ta det du vil ha.
>>nno<< Take what you want.	Ta det de vil ha.
>>nno<< Take your coat off.	Tak av deg frakken din.
>>nno<< That sounds absurd.	Det høyrest absurd ut.
>>nno<< That was last week.	Det var førre veke.
>>nno<< That was very good.	Det var veldig bra.
>>nno<< That's a good idea!	Det er ein god idé!
>>nno<< That's a nice coat.	Det er ein fin frakk.
>>nno<< That's even better.	Det er endå betre.
>>nno<< That's hard to say.	Det er ikkje godt å seia.
>>nno<< That's hard to say.	Det er vanskeleg å seia.
>>nno<< That's much better.	Det er mykje betre.
>>nno<< That's my umbrella.	Det er min paraply.
>>nno<< That's not allowed.	Det er ikkje lov.
>>nno<< That's not allowed.	Det er ikkje tillate.
>>nno<< That's not allowed.	Det der er ikkje lov.
>>nno<< That's not allowed.	Det der er ikkje tillate.
>>nno<< That's unfortunate.	Det var leitt.
>>nno<< The debate is over.	Debatten er over.
>>nno<< The dress is green.	Kjolen er grøn.
>>nno<< The earth is round.	Jorda er rund.
>>nno<< The horse ran fast.	Hesten sprang fort.
>>nno<< The ice has melted.	Isen er smelta.
>>nno<< The ice is melting.	Isen smeltar.
>>nno<< The list ends here.	Lista endar her.
>>nno<< The list ends here.	Lista sluttar her.
>>nno<< The moon is bright.	Månen er ljos.
>>nno<< The mouse squealed.	Musa peip.
>>nno<< The plane took off.	Flyet tok av.
>>nno<< The road is closed.	Vegen er stengd.
>>nno<< The skirt is green.	Skjørtet er grønt.
>>nno<< The sun is setting.	Sola går ned.
>>nno<< The sun is shining.	Sola skin.
>>nno<< The table is green.	Bordet er grønt.
>>nno<< The water was cold.	Vatnet var kaldt.
>>nno<< The waves are high.	Bylgjene er høge.
>>nno<< The wind blew hard.	Vinden bles hardt.
>>nno<< They don't know me.	Dei kjenner meg ikkje.
>>nno<< They were swimming.	Dei sumde.
>>nno<< They're detectives.	Dei er detektivar.
>>nno<< They're the police.	Dei er politiet.
>>nno<< This cake is sweet.	Denne kaka er søt.
>>nno<< This coat fits you.	Denne frakken passar deg.
>>nno<< This is bad French.	Dette er dårleg fransk.
>>nno<< This is my kitchen.	Dette er kjøkenet mitt.
>>nno<< This is our castle.	Dette er slottet vårt.
>>nno<< This is really big.	Dette er verkeleg stort.
>>nno<< This is really big.	Denne er verkeleg stor.
>>nno<< This road is steep.	Denne vegen er bratt.
>>nno<< Tom became anxious.	Tom vart ottefull.
>>nno<< Tom began to drink.	Tom begynte å drikka.
>>nno<< Tom began to drink.	Tom byrja å drikka.
>>nno<< Tom bowed politely.	Tom bukka høfleg.
>>nno<< Tom came last week.	Tom kom førre veke.
>>nno<< Tom came to see me.	Tom kom for å treffa meg.
>>nno<< Tom came to see me.	Tom kom på besøk til meg.
>>nno<< Tom caught a snake.	Tom fanga ein slange.
>>nno<< Tom did a fine job.	Tom gjorde ein god jobb.
>>nno<< Tom didn't protest.	Tom protesterte ikkje.
>>nno<< Tom didn't see you.	Tom såg deg ikkje.
>>nno<< Tom didn't see you.	Tom såg dykk ikkje.
>>nno<< Tom drank his soda.	Tom drakk brusen sin.
>>nno<< Tom got Mary drunk.	Tom skjenka Mary full.
>>nno<< Tom got vaccinated.	Tom vaksinerte seg.
>>nno<< Tom has brown eyes.	Tom har brune auge.
>>nno<< Tom has explosives.	Tom har eksplosiv.
>>nno<< Tom has explosives.	Tom har sprengstoff.
>>nno<< Tom has no enemies.	Tom har ingen fiendar.
>>nno<< Tom has some goats.	Tom har nokre geiter.
>>nno<< Tom hates homework.	Tom hatar lekser.
>>nno<< Tom interrupted me.	Tom avbraut meg.
>>nno<< Tom is a detective.	Tom er detektiv.
>>nno<< Tom is from Boston.	Tom er frå Boston.
>>nno<< Tom is intelligent.	Tom er intelligent.
>>nno<< Tom is on the roof.	Tom er på taket.
>>nno<< Tom is on vacation.	Tom er på ferie.
>>nno<< Tom is pretty tall.	Tom er ganske høg.
>>nno<< Tom is very polite.	Tom er veldig høfleg.
>>nno<< Tom just went home.	Tom fór nettopp heim.
>>nno<< Tom laughed loudly.	Tom lo høgt.
>>nno<< Tom learned French.	Tom lærte seg fransk.
>>nno<< Tom left hours ago.	Tom fór for fleire timar sidan.
>>nno<< Tom likes that one.	Tom likar den.
>>nno<< Tom looked outside.	Tom såg ut.
>>nno<< Tom never beats me.	Tom slår meg aldri.
>>nno<< Tom owns this shop.	Tom eig denne butikken.
>>nno<< Tom plays the harp.	Tom spelar harpe.
>>nno<< Tom plays the oboe.	Tom spelar obo.
>>nno<< Tom sang at church.	Tom song i kyrkja.
>>nno<< Tom sang in French.	Tom song på fransk.
>>nno<< Tom stole a camera.	Tom stal eit kamera.
>>nno<< Tom studied French.	Tom studerte fransk.
>>nno<< Tom studies French.	Tom studerer fransk.
>>nno<< Tom teaches French.	Tom underviser i fransk.
>>nno<< Tom threw his game.	Tom kasta spelet sitt.
>>nno<< Tom threw the dice.	Tom kasta terningen.
>>nno<< Tom visited Boston.	Tom besøkte Boston.
>>nno<< Tom was a comedian.	Tom var komikar.
>>nno<< Tom waved his arms.	Tom vifta med armane.
>>nno<< Tom waved the flag.	Tom vifta med flagget.
>>nno<< Tom went to Boston.	Tom fór til Boston.
>>nno<< Unbutton your coat.	Knepp opp frakken din.
>>nno<< Was it all a dream?	Var alt det ein draum?
>>nno<< We beat them twice.	Vi slo dei to gongar.
>>nno<< We beat them twice.	Vi slo dei to gonger.
>>nno<< We both kissed Tom.	Vi kyssa begge Tom.
>>nno<< We can't stay here.	Me kan ikkje bli her.
>>nno<< We listen to music.	Me høyrer på musikk.
>>nno<< We need more space.	Vi treng meir plass.
>>nno<< We spoke in French.	Vi snakka på fransk.
>>nno<< We studied English.	Vi studerte engelsk.
>>nno<< We talked a little.	Vi prata litt.
>>nno<< We'll be home soon.	Me er snart heime.
>>nno<< We'll wait and see.	Vi får venta og sjå.
>>nno<< Were you a soldier?	Var du soldat?
>>nno<< Were you organized?	Var du organisert?
>>nno<< Whales are mammals.	Kvalar er pattedyr.
>>nno<< What are arpeggios?	Kva er arpeggioar?
>>nno<< What do horses eat?	Kva et hestar.
>>nno<< What do whales eat?	Kva et kvalar?
>>nno<< What month is this?	Kva månad er det?
>>nno<< What should you do?	Kva bør du gjera?
>>nno<< What should you do?	Kva bør de gjera?
>>nno<< When was Tom there?	Når var Tom der?
>>nno<< Where is that shop?	Kor er den butikken?
>>nno<< Where is your coat?	Kvar er frakken din?
>>nno<< Where is your coat?	Kor er frakken din?
>>nno<< Where is your oboe?	Kvar er oboen din?
>>nno<< Where is your oboe?	Kor er oboen din?
>>nno<< Where will we meet?	Kor skal vi møtast?
>>nno<< Where will we meet?	Kvar skal vi møtast?
>>nno<< Where's the bucket?	Kor er bytta?
>>nno<< Where's the museum?	Kor er museet?
>>nno<< Where's the remote?	Kvar er fjernkontrollen?
>>nno<< Where's the remote?	Kor er fjernkontrollen?
>>nno<< Who made this cake?	Kven laga denne kaka?
>>nno<< Who owns this farm?	Kven eig garden?
>>nno<< Who stole my horse?	Kven stal hesten min?
>>nno<< Who's on your list?	Kven er på lista di?
>>nno<< Whose coat is that?	Kven sin frakk er det?
>>nno<< Whose coat is this?	Kven sin frakk er dette?
>>nno<< Why are we running?	Kvifor spring me?
>>nno<< Why are you asking?	Kvifor spør du?
>>nno<< Why are you asking?	Kvifor spør de?
>>nno<< Why did you buy it?	Korfor kjøpte du det?
>>nno<< Why did you buy it?	Kvifor kjøpte du det?
>>nno<< Why not use robots?	Korfor ikkje bruka robotar?
>>nno<< Why not use robots?	Kvifor ikkje bruka robotar?
>>nno<< Write it in French.	Skriv det på fransk.
>>nno<< You can smoke here.	Du kan røykja her.
>>nno<< You just missed it.	Du gjekk akkurat glipp av det.
>>nno<< You know the rules.	Du kan reglane.
>>nno<< You like elephants.	Du likar elefantar.
>>nno<< You must be polite.	Du må vera høfleg.
>>nno<< You'll regret that!	Det kjem du til å angra på!
>>nno<< You're intelligent.	Du er intelligent.
>>nno<< You're on the list.	Du står på lista.
>>nno<< You're pretty busy.	Du er ganske oppteken.
>>nno<< You're pretty cool.	Du er ganske kul.
>>nno<< You're pretty good.	Du er ganske flink.
>>nno<< You're very direct.	Du er veldig direkte.
>>nno<< Are all swans white?	Er alle svaner kvite?
>>nno<< Are these all yours?	Er alle desse dine?
>>nno<< Are these all yours?	Er alle desse dykkar?
>>nno<< Are you a detective?	Er du detektiv?
>>nno<< Are you buying rice?	Kjøper du ris?
>>nno<< Are you buying rice?	Kjøper de ris?
>>nno<< Are you buying rice?	Kjøper dokker ris?
>>nno<< Are you buying rice?	Skal dokker kjøpa ris?
>>nno<< Are you buying rice?	Skal de kjøpa ris?
>>nno<< Are you on vacation?	Er du på ferie?
>>nno<< Are you still there?	Er du der enno?
>>nno<< Are you vacationing?	Er du på ferie?
>>nno<< Athens is in Greece.	Aten ligg i Hellas.
>>nno<< Believe in yourself.	Ha tru på deg sjølv.
>>nno<< Boston is overrated.	Boston er overvurdert.
>>nno<< Button up your coat.	Knepp att frakken din.
>>nno<< Can you answer that?	Kan du svara på det?
>>nno<< Can you play guitar?	Kan du spela gitar?
>>nno<< Can you read French?	Kan du lesa fransk?
>>nno<< Cats can catch mice.	Kattar kan fanga myser.
>>nno<< Could we meet again?	Kunne vi ha møtst igjen?
>>nno<< Cucumbers are green.	Agurkar er grøne.
>>nno<< Dad bought a camera.	Pappa kjøpte eit kamera.
>>nno<< Deal the cards, Tom.	Del ut korta, Tom.
>>nno<< Death is inevitable.	Dauden er uunngåeleg.
>>nno<< Did you know my mom?	Kjende du mor mi?
>>nno<< Did you make a list?	Laga du ei liste?
>>nno<< Do elephants sneeze?	Nys elefantar?
>>nno<< Do you have a dream?	Har du ein draum?
>>nno<< Do you have a knife?	Har de ein kniv?
>>nno<< Do you study French?	Studerer du fransk?
>>nno<< Does Tom like opera?	Likar Tom opera?
>>nno<< Don't use that word.	Ikkje bruk det ordet.
>>nno<< Elephants eat grass.	Elefantar et gras.
>>nno<< Enter your password.	Skriv passordet ditt.
>>nno<< Every minute counts.	Kvart minutt tel.
>>nno<< Evil sometimes wins.	Av og til vinn vondskapen.
>>nno<< Evil sometimes wins.	Stundom vinn vondskapen.
>>nno<< Fish is cheap today.	Fisk er billig i dag.
>>nno<< Give me three weeks.	Gjev meg tre veker.
>>nno<< Good afternoon, Tom!	God ettermiddag, Tom!
>>nno<< Happy New Year, Tom.	Godt nyttår, Tom.
>>nno<< Has Tom arrived yet?	Har Tom kome enno?
>>nno<< Have a nice weekend!	God helg!
>>nno<< Have a nice weekend.	God helg.
>>nno<< He hung up his coat.	Han hengde opp frakken sin.
>>nno<< He left an hour ago.	Han fór for ein time sidan.
>>nno<< He wrote one letter.	Han skreiv éin bokstav.
>>nno<< He wrote one letter.	Han skreiv eitt brev.
>>nno<< He's an opera lover.	Han er ein operaelskar.
>>nno<< Hide somewhere else.	Gøym deg ein annan plass.
>>nno<< Hide this somewhere.	Gøym dette einkvan stad.
>>nno<< How popular was Tom?	Kor populær var Tom?
>>nno<< How was the traffic?	Korso var trafikken?
>>nno<< How was the traffic?	Korleis var trafikken?
>>nno<< I also speak French.	Eg snakkar òg fransk.
>>nno<< I also speak French.	Eg snakkar også fransk.
>>nno<< I also speak French.	Eg snakkar ogso fransk.
>>nno<< I am playing guitar.	Eg spelar gitar.
>>nno<< I called the police.	Eg ringde politiet.
>>nno<< I don't like cheese.	Eg likar ikkje ost.
>>nno<< I grew up bilingual.	Eg vaks opp tospråkleg.
>>nno<< I grew up bilingual.	Eg voks opp tospråkleg.
>>nno<< I had to arrest Tom.	Eg måtte arrestera Tom.
>>nno<< I hate this village.	Eg hatar denne landsbyen.
>>nno<< I hate to improvise.	Eg hatar å improvisera.
>>nno<< I have to go to bed.	Å må gå og leggja meg.
>>nno<< I have two brothers.	Eg har to brør.
>>nno<< I like light colors.	Eg likar lyse fargar.
>>nno<< I like potato salad.	Eg likar potetsalat.
>>nno<< I love this perfume.	Eg elskar denne parfymen.
>>nno<< I must learn French.	Eg må læra meg fransk.
>>nno<< I must study French.	Eg må studera fransk.
>>nno<< I play the trombone.	Eg spelar trombone.
>>nno<< I really like opera.	Eg likar verkeleg opera.
>>nno<< I shouldn't be here.	Eg burde ikkje vera her.
>>nno<< I snapped a picture.	Eg knipsa eit bilete.
>>nno<< I speak French, too.	Eg snakkar òg fransk.
>>nno<< I speak French, too.	Eg snakkar også fransk.
>>nno<< I speak French, too.	Eg snakkar ogso fransk.
>>nno<< I still respect Tom.	Eg respekterer Tom framleis.
>>nno<< I still respect Tom.	Eg respekterer Tom likevel.
>>nno<< I stole it from Tom.	Eg stal det frå Tom.
>>nno<< I stole it from Tom.	Eg stal det hos Tom.
>>nno<< I study art history.	Eg studerer kunsthistorie.
>>nno<< I study mathematics.	Eg studerer matematikk.
>>nno<< I taught Tom French.	Eg lærte Tom fransk.
>>nno<< I tested everything.	Eg testa alt.
>>nno<< I took care of that.	Eg tok meg av det.
>>nno<< I want to get drunk.	Eg har lyst å bli full.
>>nno<< I want to get drunk.	Eg har lyst å verta full.
>>nno<< I wanted more space.	Eg ville ha meir plass.
>>nno<< I waved to everyone.	Eg vinka til alle saman.
>>nno<< I will be back soon.	Eg kjem snart tilbake.
>>nno<< I will be back soon.	Eg kjem snart attende.
>>nno<< I'd like to see him.	Eg vil gjerne sjå han.
>>nno<< I'd like to see him.	Eg vil gjerne treffa han.
>>nno<< I'll be back at ten.	Eg kjem tilbake klokka ti.
>>nno<< I'll check the list.	Eg skal sjekka lista.
>>nno<< I'll go in a minute.	Eg går om ein augneblink.
>>nno<< I'll go look for it.	Eg skal gå og leita etter det.
>>nno<< I'll go look for it.	Eg skal gå og leita etter henne.
>>nno<< I'll go look for it.	Eg skal gå og leita etter han.
>>nno<< I'll take this coat.	Eg tek denne frakken.
>>nno<< I'm a bit tired now.	Eg er litt sliten no.
>>nno<< I'm a stranger here.	Eg er framand her.
>>nno<< I'm getting annoyed.	Eg begynner å bli irritert.
>>nno<< I'm getting annoyed.	Eg begynner å verta irritert.
>>nno<< I'm helping Tom out.	Eg hjelper Tom.
>>nno<< I'm learning French.	Eg lærer meg fransk.
>>nno<< I'm milking my goat.	Eg mjølkar geita mi.
>>nno<< I'm not mad anymore.	Eg er ikkje sint lenger.
>>nno<< I'm not tall enough.	Eg er høg nok.
>>nno<< I'm perfectly sober.	Eg er heilt edru.
>>nno<< I'm studying French.	Eg studerer fransk.
>>nno<< I'm the new teacher.	Eg er den nye læraren.
