>>pes<< Who?	چه کسی؟
>>pes<< I'm going to the library.	من به کتابخانه می روم.
>>pes<< I'm learning how to type.	من دارم یاد می گیرم که چگونه تایپ کنم.
>>pes<< I'm not afraid of anyone.	من از کسی نمی‌ترسم.
>>pes<< I'm not afraid of anyone.	از کسی نترسیده‌ام.
>>pes<< I'm not afraid of anyone.	از هیچ کس نمی‌ترسم.
>>pes<< I'm unaccustomed to this.	من به این عادت نداشتم.
>>pes<< Is there any room for me?	جایی برای من وجود دارد؟
>>pes<< It's a quarter past nine.	ساعت یک ربع بعد از نه است.
>>pes<< It's on the eighth floor.	در طبقه‌ی هشتم واقع است.
>>pes<< Kittens are very playful.	گربه‌ها واقعاً لوس هستند.
>>pes<< Let's pass by the church.	بگذار از کنار کلیسا بگذریم.
>>pes<< May I see a menu, please?	می‌توانم یک منو را ببینم، لطفاً؟
>>pes<< May I see a menu, please?	می‌شود یک منو را ببینم، لطفاً؟
>>pes<< My approach is different.	رویکرد من متفاوت است.
>>pes<< My favorite color is red.	رنگ دوست داشتنی من قرمز است.
>>pes<< My friends are in danger.	دوستان من در خطر هستند.
>>pes<< My friends are in danger.	دوستام در خطرَن.
>>pes<< My son is taller than me.	پسرم قدبلند تر از من است.
>>pes<< Our prestige is at stake.	پرستیژمان در گرو است.
>>pes<< She has seen better days.	او روزهای بهتری را شاهد بوده است.
>>pes<< She's wearing a nice hat.	او کلاه زیبایی پوشیده است.
>>pes<< Someone stole my hubcaps.	فردی قالپاق‌های مرا دزدید.
>>pes<< Something urgent came up.	یک چیز فوری پیش آمد.
>>pes<< South Africa is far away.	آفریقای جنوبی دور است.
>>pes<< Sport transcends borders.	ورزش فراتر از مرز است.
>>pes<< That CD costs 10 dollars.	قیمت آن سی دی 10 دلار است.
>>pes<< That's absolutely absurd.	آن کاملاً پوچ است.
>>pes<< That's an obsolete model.	آن یک مدل منسوخ شده است.
>>pes<< The blade was quite dull.	تیغه کاملاً مات بود.
>>pes<< The blade was very sharp.	تیغه خیلی تیز بود.
>>pes<< The damage has been done.	خسارت وارد شده است.
>>pes<< The debate is continuing.	بحث ادامه دارد.
>>pes<< The earth orbits the sun.	زمین دور خورشید می‌چرخد.
>>pes<< The food is getting cold.	غذا سرد شد.
>>pes<< The rice needs more salt.	برنج به نمک بیشتری نیاز دارد.
>>pes<< The scenery is beautiful.	این منظره قشنگ است.
>>pes<< The snake bite was fatal.	مار گزیدگی کشنده است.
>>pes<< The soup needs more salt.	سوپ به نمک بیشتری نیاز دارد.
>>pes<< The vase is on the table.	گلدان روی میز است.
>>pes<< There is a knife missing.	یک چاقو گم شده است.
>>pes<< There is a test tomorrow.	فردا امتحان داری؟
>>pes<< They are as strong as us.	آنها به اندازه ما قوی اند.
>>pes<< They became good friends.	آنها دوستان خوبی شدند.
>>pes<< They verbally abused Tom.	آنها به صورت کلامی به تام توهین کردند.
>>pes<< This is the last warning.	برای بار آخر میگم.
>>pes<< This knife is very sharp.	این چاقو خیلی تیز است.
>>pes<< Tom abuses his authority.	تام از قدرتش سوء استفاده کرد.
>>pes<< Tom asked for our advice.	تام توصیه ما را خواست.
>>pes<< Tom became the commander.	تام فرمانده شد.
>>pes<< Tom can swim like a fish.	تام می توان مانند یک ماهی شنا کند.
>>pes<< Tom confessed everything.	تام همه چیز را اعتراف کرد.
>>pes<< Tom didn't shoot anybody.	تام به کسی شلیک نکرد.
>>pes<< Tom doesn't drink coffee.	تام قهوه نمی‌نوشد.
>>pes<< Tom eventually confessed.	تام نهایتاً اعتراف کرد.
>>pes<< Tom nodded encouragingly.	تام با دلگرمی سرش را تکان داد.
>>pes<< Tom said he had to split.	تام گفت او مجبور است برود.
>>pes<< Tom should be prosecuted.	تام می بایست مورد پیگرد قانونی قرار می گرفت.
>>pes<< Tom unsheathed his sword.	تام شمشیرش را از نیام در آورد.
>>pes<< Tom urged Mary to resign.	تام از مری خواست استعفا دهد.
>>pes<< Tom was never prosecuted.	تام هرگز مورد پیگرد قانونی قرار نگرفت.
>>pes<< Tom will be coming later.	تام دیرتر خواهد آمد.
>>pes<< Tom will be coming later.	تام بعداً می‌آید.
>>pes<< Water is urgently needed.	فوراً آب مورد نیاز است.
>>pes<< We eat soup with a spoon.	ما با یک قاشق سوپ می‌خوریم.
>>pes<< We were pretty confident.	ما کاملاً مطمئن بودیم.
>>pes<< What does that word mean?	آن کلمه چه معنایی دارد؟
>>pes<< What is he running after?	او به دنبال چه چیزی می دود؟
>>pes<< When did the error occur?	کی خطا رخ داده است؟
>>pes<< When did you get married?	کی ازدواج کردید؟
>>pes<< Who is playing the piano?	چه کسی پیانو می نوازد؟
>>pes<< Why do you want this job?	چرا این کار را می خواهی؟
>>pes<< Why does that bother you?	چرا این اذیتت میکنه?
>>pes<< You are completely right.	حق کاملاً با شماست.
>>pes<< You have beautiful hands.	تو دستهای زیبایی داری.
>>pes<< You need to be proactive.	شما احتیاج دارید پیش‌فعال باشید.
>>pes<< You're deluding yourself.	شما خودتان را گول می‌زنید.
>>pes<< You're deluding yourself.	شما خودتان را می‌فریبید.
>>pes<< You've spilt your coffee.	شما قهوه‌تان را ریختید.
>>pes<< A burnt child dreads fire.	مار گزیده از ریسمان سیاه و سفید می‌ترسد.
>>pes<< Air is a mixture of gases.	هوا مخلوطی از گازها است.
>>pes<< Appearances are deceptive.	ظواهر گول زننده هستند.
>>pes<< Are they actually friends?	آنها واقعا با هم دوستند?
>>pes<< Are video games addictive?	آیا بازیهای ویدئویی اعتیادآور هستند؟
>>pes<< Be kind to little animals.	مهربان باش با حیوانات کوچک.
>>pes<< Call me whenever you want.	هروقت تونستی بهم زنگ بزن
>>pes<< Cows are sacred to Hindus.	گاوها برای هندوها مقدس هستند.
>>pes<< Dinosaurs are now extinct.	دایناسورها اکنون منقرض شده اند.
>>pes<< Do we have any more bread?	ما هیچ نان بیشتری نداریم؟
>>pes<< Do you eat rice every day?	آیا هر روز برنج می‌خوری؟
>>pes<< Do you have any bug spray?	آیا اسپری سوسک دارید؟
>>pes<< Do you like Japanese food?	آیا شما غذاهای ژاپنی را دوست دارید؟
>>pes<< Do you think I'm too tall?	فکر می‌کنی، که خیلی بلند هستم؟
>>pes<< Do you think I'm too tall?	فکر می‌کنید، که خیلی بلند هستم؟
>>pes<< Do you want to go with us?	شما می خواهید که با ما بروید؟
>>pes<< Don't cry over spilt milk.	برای شیر ریخته زاری نکن.
>>pes<< Don't cry over spilt milk.	به خاطر ریخته شدن شیرتان، گریه نکنید.
>>pes<< Every rose has its thorns.	گل بی خار نمی‌شود.
>>pes<< Everybody seeks happiness.	همه به دنبال خوشبختی هستند.
>>pes<< Everything is on schedule.	همه چیز طبق برنامه است.
>>pes<< Exceptions prove the rule.	استثناها قاعده را توجیه می کنند.
>>pes<< Falcons are birds of prey.	بازها پرندگان شکاری هستند.
>>pes<< Fortunately, Tom survived.	خوشبختانه، تام بهبود یافت.
>>pes<< Has Tom ever been married?	آیا تام تا کنون ازدواج کرده است؟
>>pes<< Have you put on sunscreen?	ضد آفتاب زده ای ؟
>>pes<< He adores his grandfather.	او جدش را دوست دارد.
>>pes<< He arrived safe and sound.	او به‌سلامت رسید.
>>pes<< He doesn't understand you.	او تو را درک نمی کند.
>>pes<< He explained it in detail.	او مفصل توضیح داد.
>>pes<< He got good marks in math.	او در ریاضیات نمرات خوبی گرفت.
>>pes<< He is anything but a fool.	او اصلاً احمق نیست.
>>pes<< He seems to be wary of us.	به نظر می آید او نسبت به ما محتاط است.
>>pes<< He was appointed chairman.	او به ریاست منصوب شد.
>>pes<< He's a typical workaholic.	او یک معتاد به کار معمولی است.
>>pes<< He's hiding in the closet.	او در کُمُد پنهان شده است.
>>pes<< He's hiding in the closet.	او در کُمُد قایِم شده.
>>pes<< His condition is critical.	وضعیتش وخیم است.
>>pes<< His crime is unforgivable.	جرم او نابخشودنی است.
>>pes<< How do you heat the house?	چه طور خانه را گرم می کنی؟
>>pes<< I asked Tom to keep quiet.	من از تام خواستم ساکت بماند.
>>pes<< I bought a pair of gloves.	من یک جفت دستکش خریدم.
>>pes<< I bought a red sports car.	من یک ماشین اسپورت قرمز خریدم.
>>pes<< I can't put it into words.	نمیتونم در قالب کلمات بذارمش. (گفتنی نیست).
>>pes<< I can't remember anything.	نميتوانم چیزی را بخاطر بیاورم
>>pes<< I can't reveal my sources.	من نمی توانم منابعم را برملا کنم.
>>pes<< I consider this temporary.	من، این را موقتی می دانم.
>>pes<< I don't have any brothers.	من هیچ برادری ندارم.
>>pes<< I don't like poker at all.	در کل من پوکر را دوست ندارم.
>>pes<< I don't trust you anymore.	دیگر بهت اعتماد ندارم.
>>pes<< I fell asleep watching TV.	در حین نگاه کردن تلویزیون خوابم برد.
>>pes<< I have a mole on my cheek.	من یک خال روی گونه دارم.
>>pes<< I like listening to music.	من دوست دارم موسیقی گوش کنم.
>>pes<< I need a liver transplant.	من به یک پیوند کبد نیاز دارم.
>>pes<< I rarely watch television.	به نُدرت تلویزیون تماشا می‌کنم.
>>pes<< I reconsidered your offer.	من در پیشنهاد شما تجدیدنظر کردم.
>>pes<< I remember the first time.	من اولین بار را به یاد دارم.
>>pes<< I suggest you go by train.	پیشنهاد می‌کنم با قطار بروی.
>>pes<< I think that my mom knows.	فکر کنم مادرم میداند.
>>pes<< I want to buy this jacket.	میخواهم این ژاکت را بخرم.
>>pes<< I want to change all that.	من می‌خواهم همه‌چیز را تغییر دهم.
>>pes<< I want to live in comfort.	من می خواهم در آسایش زندگی کنم.
>>pes<< I was eventually released.	من نهایتاً رها شدم.
>>pes<< I'll dress however I like.	هر جور دوست داشته باشم لباس میپوشم!
>>pes<< I'll never be happy again.	من هیچگاه دوباره شاد نخواهم شد.
>>pes<< I'll see you in my dreams.	من تو را در رؤیاهایم خواهم دید.
>>pes<< I'll stay out of your way.	من دخالتی در راه و روشت نخواهم کرد.
>>pes<< I'm interested in history.	من به تاریخ علاقه‌مندم.
>>pes<< I've always hated biology.	من همیشه از زیست شناسی متنفر بودم.
>>pes<< It was a national scandal.	این یک رسوایی ملی بود.
>>pes<< It's nearly three o'clock.	نزدیک ساعت سه است.
>>pes<< Mary is my younger sister.	مری خواهر کوچک من است.
>>pes<< Mary is my younger sister.	مری خواهر کوچیکَمه.
>>pes<< My car is being fixed now.	ماشین من الآن درست شد.
