>>ber<< Go.	Ṛuḥ.
>>ber<< Tom will protect you.	Ad kem-iḥudd Tom.
>>ber<< Tom will protect you.	Ad ken-iḥudd Tom.
>>ber<< Tom will protect you.	Ad kent-iḥudd Tom.
>>ber<< Tom will regret this.	Ad yendem Tom ɣef waya.
>>ber<< Tom will regret this.	Tom ad yendem ɣef waya.
>>ber<< Tom will wash dishes.	Tom ad yessired iqbac.
>>ber<< Tom won't bother you.	Tom ur k-yettqelliq ara.
>>ber<< Tom won't bother you.	Tom ur kem-yettqelliq ara.
>>ber<< Tom won't bother you.	Tom ur ken-yettqelliq ara.
>>ber<< Tom won't bother you.	Tom ur kent-yettqelliq ara.
>>ber<< Tom won't go with us.	Tom ur d-ittas ara akk id-neɣ.
>>ber<< Tom won't go with us.	Tom ur d-ittas ara akk id-nteɣ.
>>ber<< Tom wore black pants.	Tom yella yelsa aserwal d aberkan.
>>ber<< Tom wore black pants.	Tom yella yettlusu iserwalen d iberkanen.
>>ber<< Tom worked all night.	Tom imuhel kra yekka yiḍ.
>>ber<< Tom worked in Boston.	Tom imuhel deg Boston.
>>ber<< Tom works for a bank.	Tom yettmahal deg yiwet n tbanka.
>>ber<< Tom works on Sundays.	Tom yettmahal ass n lḥedd.
>>ber<< Tom works on Sundays.	Tom yettmahal ass n usamas.
>>ber<< Tom wouldn't approve.	Ur iqebbel ara Tom aya.
>>ber<< Tom's car is on fire.	Takeṛṛust n Tom tendeḥ deg-s tmes.
>>ber<< Tom's computer froze.	Yeqber uselkim n Tom.
>>ber<< Tom's dog is missing.	Yeɛreq uydi n Tom.
>>ber<< Tom's dog is missing.	Teɛreq teydit n Tom.
>>ber<< Tom's father is dead.	Yemmut baba-s n Tom.
>>ber<< Tom's father is rich.	Baba-s n Tom d anesbaɣur.
>>ber<< Tom's leg is healing.	La yettejjey uḍar n Tom.
>>ber<< Tom's phone vibrated.	Yergigi usawal n Tom.
>>ber<< Tom's phone vibrated.	Yergigi-d usawal n Tom.
>>ber<< Tom's work is sloppy.	Amahil n Tom d asellaw.
>>ber<< Tom's work is sloppy.	Amahil n Tom d sellaw.
>>ber<< Tom, answer the door.	Ddu ad treẓmed tawwurt a Tom.
>>ber<< Tom, can you hear me?	A Tom, tzemreḍ ad iyi-d-tesleḍ?
>>ber<< Tomorrow never comes.	Azekka werǧin ad d-yaweḍ.
>>ber<< Tomorrow never comes.	Azekka werǧin ad d-yas.
>>ber<< Tomorrow's a holiday.	Azekka d ass n tɣimit.
>>ber<< True love never ends.	Tayri n tidet ur tkeffu ara.
>>ber<< Try this on for size.	Qiss wa.
>>ber<< Try to open the door.	Ɛreḍ ad treẓmed tawwurt.
>>ber<< Try to open the door.	Ɛerḍet ad treẓmem tawwurt.
>>ber<< Try to open the door.	Ɛerḍem ad treẓmem tawwurt.
>>ber<< Try to open the door.	Ɛerḍemt ad treẓmemt tawwurt.
>>ber<< Try to open the door.	Arem ad treẓmed tawwurt.
>>ber<< Try to open the door.	Armet ad treẓmem tawwurt.
>>ber<< Try to open the door.	Armem ad treẓmem tawwurt.
>>ber<< Try to open the door.	Armemt ad treẓmemt tawwurt.
>>ber<< Try to remember this.	Ɛreḍ ad tecfuḍ ɣef waya.
>>ber<< Try to work together.	Ɛerḍet ad tmahlem ddukkli.
>>ber<< Try to work together.	Ɛerḍemt ad tmahlemt ddukkli.
>>ber<< Try to work together.	Ɛerḍem ad tmahlem ddukkli.
>>ber<< Try to work together.	Armet ad tmahlem ddukkli.
>>ber<< Try to work together.	Armemt ad tmahlemt ddukkli.
>>ber<< Try to work together.	Armem ad tmahlem ddukkli.
>>ber<< Turtles are reptiles.	Ifekran d iḥraraden.
>>ber<< Turtles are reptiles.	Ifekran seg yiḥraraden
>>ber<< Unemployment is high.	Tarebbawt attah ɛlayet.
>>ber<< Wait in line, please.	Ttxil-k, ṛju nnuba-nnek deg wadur.
>>ber<< Wait until next year.	Ṛju arma d aseggas ay d-yetteddun.
>>ber<< Wait until next year.	Ṛjut arma d aseggas ay d-yetteddun.
>>ber<< Wait until next year.	Ṛjum arma d aseggas ay d-yetteddun.
>>ber<< Wait until next year.	Ṛjumt arma d aseggas ay d-yetteddun.
>>ber<< Was he a paratrooper?	Yella d amsersu?
>>ber<< Was it an earthquake?	D tizenzelt aya?
>>ber<< Was it an earthquake?	D tizenzelt ay d-iwten?
>>ber<< Was my phone ringing?	D asawal-inu ay yellan yettsersir?
>>ber<< Wash your hands well.	Ssired mliḥ ifassen-nnek.
>>ber<< Water reflects light.	Aman ssendaden tafat.
>>ber<< We all returned home.	Neqqel ilkell ɣer uxxam.
>>ber<< We all returned home.	Ilkell-nneɣ neqqel ɣer uxxam.
>>ber<< We all returned home.	Neqqel ilkell-nneɣ ɣer uxxam.
>>ber<< We all work together.	Nettmahal akk ddukkli.
>>ber<< We all work too hard.	Akken ma nella ncerrew tidi.
>>ber<< We all work too hard.	Ncerrew tidi akken ma nella.
>>ber<< We always take a bus.	Dima nettaḍḍaf asakal.
>>ber<< We are not Americans.	Nekkni ur d Imarikaniyen.
>>ber<< We became very close.	Nuɣal nemqarab mliḥ.
>>ber<< We came to apologize.	Nusa-d ad ak-nessuter asaruf.
>>ber<< We can do a lot more.	Nezmer ad nexdem akteṛ.
>>ber<< We can work this out.	Nemzer ad nefru aya.
>>ber<< We can't do that yet.	Werεad ur nezmir ara ad nexdem aya.
>>ber<< We clapped our hands.	Nseffeq.
>>ber<< We cleaned the house.	Nessazdeg axxam.
>>ber<< We even heard planes.	Nesla ula i yisafagen.
>>ber<< We finished the work.	Nfuk amahil-nni.
>>ber<< We had a lot of help.	Ɛawnen-aɣ-d ḥawli.
>>ber<< We had a lot to lose.	Nella netteddu ad nexṣer ḥawli.
>>ber<< We had lunch at noon.	Necca imekli ɣef tis mraw snat.
>>ber<< We had lunch at noon.	Necca imekli ɣef ttnac.
>>ber<< We had to work at it.	Terra-aɣ tmara ad nerẓ iɣfawen-nneɣ fell-as.
>>ber<< We had to work at it.	Terra-aɣ tmara ad nerẓ iɣfawen-nteɣ fell-as.
>>ber<< We have a lot of fun.	Nzehhu ḥawli.
>>ber<< We have enough money.	Ɣer-neɣ ddṛahem a aɣen-yekfan.
>>ber<< We have enough water.	Nesɛa anect ara aɣ-d-yekfun d aman.
>>ber<< We have enough water.	Nla anect ara aɣ-d-yekfun d aman.
>>ber<< We have enough water.	Nesɛa anect ara aɣ-d-iqamen d aman.
>>ber<< We have enough water.	Nla anect ara aɣ-d-iqamen d aman.
>>ber<< We have many friends.	Nesɛa aṭas n yimeddukal.
>>ber<< We have many friends.	Nesɛa aṭas n tmeddukal.
>>ber<< We have nothing else.	Ulac d acu i nesɛa niḍen.
>>ber<< We have three planes.	Nesɛa kraḍ n yisafagen.
>>ber<< We have three planes.	Nesɛa tlata n yisafagen.
>>ber<< We have three planes.	Nla kraḍ n yisafagen.
>>ber<< We have three planes.	Nekkni nesεa kraḍ n yisafagen.
>>ber<< We have to catch Tom.	Yessefk ad d-neṭṭef Tom.
>>ber<< We have to leave now.	Ilaq ar nṛuḥ tura.
>>ber<< We have to work hard.	Yessefk ad necrew tidi.
>>ber<< We have to work hard.	Yessefk ad necrew tidi deg umahil.
>>ber<< We have two children.	Nesɛa sin n yigerdan.
>>ber<< We have work for Tom.	Newwi-as-d amahil i Tom.
>>ber<< We heard three shots.	Nesla i kraḍ n yiεbaṛen.
>>ber<< We hid in the bushes.	Neffer deg umadaɣ.
>>ber<< We know what you did.	Neẓra d acu ay tgid.
>>ber<< We know what you did.	Neẓra d acu ay tgam.
>>ber<< We know what you did.	Neẓra d acu ay tgamt.
>>ber<< We know who they are.	Neẓra anwa ay ten-ilan.
>>ber<< We know who they are.	Neẓra anwa ay tent-ilan.
>>ber<< We know you like Tom.	Neẓra tḥemmled Tom.
>>ber<< We know you like Tom.	Neẓra tḥemmleḍ Tom.
>>ber<< We know you like Tom.	Neẓra tḥemmlem Tom.
>>ber<< We know you like Tom.	Neẓra tḥemmlemt Tom.
>>ber<< We know you like Tom.	Neẓra trid Tom.
>>ber<< We know you like Tom.	Neẓra triḍ Tom.
>>ber<< We know you like Tom.	Neẓra tram Tom.
>>ber<< We know you like Tom.	Neẓra tramt Tom.
>>ber<< We know you like Tom.	Neẓra yeɛjeb-ak Tom.
>>ber<< We know you like Tom.	Neẓra yeɛjeb-am Tom.
>>ber<< We know you like Tom.	Neẓra yeɛjeb-awen Tom.
>>ber<< We know you like Tom.	Neẓra yeɛjeb-awent Tom.
>>ber<< We know you like Tom.	Neẓra yegreẓ-ak Tom.
>>ber<< We know you like Tom.	Neẓra yegreẓ-am Tom.
>>ber<< We know you like Tom.	Neẓra yegreẓ-awen Tom.
>>ber<< We know you like Tom.	Neẓra yegreẓ-awent Tom.
>>ber<< We live in Australia.	Nezdeɣ deg Ustṛalya.
>>ber<< We may win this time.	Nezmer ad nerbeḥ tikkelt-a.
>>ber<< We met along the way.	Nemlal deg webrid.
>>ber<< We move around a lot.	Nettgiǧǧi ḥawli.
>>ber<< We must be going now.	Ilaq ad nṛuḥ tura.
>>ber<< We must do something.	Yessefk ad neg kra.
>>ber<< We must go to school.	Ilaq ad nṛuḥ ɣer uɣerbaz.
>>ber<< We need an ambulance.	Neḥwaj tamenḍayt.
>>ber<< We need an ambulance.	Nesri tamenḍayt.
>>ber<< We need help quickly.	Neḥwaj tallalt s tɣawla.
>>ber<< We need help quickly.	Nesri tallalt s tɣawla.
>>ber<< We need more doctors.	Neḥwaǧ ugar n yimsujjiyen.
>>ber<< We need to leave now.	Yessefk ad neddu imir-a.
>>ber<< We need your support.	Neḥwaj adhal-nnek.
>>ber<< We now work together.	Imir-a, nettmahal ddukkli.
>>ber<< We often skip school.	Nbeṭṭel aṭas aɣerbaz.
>>ber<< We prepared our meal.	Nessewjed-d tiremt-nneɣ.
>>ber<< We prepared our meal.	Nessewjed-d tiremt-nteɣ.
>>ber<< We quit work at five.	Neffeɣ-d seg umahil ɣef tis semmuset.
>>ber<< We quit work at five.	Neffeɣ-d seg umahil ɣef tis 5:00.
>>ber<< We quit work at five.	Netteffeɣ-d seg umahil ɣef tis semmuset.
>>ber<< We quit work at five.	Netteffeɣ-d seg umahil ɣef tis 5:00.
>>ber<< We quit work at five.	Nekkni neffeɣ-d seg umahil ɣef tis semmuset.
>>ber<< We quit work at five.	Nekkni neffeɣ-d seg umahil ɣef tis 5:00.
>>ber<< We quit work at five.	Nekkenti neffeɣ-d seg umahil ɣef tis semmuset.
>>ber<< We quit work at five.	Nekkenti neffeɣ-d seg umahil ɣef tis 5:00.
>>ber<< We ran down the hill.	Nṣubb tiɣilt-nni d tazzla.
>>ber<< We rolled up the rug.	Nesskʷer taṛakna-nni.
>>ber<< We sang as we walked.	Necna mi nella nleḥḥu.
>>ber<< We see with our eyes.	Nettwali s tiṭṭawin-nneɣ.
>>ber<< We see with our eyes.	Nella nẓar s tiṭṭawin‑nneɣ.
>>ber<< We sell orange juice.	Nekkni nesnuzuy iẓem n ččina.
>>ber<< We sent for a doctor.	Nuzen-as i yimsujji ad d-yas.
>>ber<< We shouldn't ask why.	Awufan ur nesteqsay ara acimi.
>>ber<< We talked about boys.	Nessawel ɣef yilellac.
>>ber<< We talked about jobs.	Nessawel ɣef umahil.
>>ber<< We talked about work.	Nessawel ɣef umahil.
>>ber<< We think a lot alike.	Nettemcaba ḥawli deg uxemmem.
>>ber<< We visited Australia.	Nerza ɣef Ustṛalya.
>>ber<< We want an ambulance.	Nebɣa tamenḍayt.
>>ber<< We want to be strong.	Nebɣa ad nili nejhed.
>>ber<< We want to make sure.	Nebɣa ad netḥeqq.
>>ber<< We want to negotiate.	Nebɣa ad nemciweṛ.
>>ber<< We want to negotiate.	Nekkni nebɣa ad nemciweṛ.
>>ber<< We wanted to do more.	Nella nebɣa ad neg ugar.
>>ber<< We wanted to do more.	Nella neɣs ad neg ugar.
>>ber<< We went for a stroll.	Neffeɣ ad neddu cwiṭ.
>>ber<< We went for a stroll.	Neffeɣ ad neddu imik.
>>ber<< We went into a store.	Nudef ɣer yiwet n tḥanut.
>>ber<< We went to Australia.	Nedda ɣer Ustṛalya.
>>ber<< We went to bed early.	Nedda ad neṭṭes zik.
>>ber<< We went to the beach.	Nedda ɣer teftist.
>>ber<< We went to the dance.	Nedda ɣer tedrazt.
>>ber<< We went to the river.	Nedda ɣer wasif.
>>ber<< We were disappointed.	Nella nekba.
>>ber<< We were disappointed.	Nekba.
>>ber<< We were having lunch.	Nella nettett amekli.
>>ber<< We were in Australia.	Nella deg Ustṛalya.
>>ber<< We were real anxious.	Nella netqelleq s tidet.
>>ber<< We were under attack.	Neṭgen-d fell-aneɣ.
>>ber<< We work in a factory.	Nettmahal deg yiwet n tneɣraft.
>>ber<< We'll be eating soon.	Ur nettεeṭṭil ara ad nebdu učči.
>>ber<< We'll do what we can.	Ad neg ayen nezmer.
>>ber<< We'll eat on the way.	Ad necc deg webrid-nneɣ.
>>ber<< We'll find out later.	Ad nẓer sakkin.
>>ber<< We'll find out later.	Ad nẓer ticki.
>>ber<< We'll find something.	Ad d-naf kra.
>>ber<< We'll find the truth.	Ad d-naf tidet.
>>ber<< We'll need more time.	Rad nuser uggar n wakud.
>>ber<< We'll never find Tom.	Werǧin ad d-naf Tom.
>>ber<< We're a bit confused.	Ɛerqent-aɣ azuḥ.
>>ber<< We're a lot like you.	Nettcabi-ak ḥawli.
>>ber<< We're about your age.	Ad nili d tizzyiwin yid-k.
>>ber<< We're about your age.	Ad nili d tizzyiwin yid-m.
>>ber<< We're all right here.	Ur aɣ-yuɣ wara da.
>>ber<< We're at the airport.	Aql-aɣ deg unafag.
>>ber<< We're baking cookies.	La d-nessewway tikukiyin.
>>ber<< We're being childish.	Aql-aɣ am yigerdan.
>>ber<< We're being detained.	Aql-aɣ nettwaskurmet.
>>ber<< We're being followed.	La aɣ-ttḍafaren.
>>ber<< We're being followed.	Aql-aɣ nettwaḍfer.
>>ber<< We're being followed.	Aql-aɣ nettwaḍfer-d.
>>ber<< We're being paranoid.	Aql-aɣ d ifernuyanen.
>>ber<< We're being paranoid.	Aql-aɣ la nettxemmim s tfernuya.
>>ber<< We're coming at once.	Imir-a ad d-nas.
>>ber<< We're doing that now.	Tura i la nxeddem aya.
>>ber<< We're from Australia.	Nekkni seg Ustṛalya.
>>ber<< We're from Australia.	Nekkenti seg Ustṛalya.
>>ber<< We're in big trouble.	Aql-aneɣ deg wuguren d imeqqranen.
>>ber<< We're leaving Boston.	Aql-aɣ ad neddu seg Boston.
>>ber<< We're leaving Boston.	Aql-aɣ ad neffeɣ seg Boston.
>>ber<< We're leaving Boston.	Ad neddu seg Boston.
>>ber<< We're leaving Boston.	Ad neffeɣ seg Boston.
>>ber<< We're trying to help.	La nεerreḍ ad nεawen.
>>ber<< We're trying to work.	Aql-aɣ nɛerreḍ ad nmahel.
>>ber<< We're trying to work.	Aql-aɣ nettarem ad nmahel.
>>ber<< We're very efficient.	Nekkni d imellilen hullan.
>>ber<< We're waiting for it.	Aql-aɣ nettṛaju aya.
>>ber<< We've altered course.	Nessenfel tanila.
>>ber<< We've got work to do.	Nesɛa amahil.
>>ber<< We've got work to do.	Nla amahil.
>>ber<< We've got work to do.	Ɣer-neɣ amahil.
>>ber<< We've got work to do.	Yeṛja-aɣ umahil.
>>ber<< We've got work to do.	Yegguni-aɣ umahil.
>>ber<< We've got work to do.	Yegguni-aneɣ umahil.
>>ber<< We've improved a lot.	Neqqel nelha ḥawli.
>>ber<< Welcome to Australia.	Anṣuf ɣer Ustṛalya.
>>ber<< Welcome to Australia.	Anṣuf yes-wen ɣer Ustṛalya.
>>ber<< Welcome to Australia.	Anṣuf yes-k ɣer Ustṛalya.
>>ber<< Welcome to Australia.	Anṣuf yes-m ɣer Ustṛalya.
>>ber<< Welcome to Australia.	Anṣuf yes-went ɣer Ustṛalya.
>>ber<< Were you comfortable?	Tellid tufid iman-nnek?
>>ber<< Were you comfortable?	Tellid tufid iman-nnem?
>>ber<< Were you comfortable?	Telliḍ tufiḍ iman-nnek?
>>ber<< Were you comfortable?	Telliḍ tufiḍ iman-nnem?
>>ber<< Were you comfortable?	Tellam tufam iman-nwen?
>>ber<< Were you comfortable?	Tellamt tufamt iman-nwent?
>>ber<< Were you home at ten?	Telliḍ deg wexxam ɣef tis mraw?
>>ber<< Were you home at ten?	Telliḍ deg wexxam ɣef lɛecṛa?
>>ber<< Were you responsible?	Tellid d amasay?
>>ber<< Were you responsible?	Telliḍ d amasay?
>>ber<< Were you responsible?	Tellid d tamasayt?
>>ber<< Were you responsible?	Telliḍ d tamasayt?
>>ber<< Were you responsible?	Tellam d imasayen?
>>ber<< Were you responsible?	Tellamt d timasayin?
>>ber<< Were you responsible?	D kečč ay igan ayenni?
>>ber<< Were you responsible?	D kemm ay igan ayenni?
>>ber<< Were you responsible?	D kenwi ay igan ayenni?
>>ber<< Were you responsible?	D kennemti ay igan ayenni?
>>ber<< What are accessories?	D acu-ten yimerniyen?
>>ber<< What are their names?	Ismawen-nsen?
>>ber<< What are their names?	Ismawen-nsent?
>>ber<< What are you cooking?	D acu ay d-tessewwayed?
>>ber<< What are you cooking?	D acu ay d-tessewwayeḍ?
>>ber<< What are you cooking?	D acu ay d-tessewwayem?
>>ber<< What are you cooking?	D acu ay d-tessewwayemt?
>>ber<< What are you good at?	D acu umi telhid?
>>ber<< What are you good at?	D acu umi telhiḍ?
>>ber<< What are you reading?	Batta tellid tɛezzmed?
>>ber<< What are you reading?	D acu ay la teqqared?
>>ber<< What are you washing?	D acu i tettecliliḍ?
>>ber<< What are you wearing?	D acu ay aql-ak tersiḍ?
>>ber<< What did he tell you?	D acu ay ak-yenna?
>>ber<< What did he tell you?	D acu ay am-yenna?
>>ber<< What did he tell you?	D acu ay awen-yenna?
>>ber<< What did he tell you?	D acu ay awent-yenna?
>>ber<< What did they expect?	D acu ay llan ttṛajun?
>>ber<< What did they expect?	D acu ay llant ttṛajunt?
>>ber<< What did they expect?	D acu ay ɣilen ɛni?
>>ber<< What did they expect?	D acu ay ɣilent ɛni?
>>ber<< What did they expect?	D acu ay ḍemɛen ɛni?
>>ber<< What did they expect?	D acu ay ḍemɛent ɛni?
>>ber<< What did you ask Tom?	D acu ay as-tessutred i Tom?
>>ber<< What did you ask Tom?	D acu ay as-tessutrem i Tom?
>>ber<< What did you ask Tom?	D acu ay as-tessutremt i Tom?
>>ber<< What did you both do?	D acu ay tgam deg sin?
>>ber<< What did you both do?	D acu ay tgamt deg snat?
>>ber<< What did you call me?	Amek ay iyi-d-teɣrid?
>>ber<< What did you call me?	Amek ay iyi-d-teɣriḍ?
>>ber<< What did you do next?	D acu ay tgid, sakkin?
>>ber<< What did you do next?	D acu ay tgam, sakkin?
>>ber<< What did you do next?	D acu ay tgamt, sakkin?
>>ber<< What did you do next?	D acu ay tgid deffir waya?
>>ber<< What did you do next?	D acu ay tgam deffir waya?
>>ber<< What did you do next?	D acu ay tgamt deffir waya?
>>ber<< What did you do then?	Sakkin, d acu i txedmeḍ ?
>>ber<< What did you do then?	D acu ay tgid, sakkin?
>>ber<< What did you do then?	D acu ay tgam, sakkin?
>>ber<< What did you do then?	D acu ay tgamt, sakkin?
>>ber<< What did you get Tom?	D acu ay as-d-tewwid i Tom?
>>ber<< What did you get Tom?	D acu ay d-tewwim i Tom?
>>ber<< What did you get Tom?	D acu ay d-tewwimt i Tom?
>>ber<< What did you get Tom?	D acu ay as-d-tesɣid i Tom?
>>ber<< What did you get Tom?	D acu ay as-d-tesɣam i Tom?
>>ber<< What did you get Tom?	D acu ay as-d-tesɣamt i Tom?
>>ber<< What did you get Tom?	D acu ay as-d-tewwim i Tom?
>>ber<< What did you get Tom?	D acu ay as-d-tewwimt i Tom?
>>ber<< What did you give me?	D acu ay iyi-d-tefkid?
>>ber<< What did you give me?	D acu ay iyi-d-tefkam?
>>ber<< What did you give me?	D acu ay iyi-d-tefkamt?
>>ber<< What did you guys do?	D acu ay tgam, a imeddukal?
>>ber<< What did you guys do?	D acu ay tgamt, a timeddukal?
>>ber<< What did you just do?	D acu ay tgid imir-a kan?
>>ber<< What did you just do?	D acu ay tgam imir-a kan?
>>ber<< What did you just do?	D acu ay tgamt imir-a kan?
>>ber<< What do you feel now?	D acu akka a tettḥassaḍ tura?
>>ber<< What do you remember?	Ɣef wacu ay tecfid?
>>ber<< What do you remember?	Ɣef wacu ay tecfiḍ?
>>ber<< What do you remember?	Ɣef wacu ay tecfam?
>>ber<< What do you remember?	Ɣef wacu ay tecfamt?
>>ber<< What do you wish for?	D acu ay tettmenniḍ?
>>ber<< What does it involve?	D acu i yebɣa ad d-yini waya?
>>ber<< What else could I do?	D acu niḍen ara xedmeɣ?
>>ber<< What happens at 2:30?	D acu ara yeḍrun ɣef tis snat d uzgen?
>>ber<< What happens at 2:30?	D acu ara yeḍrun ɣef tis snat d kramraw?
>>ber<< What happens at 2:30?	D acu ara yeḍrun ɣef tis 2:30?
>>ber<< What he says is true.	Ayen ay d-yenna d tidet.
>>ber<< What is two plus two?	Sin rnu-asen sin, acḥal ara d-fken?
>>ber<< What is your address?	D acu-tt tensa-nnek?
>>ber<< What is your address?	D acu-tt tensa-nnem?
>>ber<< What is your address?	D acu-tt tensa-nwen?
>>ber<< What is your address?	D acu-tt tensa-nwent?
>>ber<< What keeps you going?	D acu ak-d-yettgen ifadden?
>>ber<< What keeps you going?	D acu am-d-yettgen ifadden?
>>ber<< What keeps you going?	D acu awen-d-yettgen ifadden?
>>ber<< What keeps you going?	D acu awent-d-yettgen ifadden?
>>ber<< What keeps you going?	D acu ay k-yettaǧǧan ad tkemmled?
>>ber<< What keeps you going?	D acu ay kem-yettaǧǧan ad tkemmled?
>>ber<< What keeps you going?	D acu ay ken-yettaǧǧan ad tkemmlem?
>>ber<< What keeps you going?	D acu ay kent-yettaǧǧan ad tkemmlemt?
>>ber<< What made you so mad?	D acu ay k-yesserfan akk anect-nni?
>>ber<< What made you so mad?	D acu ay kem-yesserfan akk anect-nni?
>>ber<< What made you so mad?	D acu ay ken-yesserfan akk anect-nni?
>>ber<< What made you so mad?	D acu ay kent-yesserfan akk anect-nni?
>>ber<< What made you so mad?	D acu ay k-yesserfan anect-nni akk?
>>ber<< What made you so mad?	D acu ay kem-yesserfan anect-nni akk?
>>ber<< What made you so mad?	D acu ay ken-yesserfan anect-nni akk?
>>ber<< What made you so mad?	D acu ay kent-yesserfan anect-nni akk?
>>ber<< What makes you angry?	D acu ay k-yesserfayen?
>>ber<< What makes you angry?	D acu ay kem-yesserfayen?
>>ber<< What makes you angry?	D acu ay ken-yesserfayen?
>>ber<< What makes you angry?	D acu ay kent-yesserfayen?
>>ber<< What month is it now?	D acu n wayyur ideg nella tura?
>>ber<< What shall we do now?	D acu i ilaq ad nexdem tura?
>>ber<< What was Boston like?	Amek ay tella Boston?
>>ber<< What was Tom wearing?	D acu ay yella yersa Tom?
>>ber<< What was in that bag?	D acu i yellan deg tculliḍt-nni?
>>ber<< What were you eating?	D acu ay tellid tettetted?
>>ber<< What were you eating?	D acu ay tellam tettettem?
>>ber<< What were you eating?	D acu ay tellamt tettettemt?
>>ber<< What will you do now?	D acu ara tged imir-a?
>>ber<< What will you do now?	D acu ara tgem imir-a?
>>ber<< What will you do now?	D acu ara tgemt imir-a?
>>ber<< What you say is true.	Ayen ay d-tenniḍ d tidet.
>>ber<< What you say is true.	Ayen ay d-tenniḍ iṣeḥḥa.
>>ber<< What you say is true.	Ayen ay d-tennam d tidet.
>>ber<< What you say is true.	Ayen ay d-tennamt d tidet.
>>ber<< What'll you do there?	D acu ara tged din?
>>ber<< What'll you do there?	D acu ara tgem din?
>>ber<< What'll you do there?	D acu ara tgemt din?
>>ber<< What're you drinking?	D acu ay la tettessed?
>>ber<< What're you drinking?	D acu ay la tettessem?
>>ber<< What're you drinking?	D acu ay la tettessemt?
>>ber<< What's bothering you?	D acu ay k-iceɣben?
>>ber<< What's bothering you?	D acu ay kem-iceɣben?
>>ber<< What's going on here?	D acu akka ay la iḍerrun da?
>>ber<< What's happening now?	D acu akka ara iḍerrun tura?
>>ber<< What's mine is yours.	Ayla-inu d ayla-nnek.
>>ber<< What's mine is yours.	Ayla-inu d ayla-nnem.
>>ber<< What's mine is yours.	Ayla-inu d ayla-nwen.
>>ber<< What's mine is yours.	Ayla-inu d ayla-nwent.
>>ber<< What's my assignment?	D acu-tt tuɣdaḍt-iw?
>>ber<< What's on the agenda?	D acu ay yellan deg tesmektayt?
>>ber<< What's on your plate?	D acu yellan deg uḍebsi-inek?
>>ber<< What's that building?	D acu-t uzadaɣ-inna?
>>ber<< What's that building?	D acu-t waṣuk-inna?
>>ber<< What's their problem?	D acu-t wugur-nsen?
>>ber<< What's their problem?	D acu-t wugur-nsent?
