>>tgl<< Run.	Takbo.
>>tgl<< He grinned broadly at us.	Ngumiti siyang malapad sa amin.
>>tgl<< He is wearing sunglasses.	May suot siyang sunglasses.
>>tgl<< He likes science fiction.	Gusto niya ang siyensiyang piksiyon.
>>tgl<< He looked me in the face.	Tiningnan niya ako sa mukha.
>>tgl<< He loves science fiction.	Mahal niya ang siyensiyang piksiyon.
>>tgl<< He signaled them to stop.	Sinenyasan niya silang tumigil.
>>tgl<< He told me where to shop.	Sinabi niya sa akin kung saan mamalengke.
>>tgl<< He wants to see us again.	Gusto niya tayong makita ulit.
>>tgl<< He was knee-deep in snow.	Hanggang sa tuhod siya nang isnow.
>>tgl<< He was then a boy of ten.	Noon ay sampung taong gulang lang siya.
>>tgl<< He was very busy all day.	Talagang bisi siya buong araw.
>>tgl<< He will be back tomorrow.	Babalik siya bukas.
>>tgl<< He wore a light blue tie.	Maputlang asul na kurbata ang sinuot niya.
>>tgl<< Help me lift the package.	Tulungan mo akong buhatin ang paketeng ito.
>>tgl<< How did you open the box?	Paano mo binuksan ang kahon?
>>tgl<< How did you open the box?	Paano mo nabuksan ang kahon?
>>tgl<< How does this soup taste?	Paano ang lasa ng sopas?
>>tgl<< How long is the stopover?	Gaano katagal ang istap-ober?
>>tgl<< How many plums are there?	Ilang sirwelas ang nandiyan?
>>tgl<< How often do you see her?	Gaano kadalas mo siyang nakikita?
>>tgl<< Hunger is the best sauce.	Ang gútom ang pinakamagaling na salsa.
>>tgl<< I admit that he is right.	Inaamin kong tama siya.
>>tgl<< I brought you some lunch.	Nagdala ako ng pananghalian.
>>tgl<< I can't live without her.	Hindi ako mabubuhay kung wala siya.
>>tgl<< I can't live without him.	Hindi ako mabubuhay kung wala siya.
>>tgl<< I can't live without you.	Hindi ako mabubuhay kung wala ka.
>>tgl<< I chose the wrong answer.	Pinili ko ang maling sagot.
>>tgl<< I couldn't open the door.	Hindi ko nabuksan ang pinto.
>>tgl<< I did everything I could.	Ginawa ko ang lahat ng makakaya ko.
>>tgl<< I didn't do it very well.	Hindi ko nagawa iyon ng mabuti.
>>tgl<< I didn't know who he was.	Hindi ko nalaman kung sino siya.
>>tgl<< I don't believe in karma.	Hindi ako naniniwala sa karma.
>>tgl<< I don't want to lie down.	Ayokong humiga.
>>tgl<< I heard someone knocking.	May narinig akong tumutuktok.
>>tgl<< I know what's in the box.	Alam ko kung anong nasa loob ng kahon.
>>tgl<< I provided him with food.	Nag-alay ako ng pagkain para sa kanya.
>>tgl<< I read a book last night.	Nagbasa ako ng aklat kagabi.
>>tgl<< I read a book last night.	Kagabi, nagbasa ako ng aklat.
>>tgl<< I saw her clean the room.	Nakita ko siyang naglinis ng kuwarto.
>>tgl<< I take the bus to school.	Nagbubus akong paeskuwela.
>>tgl<< I think it's a good idea.	Isip kong magaling na ideya.
>>tgl<< I waited for ten minutes.	Naghintay ako ng sampung minuto.
>>tgl<< I walked toward the park.	Naglakad ako papunta sa parke.
>>tgl<< I want to be your friend.	Gusto kitang maging kaibigan.
>>tgl<< I will go to the meeting.	Pupunta ako sa meeting.
>>tgl<< I won't answer questions.	Hindi ako sasagot sa mga tanong.
>>tgl<< I wonder why he did that.	Bakit kaya niya ginawa iyon?
>>tgl<< I'm a computer scientist.	Ako'y dalub-agham sa kompyuter.
>>tgl<< I'm going to take a bath.	Maliligo na ako.
>>tgl<< I'm only thinking of you.	Iniisip ko lamang ikaw.
>>tgl<< I'm running out of ideas.	Wala na akong maisip.
>>tgl<< Is Tom still seeing Mary?	Nakikipagkita pa ba si Tom kay Mary?
>>tgl<< Is it this hot every day?	Ganito ba kainit araw-araw?
>>tgl<< Is that why you hired me?	Iyan ba kung bakit mo ako inupahan?
>>tgl<< It isn't going to happen.	Hindi ito mangyayari.
>>tgl<< It's a quote from a book.	Sipi iyon na galing sa libro.
>>tgl<< It's not going to happen.	Hindi ito mangyayari.
>>tgl<< It's six o'clock already.	Alas 6 na.
>>tgl<< Let's just hope it works.	Umasa tayong aandar siya.
>>tgl<< Let's leave it up to him.	Bahala na siya.
>>tgl<< May I have this magazine?	Puwede bang akin na itong magasin?
>>tgl<< My dog is always barking.	Laging tumatahol ang aso ko.
>>tgl<< No one will hold us back.	Walang pipigil sa atin.
>>tgl<< One of us has to do this.	Isa sa atin ang dapat gagawa nito.
>>tgl<< Perhaps Tom can help you.	Baka matulungan ka ni Tom.
>>tgl<< Plants die without water.	Namamatay ang halaman nang walang tubig.
>>tgl<< Please speak more loudly.	Pakilaksan ang pagsasalita, nga.
>>tgl<< Sharks are good swimmers.	Magaling tagalangoy ang pating.
>>tgl<< She doesn't need to work.	Hindi niya kailangang magtrabaho.
>>tgl<< She is brushing her hair.	Nagsusuklay siya ng kaniyang buhok.
>>tgl<< She read one poem to him.	Binasa niya ang isang tula sa kanya.
>>tgl<< She sang better than him.	Mas maganda ang pagkanta niya kaysa sa kanya.
>>tgl<< She showed him the photo.	Pinakita niya sa kanya ang larawan.
>>tgl<< She suddenly fell silent.	Bigla siyang tumahimik.
>>tgl<< She took him to the lake.	Dinala niya siya sa lawa.
>>tgl<< She went down the stairs.	Bumaba siya ng hagdan.
>>tgl<< Shut the door behind you.	Sarhan mo ang pinto sa likod mo.
>>tgl<< Sugar dissolves in water.	Natutunaw ang asukal sa tubig.
>>tgl<< Take as many as you want.	Kumuha ka lang.
>>tgl<< Tell me when you're done.	Sabihin mo sa akin kung tapos ka na.
>>tgl<< That's all I need to say.	Iyan lamang ang kailangan kong sabihin.
>>tgl<< That's for you to decide.	Ikaw na ang magdedesiyon niyan.
>>tgl<< The bell hasn't rung yet.	Di pa kumalembang ang kampana.
>>tgl<< The bills keep piling up.	Nagpapatong-patong ang mga bayarin.
>>tgl<< The desk is made of wood.	Gawa sa kahoy ang pupitre.
>>tgl<< The forest is very thick.	Talagang makapal ang gubat.
>>tgl<< The ice cream is melting.	Natutunaw ang ayskrim.
>>tgl<< The museum is closed now.	Sarado na ang museo.
>>tgl<< These things aren't mine!	Di akin ang mga ito.
>>tgl<< They did not clap for us.	Di sila pumalakpak para sa atin.
>>tgl<< They did not clap for us.	Di sila pumalakpak para sa amin.
>>tgl<< They did the right thing.	Ginawa nila ang tama.
>>tgl<< They put the blame on me.	Ako ang sinisi nila.
>>tgl<< They set out on a picnic.	Umalis sila para magpiknik.
>>tgl<< They vacationed together.	Magkasama silang nagbakasyon.
>>tgl<< They want to become rich.	Gusto nilang yumaman.
>>tgl<< They want to become rich.	Nais nilang yumaman.
>>tgl<< This book is about stars.	Tungkol sa mga bituwin itong libro.
>>tgl<< This book is about stars.	Tungkol sa mga estrelya itong libro.
>>tgl<< This book is about stars.	Tungkol sa mga tala itong aklat.
>>tgl<< This book is about stars.	Tungkol sa mga bituin itong aklat.
>>tgl<< This book is about stars.	Itong libro'y tungkol sa mga bituin.
>>tgl<< This movie is just great.	Talagang mahusay ang sine.
>>tgl<< Tom and I became friends.	Si Tom at ako ay naging magkaibigan.
>>tgl<< Tom chose the wrong path.	Pinili ni Tom ang maling landas.
>>tgl<< Tom did what he was told.	Ginawa ni Tomas ang sinabi sa kanya.
>>tgl<< Tom fell asleep in class.	Nakatulog si Tom sa klase.
>>tgl<< Tom glanced at his watch.	Sinulyapan ni Tom ang relo niya.
>>tgl<< Tom is going to the bank.	Papunta sa bangko si Tomas.
>>tgl<< Tom is here in Australia.	Si Tom ay nandito sa Australia.
>>tgl<< Tom is watching the news.	Nanonood ng balita si Tom.
>>tgl<< Tom lied about his grade.	Nagsinungaling si Tom tungkol sa kanyang grado.
>>tgl<< Tom took out the garbage.	Nilabas ni Tomas ang basura.
>>tgl<< We are worried about you.	Nagwowori kami sa inyo.
>>tgl<< We have run out of cream.	Naubusan tayo ng krema.
>>tgl<< We need some more coffee.	Kailangan pa natin ng kape.
>>tgl<< We watched TV last night.	Nanood kami ng TV kagabi.
>>tgl<< We've got a lot of water.	Marami tayong tubig.
>>tgl<< What are you going to do?	Anong gagawin mo?
>>tgl<< What have you been doing?	Anong ginagawa mo?
>>tgl<< What were you doing, Tom?	Anong ginawa mo, Tom?
>>tgl<< Where were you yesterday?	Nasaan ka kahapon?
>>tgl<< Who gave you this wallet?	Sino bumigay ng pitaka ito?
>>tgl<< Who's the new head coach?	Sino ang bagong pinunong tagasanay?
>>tgl<< Why don't you believe us?	Bakit hindi ka maniwala sa amin?
>>tgl<< Wouldn't you like to eat?	Di mo ba gustong kumain?
>>tgl<< You must act more wisely.	Dapat kumilos ka nang mas paham.
>>tgl<< You're not young anymore.	Hindi ka na bata.
>>tgl<< Your room number, please.	Ang numero ng kuwarto ninyo, po.
>>tgl<< "Who was there?" "Nobody."	"Sino ang nandoon?" "Walang tao."
>>tgl<< A horse can run very fast.	Nakakatakbong mabilis ang kabayo.
>>tgl<< Anyway, you'll never know.	Anuman ang mangyari, hindi mo malalaman.
>>tgl<< Anyway, you'll never know.	Kung sabagay, di-kailanman mo maaalaman.
>>tgl<< Are you free this weekend?	Libre ka ba nitong wik-end?
>>tgl<< Bread is baked in an oven.	Nagtitinapay sa hurno.
>>tgl<< Bring the water to a boil.	Pakuluan ang tubig.
>>tgl<< Can you unjam the printer?	Puwede mo bang alisin ang bara sa printer?
>>tgl<< Children like fruit juice.	Gusto ng mga bata ang frut dyus.
>>tgl<< Did you read what I wrote?	Binasa mo ba iyong sinulat ko?
>>tgl<< Do you know how to use it?	Alam mo ba kung paano ito gamitin?
>>tgl<< Do you remember this game?	Naaalaala mo ba itong laro?
>>tgl<< Do you want a little cake?	Gusto mo ng kaunting keyk?
>>tgl<< Does Tom have a house now?	May bahay na ba si Tom ngayon?
>>tgl<< Everyone likes big pizzas.	Gusto ng lahat ang malalaking pizza.
>>tgl<< Happiness can't be bought.	Di mabibili ang kaligayahan.
>>tgl<< Have you seen my passport?	Nakita mo ba ang pasaporte ko?
>>tgl<< He agrees with my opinion.	Sumasangayon siya sa aking opinyon.
>>tgl<< He came back before eight.	Bumalik siya bago mag-alas otso.
>>tgl<< He can run faster than me.	Mas mabilis siyang tumakbo kaysa sa akin.
>>tgl<< He got good marks in math.	Magaling ang marka niya sa matematika.
>>tgl<< He grew up to be a doctor.	Lumaki siyang naging doktor.
>>tgl<< He is a little over forty.	Lampas lang siya ng kuwarenta anyos.
>>tgl<< He is interested in music.	Interesado siya sa musika.
>>tgl<< He likes playing football.	Mahilig siyang maglaro ng football.
>>tgl<< Her heart was full of joy.	Ang puso niya'y puno nang kaligayahan.
>>tgl<< How many colors are there?	Ilan ang mga kulay?
>>tgl<< I am able to read English.	Nakakapagbasa ako ng Ingles.
>>tgl<< I asked where he had been.	Itinanong ko kung saan siya pumunta.
>>tgl<< I can see it in your eyes.	Nakikita ko sa mata mo.
>>tgl<< I can't explain it either.	Di ko rin maipaliwanag.
>>tgl<< I can't get the door open.	Hindi ko mabuksan ang pinto.
>>tgl<< I can't live without a TV.	Hindi ako mabubuhay nang walang telebisyon.
>>tgl<< I can't remember his name.	Hindi ko maalala ang pangalan niya.
>>tgl<< I can't remember his name.	Hindi ko matandaan ang pangalan niya.
>>tgl<< I don't care what he does.	Wala akong pakialam kung anong gawin niya.
>>tgl<< I don't know who they are.	Hindi ko alam kung sino sila.
>>tgl<< I don't want to live here.	Ayaw kong manirahan dito.
>>tgl<< I feel like taking a walk.	Parang gusto kong maglakad-lakad.
>>tgl<< I go home early every day.	Maaga akong umuwi bawat araw.
>>tgl<< I haven't finished eating.	Hindi pa ako natatapos kumain.
>>tgl<< I like this color as well.	Gusto ko rin itong kulay.
>>tgl<< I like to play with words.	Gusto kong maglaro ng mga salita.
>>tgl<< I like traveling by train.	Gusto kong magbiyaheng nakatren.
>>tgl<< I read The New York Times.	Binasa ko ang New York Times.
>>tgl<< I read The New York Times.	Nagbabasa ako ng New York Times.
>>tgl<< I saw him after ten years.	Nakita ko siya pagkalipas ng sampung taon.
>>tgl<< I saw you with a tall boy.	Nakita kitang may kasamang matangkad na lalaki.
>>tgl<< I should ask, shouldn't I?	Dapat magtanong ako, di ba?
>>tgl<< I stopped drinking coffee.	Tumigil ako sa pag-iinom ng kape.
>>tgl<< I think we can avoid that.	Sa palagay ko ay maiiwasan natin iyon.
>>tgl<< I told you I didn't do it.	Sinabi ko sa iyo hindi ko ginawa iyon.
>>tgl<< I understand how you feel.	Naiintindihan ko ang pakiramdam mo.
>>tgl<< I want to be in your plan.	Gusto kong ako'y maging nasa plano mo.
>>tgl<< I was told to contact you.	Sinabihan ako na makipag-ugnayan sa iyo.
>>tgl<< I went to a haunted house.	Pumunta ako sa nimumultong bahay.
>>tgl<< I'd love to see the movie.	Gusto kong mapanood ang pelikula.
>>tgl<< I'm not yet a millionaire.	Hindi pa ako milyonaryo.
>>tgl<< I'm often only half-awake.	Malimit na ako'y kalahating gising lamang.
>>tgl<< I'm very happy to see you.	Masayang masaya ako na makita kita.
>>tgl<< I've discovered the truth.	Nadiskubre ko ang katotohanan.
>>tgl<< If you don't eat, you die.	Kung di ka kumain, mamamatay ka.
>>tgl<< It doesn't make any sense.	Wala itong katuturan.
>>tgl<< It hardly ever rains here.	Bihira lang umulan dito.
>>tgl<< It has become much warmer.	Mas mainit-init na.
>>tgl<< It may rain at any moment.	Maaaring umulan anumang oras.
>>tgl<< It seems he's still alive.	Parang buhay pa siya.
>>tgl<< It's almost midnight here.	Halos hatinggabi na dito.
>>tgl<< It's totally dark outside.	Talagang madilim sa labas.
>>tgl<< Little remains to be done.	Kaunti na lang ang kailangang gawin.
>>tgl<< May I borrow your bicycle?	Puwede ko bang hiramin ang bisikleta mo?
>>tgl<< Part of the roof fell off.	Ang bahagi ng bubong ay nahulog.
>>tgl<< Please tell me when to go.	Pakisabi sa akin kung kailan pupunta.
>>tgl<< She denied having met him.	Tinanggi niyang natagpo niya siya.
>>tgl<< She has an eye for beauty.	May mata siya para sa kagandahan.
>>tgl<< She pulled her sweater on.	Hinila niyang pataklob ang sweater niya.
>>tgl<< Speak more slowly, please.	Pakibagalan niyo po ang inyong pagsasalita.
>>tgl<< Speak more slowly, please.	Dahan-dahan magsalita, nga!
>>tgl<< Suddenly it began to rain.	Biglang umulan.
>>tgl<< Suddenly, it became noisy.	Biglang naging maingay.
>>tgl<< The station is pretty far.	Medyo malayo ang estasyon.
>>tgl<< The train arrived on time.	Ang tren ay dumating sa tamang oras.
>>tgl<< Their daughter is a nurse.	Nars ang anak nilang babae.
>>tgl<< There are almost no books.	Halos walang mga libro.
>>tgl<< There is no TV in my room.	Walang TV sa kuwarto ko.
>>tgl<< They elected him chairman.	Hinalal nila siyang chairman.
>>tgl<< They fought until the end.	Nag-away sila hanggang sa katapusan.
>>tgl<< This box is full of books.	Puno ng aklat itong kahon.
>>tgl<< This desk is made of wood.	Gawa sa kahoy itong sulatan.
>>tgl<< Tom and Mary are geniuses.	Tom at Mary ay mga henyo.
>>tgl<< Tom doesn't like weddings.	Ayaw ni Tom ng mga kasalan.
>>tgl<< Tom drank a cup of coffee.	Uminom ng tasang kape si Tomas.
>>tgl<< Tom is facing a challenge.	Humaharap ng hamon si Tom.
>>tgl<< Tom likes science fiction.	Gusto ni Tomas ang siyensiyang piksiyon.
>>tgl<< Tom loves science fiction.	Mahal ni Tomas ang siyensiyang piksiyon.
>>tgl<< Tom must be really stupid.	Tanga talaga siguro si Tom.
>>tgl<< We are having a good time.	Nagkakasayihan kami.
>>tgl<< We bought the man's house.	Binili namin ang bahay ng mama.
>>tgl<< We bought the man's house.	Binili natin ang bahay ng mama.
>>tgl<< We had a party last night.	May parti kami kagabi.
>>tgl<< We kept quiet in the room.	Nanahimik kami sa silid.
>>tgl<< We're going to come again.	Babalik kami muli.
>>tgl<< What about his girlfriend?	Ano naman ang kasintahan niya?
>>tgl<< What did Tom say about me?	Anong sinabi ni Tom tungkol sa akin?
>>tgl<< What did you do yesterday?	Anong ginawa mo kahapon?
>>tgl<< What happened to our food?	Anong nangyari sa pagkain natin?
>>tgl<< What were you doing there?	Anong ginawa mo doon?
>>tgl<< Whatever she says is true.	Anumang sinasabi niya'y totoo.
>>tgl<< When can we eat, I wonder.	Kailan tayo kakain, kaya.
>>tgl<< Where is the nearest bank?	Saan ang pinakamalapit na bangko dito?
>>tgl<< Which shoes are too small?	Aling sapatos ang napakaliit?
>>tgl<< Why are you staring at me?	Bakit mo ako tinititigan?
>>tgl<< Why don't you believe Tom?	Bakit hindi ka maniwala kay Tom?
>>tgl<< You know I don't eat meat.	Alam mo hindi ako kumakain ng karne.
>>tgl<< You must do as I tell you.	Sumunod ka sa sasabihin ko.
>>tgl<< You'd better not go there.	Mas magaling na huwag mong puntahan iyon.
>>tgl<< You've given me your cold.	Nahawa ako sa sipon mo.
>>tgl<< Your house needs painting.	Kailangan ng pintura ng bahay mo.
>>tgl<< "Where's Tom?" "In Boston."	"Saan ni Tom?" "Sa Boston."
>>tgl<< Almost no one believed him.	Halos walang naniwala sa kanya.
>>tgl<< Bad weather is no obstacle.	Ang hindi magandang panahon ay hindi hadlang.
>>tgl<< Can I borrow this umbrella?	Pwede ko bang hiramin itong payong?
>>tgl<< Can I speak to Tom, please?	Maaari ko bang makausap si Tom?
>>tgl<< Can you find your way home?	Alam mo ba ang daan pauwi sa inyo?
>>tgl<< Did you receive the letter?	Natanggap mo na ba ang sulat?
>>tgl<< Do you drink tea or coffee?	Umiinom ka ba ng tsa, o kape?
>>tgl<< Do you prefer meat or fish?	Alin ang mas gusto mo, ang ulam, o ang isda?
>>tgl<< Do you really want to know?	Gusto mo talagang malaman?
>>tgl<< Do you really want to know?	Gusto mo talagang maalaman?
>>tgl<< Do you want to take a look?	Gusto mo bang tignan?
>>tgl<< Do your homework right now.	Gawin mo na ang takdang-aralin mo.
>>tgl<< Don't pick on younger kids.	Huwag kang pumatol sa mas bata sa iyo.
>>tgl<< Don't spend too much money.	Huwag gumastos ng maraming pera.
>>tgl<< Everyone looked at my feet.	Tumingin ang lahat sa aking mga paa.
>>tgl<< Everything is all arranged.	Handa na ang lahat.
>>tgl<< Have you ever seen a koala?	Nakakita ka na ba ng koala?
>>tgl<< Have you had breakfast yet?	Nag almusal ka na ba?
>>tgl<< He invited me to his house.	Inimbitahan nya ako sa kanyang bahay.
>>tgl<< He is an artist in a sense.	Sa isang sens, artista siya.
>>tgl<< He is hunted by the police.	Pinaghahahanap siya ng mga pulis.
>>tgl<< He painted his bicycle red.	Pininturahan niya ang bisikleta niyang pula.
>>tgl<< He smiled and said goodbye.	Ngumiti siya, tapos nagpaalam.
>>tgl<< He studies Chinese as well.	Nag-aaral din siya ng Intsik.
>>tgl<< He wants to sing old songs.	Gusto niyang kumanta ng mga lumang kanta.
>>tgl<< He's a high school student.	Hayskul na estudyante siya.
>>tgl<< He's definitely not coming.	Talagang di siya paparini.
>>tgl<< He's writing a long letter.	Nagsusulat siya ng mahabang liham.
>>tgl<< How about going to a movie?	Ano kaya kung pumunta sa sine?
>>tgl<< How about some more coffee?	Gusto pa ninyo ng kape?
>>tgl<< How much money do you want?	Magkano ang kailangan mo?
>>tgl<< I advised him not to drive.	Pinaalala ko siyang huwag magmaneho.
>>tgl<< I am just going for a walk.	Maglalakad-lakad lang ako.
>>tgl<< I couldn't really hear Tom.	Hindi ko talaga marinig si Tom.
>>tgl<< I didn't want to come here.	Di ko gustong pumarini.
>>tgl<< I didn't want to play golf.	Ayaw ko maglaro ng golf.
>>tgl<< I don't see any difference.	Di ko kita ang kaibahan.
>>tgl<< I had intended to go there.	Balak kong pumaroon.
>>tgl<< I have math homework today.	Mayroon akong takdang-aralin para sa math ngayon.
>>tgl<< I have to go to the toilet.	Kailangan kong gumamit ng palikuran.
>>tgl<< I haven't eaten supper yet.	Hindi pa ako kumakain ng hapunan.
>>tgl<< I haven't touched anything.	Wala pa akong hinahawakan na anumang bagay.
>>tgl<< I know where he comes from.	Alam ko kung saan siya nanggaling.
>>tgl<< I left my phone in the car.	Naiwan ko ang aking telepono sa sasakyan.
>>tgl<< I like to travel by myself.	Gusto kong magbiyahe nang magsarili.
