>>ukr<< Go.	Йди.
>>ukr<< Come in for a minute.	Зайди на хвилинку.
>>ukr<< Come in for a minute.	Зайдіть на хвилинку.
>>ukr<< Come on, get serious.	Ну ж бо, давай серйозно.
>>ukr<< Come sit by the fire.	Йди сядь біля вогнища.
>>ukr<< Cotton absorbs water.	Бавовна абсорбує воду.
>>ukr<< Could I borrow a pen?	Можна мені позичити ручку?
>>ukr<< Could we have a fork?	Можна нам виделку?
>>ukr<< Could you be quieter?	Чи не могли би ви поводитися тихіше?
>>ukr<< Could you be quieter?	Чи не міг би ти поводитися тихіше?
>>ukr<< Could you scoot over?	Ти не могла би посунитися?
>>ukr<< Cut your fingernails.	Підстрижи нігті.
>>ukr<< Death is inescapable.	Смерть неминуча.
>>ukr<< Did I miss something?	Чи я щось пропустив?
>>ukr<< Did I miss something?	Я щось випустив?
>>ukr<< Did I miss the party?	Я пропустив вечірку?
>>ukr<< Did I miss the party?	Я пропустила вечірку?
>>ukr<< Did I really do that?	Я це насправді зробив?
>>ukr<< Did I really do that?	Я це насправді зробила?
>>ukr<< Did Tom forgive Mary?	Том пробачив Мері?
>>ukr<< Did Tom really dance?	Том насправді танцював?
>>ukr<< Did Tom say anything?	Том що-небудь сказав?
>>ukr<< Did Tom talk to Mary?	Том говорив з Мері?
>>ukr<< Did Tom talk to Mary?	Том поговорив з Мері?
>>ukr<< Did Tom threaten you?	Том тобі погрожував?
>>ukr<< Did Tom threaten you?	Том вам погрожував?
>>ukr<< Did Tom wait for you?	Том почекав на тебе?
>>ukr<< Did Tom wait for you?	Том почекав на вас?
>>ukr<< Did Tom wait for you?	Том на тебе чекав?
>>ukr<< Did Tom wait for you?	Том на вас чекав?
>>ukr<< Did Tom yell at Mary?	Том кричав на Мері?
>>ukr<< Did anybody hear you?	Тебе хтось чув?
>>ukr<< Did anybody hear you?	Вас хтось чув?
>>ukr<< Did anybody help you?	Тобі хтось допоміг?
>>ukr<< Did anybody help you?	Вам хтось допоміг?
>>ukr<< Did anyone phone you?	Тобі хтось телефонував?
>>ukr<< Did anyone phone you?	Вам хтось телефонував?
>>ukr<< Did somebody hit you?	Тебе хтось ударив?
>>ukr<< Did somebody hit you?	Вас хтось ударив?
>>ukr<< Did something happen?	Щось трапилось?
>>ukr<< Did something happen?	Щось трапилося?
>>ukr<< Did something happen?	Щось сталося?
>>ukr<< Did this just happen?	Це щойно сталося?
>>ukr<< Did this just happen?	Це щойно трапилося?
>>ukr<< Did you ask Mary out?	Ти запросив Мері на побачення?
>>ukr<< Did you ask Mary out?	Ти запросила Мері на побачення?
>>ukr<< Did you ask Mary out?	Ви запросили Мері на побачення?
>>ukr<< Did you behave today?	Ти сьогодні добре поводився?
>>ukr<< Did you behave today?	Ти сьогодні добре поводилася?
>>ukr<< Did you behave today?	Ви сьогодні добре поводилися?
>>ukr<< Did you bring coffee?	Ти приніс каву?
>>ukr<< Did you bring coffee?	Ви принесли кави?
>>ukr<< Did you buy a turtle?	Ти купив черепаху?
>>ukr<< Did you buy a turtle?	Ти купила черепаху?
>>ukr<< Did you buy a turtle?	Ти купив черепашку?
>>ukr<< Did you buy a turtle?	Ти купила черепашку?
>>ukr<< Did you buy anything?	Ти щось купив?
>>ukr<< Did you buy anything?	Ти щось купила?
>>ukr<< Did you buy anything?	Ви щось купили?
>>ukr<< Did you buy tomatoes?	Ви купили помідори?
>>ukr<< Did you buy tomatoes?	Ти купив помідори?
>>ukr<< Did you buy tomatoes?	Ти купила помідори?
>>ukr<< Did you get promoted?	Тебе підвищили?
>>ukr<< Did you get up early?	Ти встав рано?
>>ukr<< Did you get up early?	Ти встала рано?
>>ukr<< Did you get up early?	Ви встали рано?
>>ukr<< Did you go to Boston?	Ти їздив до Бостона?
>>ukr<< Did you go to Boston?	Ти їздила до Бостона?
>>ukr<< Did you go to Boston?	Ви їздили до Бостона?
>>ukr<< Did you kiss anybody?	Ти когось цілував?
>>ukr<< Did you kiss anybody?	Ти когось цілувала?
>>ukr<< Did you kiss anybody?	Ти когось поцілував?
>>ukr<< Did you kiss anybody?	Ти когось поцілувала?
>>ukr<< Did you kiss anybody?	Ви когось цілували?
>>ukr<< Did you kiss anybody?	Ви когось поцілували?
>>ukr<< Did you lock the car?	Ти замкнув машину?
>>ukr<< Did you lock the car?	Ти замкнула машину?
>>ukr<< Did you lock the car?	Ви замкнули машину?
>>ukr<< Did you question Tom?	Ти допитав Тома?
>>ukr<< Did you question Tom?	Ти допитала Тома?
>>ukr<< Did you question Tom?	Ви допитали Тома?
>>ukr<< Did you really do it?	Ти насправді це зробив?
>>ukr<< Did you really do it?	Ти насправді це зробила?
>>ukr<< Did you really do it?	Ви насправді це зробили?
>>ukr<< Did you see a doctor?	Ти був у лікаря?
>>ukr<< Did you see a doctor?	Ви були у лікаря?
>>ukr<< Did you see a doctor?	Ти була у лікаря?
>>ukr<< Did you see anything?	Ти щось бачив?
>>ukr<< Did you see anything?	Ви щось бачили?
>>ukr<< Did you see the kids?	Ти бачив дітей?
>>ukr<< Did you see the kids?	Ти бачила дітей?
>>ukr<< Did you see the kids?	Ви бачили дітей?
>>ukr<< Did you sleep at all?	Ти взагалі спав?
>>ukr<< Did you sleep at all?	Ти взагалі спала?
>>ukr<< Did you sleep at all?	Ви взагалі спали?
>>ukr<< Did you speak at all?	Ти взагалі говорив?
>>ukr<< Did you speak at all?	Ти взагалі говорила?
>>ukr<< Did you speak at all?	Ви взагалі говорили?
>>ukr<< Did you speak to Tom?	Ти поговорив із Томом?
>>ukr<< Did you speak to Tom?	Ти поговорила з Томом?
>>ukr<< Did you speak to Tom?	Ви поговорили з Томом?
>>ukr<< Did you speak to Tom?	Ти говорив із Томом?
>>ukr<< Did you speak to Tom?	Ти говорила з Томом?
>>ukr<< Did you speak to Tom?	Ви говорили з Томом?
>>ukr<< Did you threaten Tom?	Ти погрожував Тому?
>>ukr<< Did you threaten Tom?	Ти погрожувала Тому?
>>ukr<< Did you threaten Tom?	Ви погрожували Тому?
>>ukr<< Did you win the race?	Ти переміг на перегонах?
>>ukr<< Did you win the race?	Ви перемогли на перегонах?
>>ukr<< Didn't I tell you so?	Хіба я тобі цього не казав?
>>ukr<< Didn't I tell you so?	А я тобі цього не казав?
>>ukr<< Didn't I tell you so?	А я тобі цього не казала?
>>ukr<< Didn't I tell you so?	Хіба я тобі цього не казала?
>>ukr<< Didn't I tell you so?	Хіба я вам цього не казав?
>>ukr<< Didn't I tell you so?	Хіба я вам цього не казала?
>>ukr<< Didn't I tell you so?	А я вам цього не казала?
>>ukr<< Didn't I tell you so?	А я вам цього не казав?
>>ukr<< Didn't you know that?	А ти не знав?
>>ukr<< Didn't you know that?	Ти цього не знав?
>>ukr<< Didn't you know that?	Ви цього не знали?
>>ukr<< Didn't you know that?	Ти цього не знала?
>>ukr<< Digging is hard work.	Копати — важка праця.
>>ukr<< Dinner was delicious.	Вечеря була смачною.
>>ukr<< Do I have to pay you?	Я маю тобі заплатити?
>>ukr<< Do I have to pay you?	Я маю вам платити?
>>ukr<< Do I need to do that?	Мені потрібно це зробити?
>>ukr<< Do Tom and Mary know?	Том та Мері знають?
>>ukr<< Do come and visit us.	Обов'язково приходьте до нас у гості.
>>ukr<< Do spiders scare you?	Ти боїшся павуків?
>>ukr<< Do they know we know?	Вони знають, що ми знаємо?
>>ukr<< Do they like oranges?	Їм подобаються апельсини?
>>ukr<< Do they like oranges?	Вони люблять апельсини?
>>ukr<< Do they really exist?	Вони дійсно існують?
>>ukr<< Do they really exist?	Вони насправді дійсно існують?
>>ukr<< Do we have a problem?	У нас проблема?
>>ukr<< Do whatever you like.	Роби що хочеш.
>>ukr<< Do whatever you like.	Робіть що хочете.
>>ukr<< Do whatever you want.	Роби що хочеш.
>>ukr<< Do whatever you want.	Робіть що хочете.
>>ukr<< Do you both know Tom?	Ви обоє знаєте Тома?
>>ukr<< Do you both know Tom?	Ви обидва знаєте Тома?
>>ukr<< Do you do that a lot?	Ти часто цим займаєшся?
>>ukr<< Do you do that a lot?	Ви часто цим займаєтеся?
>>ukr<< Do you drink alcohol?	Ви п'єте спиртне?
>>ukr<< Do you drink alcohol?	Ти п'єш алкоголь?
>>ukr<< Do you drink alcohol?	Ти п'єш спиртне?
>>ukr<< Do you eat out often?	Ти часто їш не вдома?
>>ukr<< Do you eat out often?	Ви часто їсте не вдома?
>>ukr<< Do you feel OK today?	Ти сьогодні добре почуваєшся?
>>ukr<< Do you get up at six?	Ти встаєш о шостій?
>>ukr<< Do you get up at six?	Ти встаєш о шостій годині?
>>ukr<< Do you get up at six?	Ви встаєте о шостій?
>>ukr<< Do you guys know Tom?	Ви знаєте Тома?
>>ukr<< Do you have a camera?	Маєш фотоапарат?
>>ukr<< Do you have a camera?	У тебе є фотоапарат?
>>ukr<< Do you have a camera?	У вас є камера?
>>ukr<< Do you have a family?	У тебе є родина?
>>ukr<< Do you have a family?	У вас є родина?
>>ukr<< Do you have a family?	Маєш родину?
>>ukr<< Do you have a garage?	У тебе є гараж?
>>ukr<< Do you have a garage?	Ти маєш гараж?
>>ukr<< Do you have a garage?	Маєш гараж?
>>ukr<< Do you have a garage?	У вас є гараж?
>>ukr<< Do you have a garage?	Ви маєте гараж?
>>ukr<< Do you have a garage?	Маєте гараж?
>>ukr<< Do you have a lawyer?	У тебе є адвокат?
>>ukr<< Do you have a lawyer?	У вас є адвокат?
>>ukr<< Do you have a lawyer?	Ти маєш адвоката?
>>ukr<< Do you have a lawyer?	Ви маєте адвоката?
>>ukr<< Do you have a minute?	Маєш хвилинку?
>>ukr<< Do you have a minute?	У тебе є хвилинка?
>>ukr<< Do you have a moment?	Маєш хвилинку?
>>ukr<< Do you have a moment?	У тебе є хвилинка?
>>ukr<< Do you have a moment?	У вас є хвилинка часу?
>>ukr<< Do you have a moment?	Маєте хвилинку часу?
>>ukr<< Do you have a nickel?	У тебе є п'ять центів?
>>ukr<< Do you have a nickel?	У тебе є п'ятицентова монета?
