>>nob<< Run!	Løp!
>>nob<< He has a large family.	Han har en stor familie.
>>nob<< He has a little money.	Han har litt penger.
>>nob<< He has three children.	Han har tre barn.
>>nob<< He was born in Africa.	Han ble født i Afrika.
>>nob<< He's not a bad person.	Han er ikke en dårlig person.
>>nob<< He's with his parents.	Han er med sine foreldre.
>>nob<< How can you know that?	Hvordan kan du vite det?
>>nob<< How do we change this?	Hvordan endrer vi dette?
>>nob<< How high can you jump?	Hvor høyt kan du hoppe?
>>nob<< How long ago was that?	Hvor lenge siden var det?
>>nob<< How long did you stay?	Hvor lenge ble du?
>>nob<< How long will it take?	Hvor lang tid vil det ta?
>>nob<< How was your vacation?	Hvordan var ferien din?
>>nob<< How's your wife doing?	Hvordan har din kone det?
>>nob<< I admire your courage.	Jeg beundrer motet ditt.
>>nob<< I am not studying now.	Jeg studerer ikke nå.
>>nob<< I can hardly hear you.	Jeg kan knapt høre deg.
>>nob<< I can't do it anymore.	Jeg klarer ikke å gå lengre.
>>nob<< I can't see the movie.	Jeg kan ikke se filmen.
>>nob<< I cried earlier today.	Jeg gråt i sted.
>>nob<< I didn't ask for help.	Jeg spurte ikke om hjelp.
>>nob<< I didn't even see you.	Jeg så deg ikke engang.
>>nob<< I didn't fall in love.	Jeg forelsket meg ikke.
>>nob<< I didn't feed the dog.	Jeg matet ikke hunden.
>>nob<< I didn't get the joke.	Jeg skjønte ikke vitsen.
>>nob<< I didn't get the joke.	Jeg tok ikke poenget til vitsen.
>>nob<< I didn't mean to yell.	Jeg mente ikke å skrike.
>>nob<< I didn't remember her.	Jeg husket henne ikke.
>>nob<< I didn't remember him.	Jeg husket ham ikke.
>>nob<< I didn't shoot anyone.	Jeg skjøt ingen.
>>nob<< I don't eat the crust.	Skorpa spiser jeg ikke.
>>nob<< I don't get paid much.	Jeg får ikke mye betalt.
>>nob<< I don't have a ticket.	Jeg har ikke billett.
>>nob<< I don't have the time.	Jeg har ikke tid.
>>nob<< I don't like to guess.	Jeg liker ikke å gjette.
>>nob<< I don't live with Tom.	Jeg bor ikke med Tom.
>>nob<< I don't need your job.	Jeg trenger ikke jobben din.
>>nob<< I don't understand it.	Jeg skjønner det ikke.
>>nob<< I feel your suffering.	Jeg føler lidelsen din.
>>nob<< I found the box empty.	Jeg merket at boksen var tom.
>>nob<< I found the game easy.	Jeg syntes spillet var lett.
>>nob<< I got shot in the leg.	Jeg ble skutt i beinet.
>>nob<< I had my money stolen.	Pengene mine ble stjålet.
>>nob<< I had to get up early.	Jeg var nødt til å stå opp tidlig.
>>nob<< I hate guys like that.	Jeg hater gutter som det.
>>nob<< I have a slight fever.	Jeg har en lett feber.
>>nob<< I have life insurance.	Jeg har livsforsikring.
>>nob<< I have lost my pencil.	Jeg har mistet blyanten min.
>>nob<< I have to go to sleep.	Jeg må legge meg.
>>nob<< I have to go with Tom.	Jeg må gå med Tom.
>>nob<< I have to keep trying.	Jeg må fortsette å prøve.
>>nob<< I know how this works.	Jeg vet hvordan dette fungerer.
>>nob<< I like dark chocolate.	Jeg liker mørk sjokolade.
>>nob<< I live in the country.	Jeg bor på landet.
>>nob<< I met her an hour ago.	Jeg møtte henne for en time siden.
>>nob<< I met her by accident.	Jeg møtte henne tilfeldig.
>>nob<< I miss the excitement.	Jeg savner spenningen.
>>nob<< I must've been asleep.	Jeg må ha sovet.
>>nob<< I never expected this.	Jeg forventet aldri dette.
>>nob<< I never liked biology.	Jeg likte aldri biologi.
>>nob<< I often feel homesick.	Jeg har ofte hjemlengsel.
>>nob<< I owe you ten dollars.	Jeg skylder deg ti dollar.
>>nob<< I phone him every day.	Jeg ringer ham hver dag.
>>nob<< I think they're wrong.	Jeg mener de tar feil.
>>nob<< I think you're a liar.	Jeg tror du er en løgner.
>>nob<< I thought it was true.	Jeg trodde det var sant.
>>nob<< I told her what to do.	Jeg fortalte henne hva hun skulle gjøre.
>>nob<< I want a piece of pie.	Gi meg et stykke pai.
>>nob<< I want a piece of pie.	Gi meg et stykke pai, er du snill.
>>nob<< I want something more.	Jeg vil ha noe mer.
>>nob<< I want this telephone.	Jeg vil ha denne telefonen.
>>nob<< I want to do it right.	Jeg vil gjøre det rett.
>>nob<< I want to eat a mango.	Jeg har lyst til å spise en mango.
>>nob<< I want to go with you.	Jeg vil dra sammen med deg.
>>nob<< I want to sing a song.	Jeg vil synge en sang.
>>nob<< I was on the mountain.	Jeg var på fjellet.
>>nob<< I was proud of myself.	Jeg var stolt av meg selv.
>>nob<< I was traveling alone.	Jeg reiste alene.
>>nob<< I watched TV as I ate.	Jeg så på TV mens jeg spiste.
>>nob<< I will write about it.	Jeg kommer til å skrive om det.
>>nob<< I won't go back there.	Jeg går ikke tilbake dit.
>>nob<< I work even on Sunday.	Jeg jobber til og med på søndag.
>>nob<< I'll buy Tom a pencil.	Jeg kjøper Tom en blyant.
>>nob<< I'll do as you advise.	Jeg skal gjøre som du råder meg til.
>>nob<< I'll stay if it rains.	Jeg blir hvis det regner.
>>nob<< I'll tell you a story.	Jeg skal fortelle deg en historie.
>>nob<< I'm a history teacher.	Jeg er historielærer.
>>nob<< I'm afraid of heights.	Jeg har høydeskrekk.
>>nob<< I'm from Tokyo, Japan.	Jeg er fra Tokyo, Japan.
>>nob<< I'm glad you liked it.	Jeg er glad du likte den.
>>nob<< I'm here as a tourist.	Jeg er her som turist.
>>nob<< I'm leaving it to you.	Jeg overlater det til deg.
>>nob<< I'm leaving on Sunday.	Jeg drar på søndag.
>>nob<< I'm not sleepy at all.	Jeg er ikke trøtt i det hele tatt.
>>nob<< I'm not sure actually.	Jeg er faktisk ikke sikker.
>>nob<< I'm not upset anymore.	Jeg er ikke lei meg lenger.
>>nob<< I'm one of the others.	Jeg er en av de andre.
>>nob<< I'm playing a TV game.	Jeg spiller et TV-spill.
>>nob<< I'm still your friend.	Jeg er fortsatt din venn.
>>nob<< I'm unable to do that.	Jeg kan ikke gjøre det.
>>nob<< I've been to the bank.	Jeg har vært i banken.
>>nob<< I've heard everything.	Jeg har hørt alt.
>>nob<< Is there life on Mars?	Finnes det liv på Mars?
>>nob<< Is there no other way?	Finnes det ingen annen måte?
>>nob<< Is this bothering you?	Plager dette deg?
>>nob<< It didn't go too well.	Det gikk visst ikke så bra.
>>nob<< It happened yesterday.	Det skjedde i går.
>>nob<< It happens to me, too.	Det skjer med meg, også.
>>nob<< It is under the chair.	Den er under stolen.
>>nob<< It was my last chance.	Det var min siste sjanse.
>>nob<< It was pretty chaotic.	Det var ganske kaotisk.
>>nob<< It was warm yesterday.	Det var varmt i går.
>>nob<< It wasn't Tom's error.	Det var ikke Toms feil.
>>nob<< It weighed three tons.	Det veide tre tonn.
>>nob<< It weighed three tons.	Den veide tre tonn.
>>nob<< It's a beautiful flag.	Det er et nydelig flagg.
>>nob<< It's very kind of you.	Det er veldig snilt av deg.
>>nob<< Let's do that for Tom.	La oss gjøre det for Tom.
>>nob<< Let's do that tonight.	La oss gjøre det i kveld.
>>nob<< May I eat that orange?	Kan jeg spise den appelsinen?
>>nob<< Maybe I won't do that.	Kanskje jeg ikke vil gjøre det.
>>nob<< My book is very heavy.	Boken min er veldig tung.
>>nob<< My right hand is numb.	Min høyre hånd er nummen.
>>nob<< My shoes are worn out.	Skoene mine er utslitt.
>>nob<< My suitcase is broken.	Kofferten min er ødelagt.
>>nob<< No one cares about me.	Ingen bryr seg om meg.
>>nob<< No one listened to me.	Ingen hørte på meg.
>>nob<< No, you can't do that.	Nei, du kan ikke gjøre det.
>>nob<< Nobody can control us.	Ingen kan kontrollere oss.
>>nob<< Nobody can control us.	Ingen kan styre oss.
>>nob<< Not all birds can fly.	Ikke alle fugler kan fly.
>>nob<< She has gone shopping.	Hun har gått for å handle.
>>nob<< She is afraid of cats.	Hun er redd for katter.
>>nob<< She likes Russian pop.	Hun liker russisk popmusikk.
>>nob<< She likes the teacher.	Hun liker læreren.
>>nob<< She loves Tom, not me.	Hun elsker Tom, ikke meg.
>>nob<< She seems to hate you.	Hun ser ut til å hate deg.
>>nob<< She seems to hate you.	Det virker som hun hater deg.
>>nob<< She sings out of tune.	Hun synger falskt.
>>nob<< She stood on her head.	Hun stod på hodet.
>>nob<< She took her own life.	Hun tok sitt eget liv.
>>nob<< She took off her coat.	Hun tok av seg frakken.
>>nob<< She wanted me to come.	Hun ville at jeg skulle komme.
>>nob<< She's a stubborn girl.	Hun er en sta jente.
>>nob<< She's not at home now.	Hun er ikke hjemme nå.
>>nob<< Show me something new.	Vis meg noe nytt.
>>nob<< Show me today's paper.	Vis meg dagens avis.
>>nob<< Sit wherever you like.	Sitt hvor du vil.
>>nob<< Someone stole my cash.	Noen stjal kontantene mine.
>>nob<< Stay absolutely still.	Stå helt stille.
>>nob<< Study these sentences.	Studer disse setningene.
>>nob<< Tell me what you want.	Si meg hva du vil.
>>nob<< Thanks for everything.	Takk for alt.
>>nob<< That dog has big ears.	Den hunden har store ører.
>>nob<< That's the difference.	Det er forskjellen.
>>nob<< The black one is mine.	Den svarte min.
>>nob<< The door slammed shut.	Døren smalt igjen.
>>nob<< The process was quick.	Prosessen var rask.
>>nob<< The water is lukewarm.	Vannet er lunkent.
>>nob<< The wind got stronger.	Vinden ble sterkere.
>>nob<< There was no one home.	Det var ingen hjemme.
>>nob<< There was no response.	Det var ingen respons.
>>nob<< They are the same age.	De er like gamle.
>>nob<< They like it that way.	De liker det sånn.
>>nob<< They meet once a week.	De møtes en gang i uka.
>>nob<< They want to meet you.	De ønsker å møte deg.
>>nob<< They wash their hands.	De vasker hendene.
>>nob<< This is a good camera.	Dette er et bra fotoapparat.
>>nob<< This is a nice camera.	Dette er et bra fotoapparat.
>>nob<< This is the right day.	Dette er rett dag.
>>nob<< This isn't your house.	Dette er ikke huset ditt.
>>nob<< This pen doesn't work.	Denne pennen virker ikke.
>>nob<< Tom could barely talk.	Tom kunne så vidt snakke.
>>nob<< Tom deserves the best.	Tom fortjener det beste.
>>nob<< Tom didn't get better.	Tom ble ikke bedre.
>>nob<< Tom didn't say a word.	Tom sa ikke et ord.
>>nob<< Tom didn't wake me up.	Tom vekket meg ikke.
>>nob<< Tom died early Monday.	Tom døde tidlig på mandag.
>>nob<< Tom died in Australia.	Tom døde i Australia.
>>nob<< Tom died last October.	Tom døde siste oktober.
>>nob<< Tom doesn't like Mary.	Tom liker ikke Mary.
>>nob<< Tom enjoyed the party.	Tom likte festen.
>>nob<< Tom gave me this ring.	Tom ga meg denne ringen.
>>nob<< Tom gave us some eggs.	Tom ga oss noen egg.
>>nob<< Tom got all he wanted.	Tom fikk alt han ville ha.
>>nob<< Tom had a hectic week.	Tom hadde en travel uke.
>>nob<< Tom has no complaints.	Tom har ingen klager.
>>nob<< Tom has no principles.	Tom har ingen prinsipper.
>>nob<< Tom has seen the list.	Tom har sett lista.
>>nob<< Tom has seen the list.	Tom har sett listen.
>>nob<< Tom has three hammers.	Tom har tre hammere.
>>nob<< Tom hasn't been fired.	Tom har ikke fått sparken.
>>nob<< Tom hasn't been found.	Tom har ikke blitt funnet.
>>nob<< Tom is a good manager.	Tom er en god manager.
>>nob<< Tom is a little weird.	Tom er litt rar.
>>nob<< Tom is a stubborn boy.	Tom er en sta gutt.
>>nob<< Tom is a stubborn guy.	Tom er en sta fyr.
>>nob<< Tom is a stubborn man.	Tom er en sta mann.
>>nob<< Tom is being paranoid.	Tom er paranoid.
>>nob<< Tom is doing well now.	Det går bra med tom nå.
>>nob<< Tom is my friend, too.	Tom er min venn også.
>>nob<< Tom is never prepared.	Tom er aldri forberedt.
>>nob<< Tom is pretty amazing.	Tom er ganske fantastisk.
>>nob<< Tom is quite stubborn.	Tom er ganske sta.
>>nob<< Tom is still upstairs.	Tom er oppe fremdeles.
>>nob<< Tom isn't that stupid.	Tom er ikke så dum.
>>nob<< Tom knew I'd be there.	Tom visste at jeg kom til å være der.
>>nob<< Tom looks worried now.	Tom ser bekymret ut nå.
>>nob<< Tom lowered his sword.	Tom senket sverdet sitt.
>>nob<< Tom must be skeptical.	Tom må være skeptisk.
>>nob<< Tom never hugged Mary.	Tom klemte aldri Mary.
>>nob<< Tom sat by the window.	Tom satt ved vinduet.
>>nob<< Tom sold us some eggs.	Tom solgte oss noen egg.
>>nob<< Tom still looks great.	Tom ser fortsatt bra ut.
>>nob<< Tom stood on the hill.	Tom sto på bakken.
>>nob<< Tom thinks he's funny.	Tom tror han er morsom.
>>nob<< Tom thinks he's ready.	Tom tror han er klar.
>>nob<< Tom was able to do it.	Tom klarte det.
>>nob<< Tom was very stubborn.	Tom var veldig sta.
>>nob<< Tom went back to work.	Tom begynte å arbeide igjen.
>>nob<< Tom wouldn't go there.	Tom ville ikke ha gått dit.
>>nob<< Tom wouldn't go there.	Tom ville ikke ha gått så langt.
>>nob<< Tom wrote to a friend.	Tom skrev til en venn.
>>nob<< Tom's coach likes him.	Treneren til Tom liker ham.
>>nob<< Tom's eyes are closed.	Øynene til Tom er lukket.
>>nob<< Tom's mother has died.	Toms mor har dødd.
>>nob<< Tom's mother has died.	Moren til Tom har dødd.
>>nob<< Tom's plan won't work.	Toms plan kommer ikke til å virke.
>>nob<< Tom's strategy worked.	Toms strategi virket.
>>nob<< Tom, I need your help.	Tom, jeg trenger din hjelp.
>>nob<< We can go after lunch.	Vi kan dra etter lunsjen.
>>nob<< We crossed the bridge.	Vi krysset broen.
>>nob<< We had lunch with Tom.	Vi spiste lunsj med Tom.
>>nob<< We have a big problem.	Vi har et stort problem.
>>nob<< We know what happened.	Vi vet hva som skjedde.
>>nob<< We stood face to face.	Vi sto ansikt til ansikt.
>>nob<< We're being realistic.	Vi er realistiske.
>>nob<< We're on our way home.	Vi er på vei hjem.
>>nob<< We're praying for you.	Vi ber for deg.
>>nob<< We've already started.	Vi har allerede begynt.
>>nob<< We've run out of milk.	Vi har gått tom for melk.
>>nob<< What a disappointment!	For en skuffelse.
>>nob<< What else could it be?	Hva kan det ellers være?
>>nob<< What grade are you in?	Hvilken klasse går du i?
>>nob<< What more can be done?	Hva mer kan gjøres?
>>nob<< What more can be done?	Hva mer kan bli gjort?
>>nob<< What time did you eat?	Når spiste du?
>>nob<< What's your last name?	Hva er etternavnet ditt?
>>nob<< Where are your things?	Hvor er tingene dine?
>>nob<< Where is Central Park?	Hvor er Central Park?
>>nob<< Where's everyone else?	Hvor er alle de andre?
>>nob<< Where's the bartender?	Hvor er bartenderen?
>>nob<< Where's your computer?	Hvor er datamaskinen din?
>>nob<< Which one did you buy?	Hvilken kjøpte du?
>>nob<< Who am I talking with?	Hvem snakker jeg med?
>>nob<< Who takes care of you?	Hvem tar seg av deg?
>>nob<< Who wrote that letter?	Hvem har skrevet dette brevet?
>>nob<< Who wrote this letter?	Hvem har skrevet dette brevet?
>>nob<< Whose shoes are those?	Hvem sine sko er det?
>>nob<< Why are you so scared?	Hvorfor er du så redd?
>>nob<< Why did you come here?	Hvorfor kom du her?
>>nob<< Why didn't I see that?	Hvorfor så jeg ikke det?
>>nob<< Why didn't you accept?	Hvorfor takket du ikke ja?
>>nob<< Why's Tom so stubborn?	Hvorfor er Tom så sta?
>>nob<< Will you stay at home?	Blir du hjemme?
>>nob<< You are not logged in.	Du er ikke innlogget.
>>nob<< You deserve the prize.	Du fortjener prisen.
>>nob<< You don't have a clue.	Du har ikke peiling.
>>nob<< You live too far away.	Du bor for langt borte.
>>nob<< You must go to school.	Du må gå på skolen.
>>nob<< You'd better hurry up.	Du bør skynde deg.
>>nob<< You'll never be alone.	Du vil aldri være alene.
>>nob<< You're a good partner.	Du er en god partner.
>>nob<< You're a stubborn boy.	Du er en sta gutt.
>>nob<< You're always staring.	Du stirrer alltid.
>>nob<< You're charming today.	Du er sjarmerende i dag.
>>nob<< You're my best friend.	Du er min beste venn.
>>nob<< You're so predictable.	Du er så forutsigbar.
>>nob<< You're still involved.	Du er fremdeles involvert.
>>nob<< You're very beautiful.	Du er veldig vakker.
>>nob<< You've got each other.	Dere har hverandre.
>>nob<< You've got to do this.	Du må gjøre dette.
>>nob<< You've got to go home.	Du må dra hjem.
>>nob<< You've got to go home.	Du er nødt til å dra hjem.
>>nob<< Your hair is too long.	Håret ditt er for langt.
>>nob<< Your passport, please.	Pass, takk.
>>nob<< All roads lead to Rome.	Alle veier fører til Rom.
>>nob<< And that's the problem.	Og det er problemet.
>>nob<< Are these bananas ripe?	Er disse bananene modne?
>>nob<< Are you ready to order?	Er du klar til å bestille?
>>nob<< Are you ready to start?	Er du klar for å begynne?
>>nob<< Aren't you married yet?	Er du ikke gift ennå?
>>nob<< Beauty isn't important.	Skjønnhet er ikke viktig.
>>nob<< Better late than never.	Bedre sent enn aldri.
>>nob<< Better safe than sorry.	Bedre føre var enn etter snar.
>>nob<< Can I park my car here?	Kan jeg parkere bilen min her?
>>nob<< Can he play the guitar?	Kan han spille gitar?
>>nob<< Can you do it yourself?	Kan du gjøre det selv?
>>nob<< Chat with your friends.	Snakk med vennene dine.
>>nob<< Chat with your friends.	Chat med vennene dine.
>>nob<< Did you lose something?	Mistet du noe?
>>nob<< Did you watch the game?	Så du kampen?
>>nob<< Do one thing at a time.	Gjør en ting om gangen.
>>nob<< Do you drink green tea?	Drikker du grønn te?
>>nob<< Do you have a headache?	Har du hodepine?
>>nob<< Do you have any apples?	Har du noen epler?
>>nob<< Do you know the reason?	Vet du årsaken?
>>nob<< Do you know the reason?	Kjenner du grunnen?
>>nob<< Do you like black cats?	Liker du svarte katter?
>>nob<< Does Tom expect to win?	Forventer Tom å vinne?
>>nob<< Does Tom know anything?	Vet Tom noe?
>>nob<< Does Tom know who I am?	Vet Tom hvem jeg er?
>>nob<< Does Tom like tomatoes?	Liker Tom tomater?
>>nob<< Don't break up with me.	Ikke slå opp med meg.
>>nob<< Don't eat so much meat.	Ikke spis så mye kjøtt.
>>nob<< Don't forget about Tom.	Ikke glem Tom.
>>nob<< Don't move too quickly.	Ikke beveg deg for fort.
>>nob<< Don't promise anything.	Ikke lov noe.
>>nob<< Don't say anything, OK?	Ikke si noe, OK?
>>nob<< Don't send that letter.	Ikke send det brevet.
>>nob<< Don't talk to them now.	Ikke snakk med dem nå.
>>nob<< Don't you dare do that.	Ikke våg å gjøre det.
>>nob<< Enjoy it while you can.	Nyt det mens du kan!
>>nob<< Everyone knows the law.	Alle kjenner loven.
>>nob<< Everything tasted good.	Alt smakte godt.
>>nob<< Everything tastes good.	Alt smaker godt.
>>nob<< Give me some milk, too.	Jeg vil ha melk også.
>>nob<< Give us a moment alone.	Gi oss et øyeblikk alene.
>>nob<< He acted like a madman.	Han oppførte seg som en galning.
