>>mar<< Go.	जा.
>>mar<< I waited a month.	मी एक महिना थांबून राहिलो.
>>mar<< I waited a month.	मी एक महिना थांबून राहिले.
>>mar<< I waited a while.	मी थोड्या वेळ वाट पाहिली.
>>mar<< I want a blanket.	मला एक चादर हवी आहे.
>>mar<< I want a blanket.	मला चादर हवी आहे.
>>mar<< I want a hot dog.	मला एक हॉट-डॉग हवा आहे.
>>mar<< I want a scooter.	मला एक स्कूटर हवी आहे.
>>mar<< I want an orange.	मला एक संत्र हवं आहे.
>>mar<< I want ice cream.	मला आईस्क्रिम हवं आहे.
>>mar<< I want ice cream.	मला आईस्क्रिम हवंय.
>>mar<< I want more milk.	मला अजून दूध हवंय.
>>mar<< I want some cake.	मला जरासा केक हवा आहे.
>>mar<< I want some milk.	मला जरासं दूध हवंय.
>>mar<< I want that back.	मला ते परत हवंय.
>>mar<< I want that book.	मला ते पुस्तक हवं आहे.
>>mar<< I want the money.	मला पैसे हवे आहेत.
>>mar<< I want to change.	मला बदलायचं आहे.
>>mar<< I wanted to come.	मला यायचं होतं.
>>mar<< I wanted to help.	मला मदत करायची होती.
>>mar<< I wanted to quit.	मला सोडायचं होतं.
>>mar<< I wanted to quit.	मला सोडायची होती.
>>mar<< I wanted to quit.	मला सोडायचा होता.
>>mar<< I wanted to wait.	मला वाट बघायची होती.
>>mar<< I was 13 in 2003.	२००३ मध्ये मी १३ वर्षांचा होतो.
>>mar<< I was 13 in 2003.	२००३ मध्ये मी १३ वर्षांची होते.
>>mar<< I was a bit late.	मला जरासा उशीर झाला.
>>mar<< I was a criminal.	मी गुन्हेगार होतो.
>>mar<< I was in a hurry.	मी घाईत होतो.
>>mar<< I was in a hurry.	मी घाईत होते.
>>mar<< I was in the gym.	मी जिममध्ये होतो.
>>mar<< I was in the gym.	मी व्यायामशाळेत होते.
>>mar<< I was there, too.	मीही तिथे होतो.
>>mar<< I was there, too.	मीही तिथे होते.
>>mar<< I was there, too.	मीसुद्धा तिथे होतो.
>>mar<< I was there, too.	मीसुद्धा तिथे होते.
>>mar<< I was young once.	मी एकेकाळी तरुण होतो.
>>mar<< I was young once.	मी एकेकाळी तरुण होते.
>>mar<< I wasn't working.	मी काम करत नव्हतो.
>>mar<< I wasn't working.	मी काम करत नव्हते.
>>mar<< I wasn't yelling.	मी ओरडत नव्हतो.
>>mar<< I wasn't yelling.	मी ओरडत नव्हते.
>>mar<< I wear many hats.	मी पुष्कळ टोप्या घालतो.
>>mar<< I wear many hats.	मी पुष्कळ टोप्या घालते.
>>mar<< I wear many hats.	मी भरपूर टोप्या घालतो.
>>mar<< I wear many hats.	मी भरपूर टोप्या घालते.
>>mar<< I went to school.	मी शाळेत गेलो.
>>mar<< I went to school.	मी शाळेत गेले.
>>mar<< I will shoot her.	मी तिला गोळी मारेन.
>>mar<< I will translate.	मी अनुवाद करेन.
>>mar<< I will translate.	मी भाषांतर करेन.
>>mar<< I will try again.	मी पुन्हा प्रयत्न करेन.
>>mar<< I won't buy that.	मी ते विकत घेणार नाही.
>>mar<< I won't buy that.	ते मी विकत घेणार नाही.
>>mar<< I won't say that.	मी तसं म्हणणार नाही.
>>mar<< I won't stop Tom.	मी टॉमला थांबवणार नाही.
>>mar<< I won't stop you.	मी तुला थांबवणार नाही.
>>mar<< I won't stop you.	मी तुम्हाला थांबवणार नाही.
>>mar<< I'll be with Tom.	मी टॉमबरोबर असेन.
>>mar<< I'll check again.	मी पुन्हा तपासून बघतो.
>>mar<< I'll check again.	मी पुन्हा तपासून बघते.
>>mar<< I'll come by bus.	मी बसने येईन.
>>mar<< I'll come by car.	मी गाडीने येईन.
>>mar<< I'll destroy you.	मी तुझा विनाश करेन.
>>mar<< I'll destroy you.	मी तुमचा विनाश करेन.
>>mar<< I'll destroy you.	मी तुला उध्वस्त करेन.
>>mar<< I'll destroy you.	मी तुम्हाला उध्वस्त करेन.
>>mar<< I'll destroy you.	मी तुला नष्ट करून टाकेन.
>>mar<< I'll destroy you.	मी तुम्हाला नष्ट करून टाकेन.
>>mar<< I'll do anything.	मी काहीही करेन.
>>mar<< I'll do it alone.	मी एकट्याने करेन.
>>mar<< I'll do it alone.	मी एकटीने करेन.
>>mar<< I'll go by plane.	मी विमानाने जाईन.
>>mar<< I'll go this way.	मी या मार्गे जाईन.
>>mar<< I'll go with Tom.	मी टॉमबरोबर जाईन.
>>mar<< I'll go with Tom.	मी जाईन टॉमसोबत.
>>mar<< I'll pack my bag.	मी माझी बॅग भरेन.
>>mar<< I'm 25 years old.	मी २५ वर्षांचा आहे.
>>mar<< I'm Tom's doctor.	मी टॉमचा डॉक्टर आहे.
>>mar<< I'm Tom's doctor.	मी टॉमची डॉक्टर आहे.
>>mar<< I'm Tom's father.	मी टॉमचा बाप आहे.
>>mar<< I'm Tom's father.	मी टॉमचा वडील आहे.
>>mar<< I'm Tom's friend.	मी टॉमचा मित्र आहे.
>>mar<< I'm Tom's friend.	मी टॉमची मैत्रिण आहे.
>>mar<< I'm Tom's friend.	मी टॉमचा मित्र.
>>mar<< I'm Tom's friend.	मी टॉमची मैत्रिण.
>>mar<< I'm Tom's nephew.	मी टॉमचा भाचा आहे.
>>mar<< I'm a bit hungry.	मला थोडी भूक लागलीये.
>>mar<< I'm a cartoonist.	मी व्यंगचित्रकार आहे.
>>mar<< I'm a journalist.	मी पत्रकार आहे.
>>mar<< I'm a journalist.	मी एक पत्रकार आहे.
>>mar<< I'm a programmer.	मी प्रोग्रामर आहे.
>>mar<< I'm a translator.	मी अनुवादक आहे.
>>mar<< I'm a translator.	मी भाषांतरकार आहे.
>>mar<< I'm able to swim.	मला पोहता येतं.
>>mar<< I'm almost blind.	मी जवळजवळ आंधळा आहे.
>>mar<< I'm almost blind.	मी जवळजवळ आंधळी आहे.
>>mar<< I'm always ready.	मी नेहमीच तयार असतो.
>>mar<< I'm always ready.	मी नेहमीच तयार असते.
>>mar<< I'm an economist.	मी अर्थशास्त्रज्ञ आहे.
>>mar<< I'm an ex-marine.	मी पूर्व मरीन आहे.
>>mar<< I'm an ex-marine.	मी पूर्व समुद्री पायदळाचा सदस्य आहे.
>>mar<< I'm avoiding Tom.	मी टॉमला टाळतोय.
>>mar<< I'm avoiding Tom.	मी टॉमला टाळतेय.
>>mar<< I'm drinking tea.	मी चहा पितोय.
>>mar<< I'm feeling cold.	मला थंड वाटतंय.
