>>dan<< Go.	Gå!
>>dan<< Tom gets a lot of help.	Tom får masser af hjælp.
>>dan<< Tom got hit by a truck.	Tom blev påkørt af en lastbil.
>>dan<< Tom grows his own food.	Tom dyrker sin egen mad.
>>dan<< Tom has a big appetite.	Tom har en stor appetit.
>>dan<< Tom has a disabled son.	Tom har en handicappet søn.
>>dan<< Tom has a lot of sheep.	Tom har mange får.
>>dan<< Tom has a pickup truck.	Tom har en pickup.
>>dan<< Tom has a son your age.	Tom har en søn på din alder.
>>dan<< Tom has a treasure map.	Tom har et skattekort.
>>dan<< Tom has been kidnapped.	Tom er blevet kidnappet.
>>dan<< Tom has cut his finger.	Tom har skåret sin finger.
>>dan<< Tom has gone to Boston.	Tom er taget til Boston.
>>dan<< Tom has landed on Mars.	Tom er landet på Mars.
>>dan<< Tom has stopped crying.	Tom er holdt op med at græde.
>>dan<< Tom hated his own name.	Tom hadede sit eget navn.
>>dan<< Tom heard dogs barking.	Tom hørte nogle hunde gø.
>>dan<< Tom helps me in French.	Tom hjælper mig med fransk.
>>dan<< Tom intercepted a pass.	Tom opfangede en aflevering.
>>dan<< Tom is Mary's gardener.	Tom er Marys gartner.
>>dan<< Tom is Mary's grandson.	Tom er Marys barnebarn.
>>dan<< Tom is Mary's grandson.	Tom er Marys sønnesøn.
>>dan<< Tom is Mary's grandson.	Tom er Marys dattersøn.
>>dan<< Tom is a ballet dancer.	Tom er balletdanser.
>>dan<< Tom is a child prodigy.	Tom er et vidunderbarn.
>>dan<< Tom is a dance teacher.	Tom er danselærer.
>>dan<< Tom is a famous artist.	Tom er en berømt kunstner.
>>dan<< Tom is a gifted artist.	Tom er en talentfuld kunstner.
>>dan<< Tom is a heroin addict.	Tom er heroinmisbruger.
>>dan<< Tom is a heroin addict.	Tom er afhængig af heroin.
>>dan<< Tom is a hockey player.	Tom er hockeyspiller.
>>dan<< Tom is a hockey player.	Tom er ishockeyspiller.
>>dan<< Tom is a soccer player.	Tom er fodboldspiller.
>>dan<< Tom is a strict father.	Tom er en streng far.
>>dan<< Tom is already snoring.	Tom snorker allerede.
>>dan<< Tom is building a wall.	Tom bygger en mur.
>>dan<< Tom is close to thirty.	Tom er cirka tredive år.
>>dan<< Tom is cutting corners.	Tom springer over hvor gærdet er lavest.
>>dan<< Tom is good at cooking.	Tom er god til at lave mad.
>>dan<< Tom is good at singing.	Tom er god til at synge.
>>dan<< Tom is in a cover band.	Tom er med i et coverband.
>>dan<< Tom is in his thirties.	Tom er i trediverne.
>>dan<< Tom is in the bathroom.	Tom er i badeværelset.
>>dan<< Tom is in the hospital.	Tom er indlagt på hospitalet.
>>dan<< Tom is just frightened.	Tom er bare bange.
>>dan<< Tom is milking the cow.	Tom malker koen.
>>dan<< Tom is milking the cow.	Tom er i gang med at malke koen.
>>dan<< Tom is mowing the lawn.	Tom slår græsplænen.
>>dan<< Tom is nasty, isn't he?	Tom er led, er han ikke?
>>dan<< Tom is no longer angry.	Tom er ikke længere vred.
>>dan<< Tom is obviously drunk.	Tom er tydeligvis fuld.
>>dan<< Tom is older than I am.	Tom er ældre end mig.
>>dan<< Tom is our interpreter.	Tom er vores tolk.
>>dan<< Tom is parking the van.	Tom parkerer varevognen.
>>dan<< Tom is parking the van.	Tom parkerer vanen.
>>dan<< Tom is playing outside.	Tom leger udenfor.
>>dan<< Tom is preparing lunch.	Tom er i gang med at tilberede frokosten.
>>dan<< Tom is preparing lunch.	Tom tilbereder frokosten.
>>dan<< Tom is probably hungry.	Tom er sikkert sulten.
>>dan<< Tom is probably hungry.	Tom er sandsynligvis sulten.
>>dan<< Tom is still skeptical.	Tom er stadig skeptisk.
>>dan<< Tom is studying French.	Tom lærer fransk.
>>dan<< Tom is the class clown.	Tom er klassens klovn.
>>dan<< Tom is very kind to us.	Tom er meget venlig over for os.
>>dan<< Tom is waiting outside.	Tom venter udenfor.
>>dan<< Tom is walking his dog.	Tom lufter sin hund.
>>dan<< Tom is washing his car.	Tom vasker sin bil.
>>dan<< Tom is washing his car.	Tom er ved at vaske sin bil.
>>dan<< Tom is wearing clothes.	Tom har tøj på.
>>dan<< Tom is writing letters.	Tom skriver breve.
>>dan<< Tom isn't a bad driver.	Tom er ikke en dårlig bilist.
>>dan<< Tom isn't a bookkeeper.	Tom er ikke bogholder.
>>dan<< Tom isn't a bright guy.	Tom er ikke en klog fyr.
>>dan<< Tom isn't a lumberjack.	Tom er ikke skovhugger.
>>dan<< Tom isn't good at math.	Tom er ikke god til matematik.
>>dan<< Tom isn't here anymore.	Tom er her ikke længere.
>>dan<< Tom isn't welcome here.	Tom er ikke velkommen her.
>>dan<< Tom jumped to his feet.	Tom sprang op med et sæt.
>>dan<< Tom landed on the moon.	Tom landede på månen.
>>dan<< Tom lied about his age.	Tom løj om sin alder.
>>dan<< Tom likes ham and eggs.	Tom kan godt lide skinke og æg.
>>dan<< Tom likes jelly donuts.	Tom kan lide berlinere.
>>dan<< Tom likes jelly donuts.	Tom kan lide berlinerpfannkuchen.
>>dan<< Tom married a Canadian.	Tom giftede sig med en canadier.
>>dan<< Tom may get suspicious.	Tom kan blive mistænksom.
>>dan<< Tom met Mary's parents.	Tom mødte Marys forældre.
>>dan<< Tom might be all right.	Tom er måske okay.
>>dan<< Tom might be all right.	Tom er muligvis okay.
>>dan<< Tom must've been lying.	Tom må have løjet.
>>dan<< Tom must've been tired.	Tom må have været træt.
>>dan<< Tom must've changed it.	Tom må have ændret det.
>>dan<< Tom must've changed it.	Tom må have ændret den.
>>dan<< Tom never eats spinach.	Tom spiser aldrig spinat.
>>dan<< Tom often drinks alone.	Tom drikker ofte alene.
>>dan<< Tom often drinks alone.	Tom drikker tit alene.
>>dan<< Tom often reads in bed.	Tom læser tit i sengen.
>>dan<< Tom only speaks French.	Tom taler kun fransk.
>>dan<< Tom pumped up the tire.	Tom pumpede dækket.
>>dan<< Tom saddled the horses.	Tom sadlede hestene.
>>dan<< Tom said he loved Mary.	Tom sagde at han elskede Mary.
>>dan<< Tom said nothing wrong.	Tom sagde intet forkert.
>>dan<< Tom sat reading a book.	Tom sad og læste i en bog.
>>dan<< Tom says he won't vote.	Tom siger at han ikke vil stemme.
>>dan<< Tom says he's innocent.	Tom siger at han er uskyldig.
>>dan<< Tom sharpened a pencil.	Tom spidsede en blyant.
>>dan<< Tom should be home now.	Tom skulle være hjemme nu.
>>dan<< Tom slept on the couch.	Tom sov på sofaen.
>>dan<< Tom speaks French well.	Tom taler fransk godt.
>>dan<< Tom spoke French to me.	Tom talte fransk til mig.
>>dan<< Tom stepped on my foot.	Tom trådte på min fod.
>>dan<< Tom stole Mary's money.	Tom stjal Marys penge.
>>dan<< Tom stole Mary's shoes.	Tom stjal Marys sko.
>>dan<< Tom stole Mary's shoes.	Tom har stjålet Marys sko.
>>dan<< Tom suddenly felt cold.	Tom frøs pludselig.
>>dan<< Tom talked my ears off.	Tom snakkede mig et øre af.
>>dan<< Tom thinks I love Mary.	Tom tror at jeg elsker Mary.
>>dan<< Tom threw me the apple.	Tom kastede æblet over til mig.
>>dan<< Tom told me he was sad.	Tom fortalte mig at han var ked af det.
>>dan<< Tom told me he'd leave.	Tom fortalte mig at han ville tage afsted.
>>dan<< Tom told us everything.	Tom fortalte os alt.
>>dan<< Tom took a cold shower.	Tom tog et koldt brusebad.
>>dan<< Tom tried to text Mary.	Tom forsøgte at sende en sms til Mary.
>>dan<< Tom understands French.	Tom forstår fransk.
>>dan<< Tom waited impatiently.	Tom ventede utålmodigt.
>>dan<< Tom wanted to see Mary.	Tom ville gerne se Mary.
>>dan<< Tom wanted to see Mary.	Tom ønskede at se Mary.
>>dan<< Tom was born in a barn.	Tom blev født i en lade.
>>dan<< Tom was born premature.	Tom blev født for tidligt.
>>dan<< Tom was drinking vodka.	Tom drak vodka.
>>dan<< Tom was goofing around.	Tom fjollede rundt.
>>dan<< Tom was hit by a truck.	Tom blev påkørt af en lastbil.
>>dan<< Tom was home all night.	Tom var hjemme hele natten.
>>dan<< Tom was my first crush.	Tom var min første forelskelse.
>>dan<< Tom was unable to walk.	Tom kunne ikke gå.
>>dan<< Tom was wearing a hood.	Tom havde en hætte på.
>>dan<< Tom was wearing gloves.	Tom havde handsker på.
>>dan<< Tom went the wrong way.	Tom gik den forkerte vej.
>>dan<< Tom went to the casino.	Tom tog på kasino.
>>dan<< Tom will do it himself.	Tom vil gøre det selv.
>>dan<< Tom worked really hard.	Tom arbejdede virkelig hårdt.
>>dan<< Tom wouldn't cooperate.	Tom ville ikke samarbejde.
>>dan<< Tom wrote us postcards.	Tom skrev postkort til os.
>>dan<< Tom's a good carpenter.	Tom er en god tømrer.
>>dan<< Tom's hands are greasy.	Toms hænder er fedtede.
>>dan<< Tom's house is haunted.	Toms hus hjemsøges.
>>dan<< Tom's house is haunted.	Toms hus bliver hjemsøgt.
>>dan<< Tom's hyperventilating.	Tom hyperventilerer.
>>dan<< Tom's room is a pigsty.	Toms værelse er en svinesti.
>>dan<< Tom's rowboat capsized.	Toms robåd kæntrede.
>>dan<< Tom's wallet was empty.	Toms pung var tom.
>>dan<< Tom's wife passed away.	Toms kone døde.
>>dan<< Tom, are you mad at me?	Tom, er du gal på mig?
>>dan<< Tom, are you mad at me?	Tom, er du vred på mig?
>>dan<< Transplants save lives.	Transplantationer redder liv.
>>dan<< Trust me. I'm a doctor.	Stol på mig! Jeg er læge.
>>dan<< Try to think in French.	Prøv at tænke på fransk.
>>dan<< Two ice creams, please.	To is, tak!
>>dan<< We accept credit cards.	Vi accepterer kreditkort.
>>dan<< We became fast friends.	Vi blev bedstevenner.
>>dan<< We closed the suitcase.	Vi lukkede kufferten.
>>dan<< We didn't let Tom sing.	Vi lod ikke Tom synge.
>>dan<< We don't have a rabbit.	Vi har ikke en kanin.
>>dan<< We don't like the rain.	Vi bryder os ikke om regnen.
>>dan<< We don't need a ladder.	Vi har ikke brug for en stige.
>>dan<< We feel very safe here.	Vi føler os meget trygge her.
>>dan<< We got on the same bus.	Vi stod på den samme bus.
>>dan<< We got on the same bus.	Vi steg på den samme bus.
>>dan<< We had a narrow escape.	Vi undslap med nød og næppe.
>>dan<< We had a station wagon.	Vi havde en stationcar.
>>dan<< We have plenty of time.	Vi har masser af tid.
>>dan<< We have plenty of time.	Vi har god tid.
>>dan<< We have to act quickly.	Vi må handle hurtigt.
>>dan<< We have to act quickly.	Vi skal handle hurtigt.
>>dan<< We helped them as well.	Vi hjalp også dem.
>>dan<< We like playing soccer.	Vi kan godt lide at spille fodbold.
>>dan<< We like to play soccer.	Vi kan godt lide at spille fodbold.
>>dan<< We love the same woman.	Vi elsker den samme kvinde.
>>dan<< We need to act quickly.	Vi må handle hurtigt.
>>dan<< We need to be cautious.	Vi er nødt til at være forsigtige.
>>dan<< We need to be cautious.	Vi må være forsigtige.
>>dan<< We often hear you sing.	Vi hører dig ofte synge.
>>dan<< We own a dog and a cat.	Vi ejer en hund og en kat.
>>dan<< We really miss our mom.	Vi savner virkelig vores mor.
>>dan<< We rented an apartment.	Vi lejede en lejlighed.
>>dan<< We sympathize with you.	Vi sympatiserer med dig.
>>dan<< We took it for granted.	Vi tog det for givet.
>>dan<< We want the same thing.	Vi vil det samme.
>>dan<< We'll be at home today.	Vi er hjemme i dag.
>>dan<< We'll soon change that.	Vi ændrer det snart.
>>dan<< We'll soon change that.	Vi vil snart ændre det.
>>dan<< We're free from danger.	Vi er uden for fare.
>>dan<< We're here for the day.	Vi er her hele dagen.
>>dan<< We're in a blind alley.	Vi befinder os i en blindgyde.
>>dan<< We're in a blind alley.	Vi er i en blindgyde.
>>dan<< We're in the same boat.	Vi er i den samme båd.
>>dan<< We're in the same boat.	Vi er i samme båd.
>>dan<< We're tired and hungry.	Vi er trætte og sultne.
>>dan<< We've missed our train.	Vi har forpasset vores tog.
>>dan<< We've only got an hour.	Vi har kun en time.
>>dan<< Welcome to being a mom.	Velkommen til moderskabet.
>>dan<< Well, I have to go now.	Nå, jeg må gå nu.
>>dan<< What Tom said was true.	Det, Tom sagde, var sandt.
>>dan<< What a beautiful night!	Hvilken skøn nat!
>>dan<< What a beautiful sight!	Sikke en flot udsigt.
>>dan<< What a big dog that is!	Sikke en stor hund!
>>dan<< What a wonderful night!	Sikke en dejlig aften!
>>dan<< What a wonderful night!	Sikke en dejlig nat!
>>dan<< What are they drinking?	Hvad drikker de?
>>dan<< What are you afraid of?	Hvad er du bange for?
>>dan<< What are you doing now?	Hvad går du og laver?
>>dan<< What are you doing now?	Hvad har du gang i?
>>dan<< What did the pilot say?	Hvad sagde piloten?
>>dan<< What did you like best?	Hvad kunne du bedst lide?
>>dan<< What did you tell them?	Hvad fortalte du dem?
>>dan<< What did you try to do?	Hvad prøvede du at gøre?
>>dan<< What do you think, Tom?	Hvad synes du, Tom?
>>dan<< What does UN stand for?	Hvad står FN for?
>>dan<< What does the cat want?	Hvad ønsker katten?
>>dan<< What drove Tom to that?	Hvad drev Tom til det?
>>dan<< What is the book about?	Hvad handler bogen om?
>>dan<< What was the violation?	Hvad var overtrædelsen?
>>dan<< What's Tom looking for?	Hvad leder Tom efter?
>>dan<< What's Tom's full name?	Hvad er Toms fulde navn?
>>dan<< What's Tom's last name?	Hvad er Toms efternavn?
>>dan<< What's Tom's last name?	Hvad hedder Tom til efternavn?
>>dan<< What's asphalt made of?	Hvad er asfalt lavet af?
>>dan<< What's behind the wall?	Hvad er der bag muren?
>>dan<< What's behind the wall?	Hvad er der bag væggen?
>>dan<< What's really going on?	Hvad er det der virkelig foregår?
>>dan<< What's the problem now?	Hvad er problemet nu?
>>dan<< What's the temperature?	Hvad er temperaturen?
>>dan<< What's your blood type?	Hvad er din blodtype?
>>dan<< What's your blood type?	Hvilken blodtype har du?
>>dan<< What's your first name?	Hvad er dit fornavn?
>>dan<< What's your occupation?	Hvad er din profession?
>>dan<< When can we meet again?	Hvornår kan vi mødes igen?
>>dan<< When does spring begin?	Hvornår begynder foråret?
>>dan<< When is Tom's birthday?	Hvornår er det Toms fødselsdag?
>>dan<< When will we get there?	Hvornår er vi der?
>>dan<< Where are my notebooks?	Hvor er mine notesbøger?
>>dan<< Where are you guys now?	Hvor er I nu?
>>dan<< Where are your parents?	Hvor er dine forældre?
>>dan<< Where are your parents?	Hvor er jeres forældre?
>>dan<< Where can I buy apples?	Hvor kan jeg købe æbler?
>>dan<< Where can I find a cab?	Hvor kan jeg finde en taxa?
>>dan<< Where did you buy them?	Hvor købte du dem?
>>dan<< Where did you put them?	Hvor lagde du dem?
>>dan<< Where did you see them?	Hvor så du dem?
>>dan<< Where did you try them?	Hvor prøvede du dem?
>>dan<< Where do you guys live?	Hvor bor I?
>>dan<< Where's a cash machine?	Hvor er der en hæveautomat?
>>dan<< Where's a cash machine?	Hvor er der en pengeautomat?
>>dan<< Where's a cash machine?	Hvor er der en kontantautomat?
>>dan<< Where's my apple juice?	Hvor er min æblejuice?
>>dan<< Where's the phone book?	Hvor er telefonbogen?
>>dan<< Where've you guys been?	Hvor har I været?
>>dan<< Which bicycle is Tom's?	Hvilken cykel er Toms?
>>dan<< Which book did you buy?	Hvilken bog købte du?
>>dan<< Which book do you need?	Hvilken bog har du brug for?
>>dan<< Who discovered America?	Hvem opdagede Amerika?
>>dan<< Who do you want to win?	Hvem ønsker du, skal vinde?
>>dan<< Who do you want to win?	Hvem vil du gerne have, skal vinde?
>>dan<< Who told you the story?	Hvem fortalte dig historien?
>>dan<< Who told you the story?	Hvem har fortalt dig historien?
>>dan<< Who's being prosecuted?	Hvem bliver retsforfulgt?
>>dan<< Who's doing the dishes?	Hvem tager opvasken?
>>dan<< Who's doing the dishes?	Hvem vasker op?
>>dan<< Whose notebook is this?	Hvis notesbog er det?
>>dan<< Whose notebook is this?	Hvis notebook er det?
>>dan<< Whose umbrella is this?	Hvis paraply er den her?
>>dan<< Why are we helping Tom?	Hvorfor hjælper vi Tom?
>>dan<< Why are you doing this?	Hvorfor gør du det her?
>>dan<< Why are you doing this?	Hvorfor gør du dette?
>>dan<< Why are you doing this?	Hvorfor gør du det?
>>dan<< Why are you kicking me?	Hvorfor sparker du til mig?
>>dan<< Why are you still here?	Hvorfor er du her stadig?
>>dan<< Why can't Tom hug Mary?	Hvorfor kan Tom ikke kramme Mary?
>>dan<< Why did no one warn me?	Hvorfor var der ingen der advarede mig?
>>dan<< Why didn't you pick me?	Hvorfor tog du ikke mig?
>>dan<< Why do I need an alibi?	Hvorfor har jeg brug for et alibi?
>>dan<< Why do bears hibernate?	Hvorfor går bjørne i hi?
>>dan<< Why do you need change?	Hvorfor har du brug for småpenge?
>>dan<< Why do you need change?	Hvorfor har du brug for forandring?
>>dan<< Why does nobody answer?	Hvorfor er der ingen der svarer?
>>dan<< Why doesn't Tom answer?	Hvorfor svarer Tom ikke?
>>dan<< Why don't we go by bus?	Hvorfor tager vi ikke bussen?
>>dan<< Why don't you get lost?	Hvorfor skrider du ikke?
>>dan<< Why don't you get lost?	Hvorfor piller du ikke af?
>>dan<< Why don't you get lost?	Hvorfor skrubber du ikke af?
>>dan<< Why don't you help Tom?	Hvorfor hjælper du ikke Tom?
>>dan<< Why is it so important?	Hvorfor er det så vigtigt?
>>dan<< Why should I even care?	Hvad rager det mig?
>>dan<< Why should I even care?	Hvorfor burde jeg bekymre mig om det?
>>dan<< Why wait for Christmas?	Hvorfor vente til jul?
>>dan<< Why were you in prison?	Hvorfor var du i fængsel?
>>dan<< Why were you screaming?	Hvorfor skreg du?
>>dan<< Why weren't they there?	Hvorfor var de ikke der?
>>dan<< Will I get what I want?	Får jeg hvad jeg ønsker?
>>dan<< Will you do me a favor?	Vil du gøre mig en tjeneste?
>>dan<< Will you drive me home?	Vil du køre mig hjem?
>>dan<< Will you see Tom again?	Ser du Tom igen?
>>dan<< Will you visit us soon?	Besøger du os snart?
>>dan<< Women share everything.	Kvinder deler alt.
>>dan<< Yeast makes dough rise.	Gær får dej til at hæve.
