>>ind<< Hi.	Hai.
>>ind<< The car ran into a tree.	Mobilnya menabrak pohon.
>>ind<< The computer broke down.	Komputernya rusak.
>>ind<< The cup is on the table.	Cangkir itu ada di atas meja.
>>ind<< The desk drawer is open.	Laci mejanya terbuka.
>>ind<< The garage door is open.	Pintu garasi terbuka.
>>ind<< The hotel is over there.	Hotelnya di sana.
>>ind<< The key is on the table.	Kuncinya ada di atas meja.
>>ind<< The news made him happy.	Berita itu membuatnya bahagia.
>>ind<< The odds are two to one.	Peluangnya adalah dua dibanding satu.
>>ind<< The price will increase.	Harganya akan meningkat.
>>ind<< The proverb is familiar.	Pepatah itu terdengar familiar.
>>ind<< The rice was still warm.	Nasinya masih hangat.
>>ind<< The sky is getting dark.	Langitnya semakin gelap.
>>ind<< The snake shed its skin.	Ularnya berganti kulit.
>>ind<< The snowstorm continued.	Badai salju itu berlanjut.
>>ind<< The train has just left.	Keretanya baru saja berangkat.
>>ind<< The world changes a lot.	Dunia telah banyak berubah.
>>ind<< There is a fork missing.	Ada garpu yang hilang.
>>ind<< There were lots of cars.	Ada banyak mobil.
>>ind<< There's plenty of water.	Airnya banyak.
>>ind<< These flowers have died.	Bunga-bunga ini sudah mati.
>>ind<< They don't speak French.	Mereka tidak bisa berbahasa Prancis.
>>ind<< They said they're happy.	Mereka berkata bahwa mereka bahagia.
>>ind<< They used to love jokes.	Dulu mereka suka bercanda.
>>ind<< They're all watching TV.	Mereka semua menonton TV.
>>ind<< This account is correct.	Akun ini benar.
>>ind<< This car is my father's.	Mobil ini milik ayahku.
>>ind<< This is a Canadian flag.	Ini bendera Kanada.
>>ind<< This is a gift from Tom.	Ini hadiah dari Tom.
>>ind<< This is a movie for men.	Ini adalah film untuk laki-laki.
>>ind<< This is my lucky number.	Ini adalah angka keberuntunganku.
>>ind<< This is not a good idea.	Ini bukan ide yang bagus.
>>ind<< This is where Tom works.	Ini adalah tempat Tom bekerja.
>>ind<< This paragraph is vague.	Kalimat ini tidak jelas.
>>ind<< This sounds like a trap.	Kedengarannya seperti jebakan.
>>ind<< This ticket isn't valid.	Tiket ini tidak berlaku.
>>ind<< Those are Tom's parents.	Itu orang tua Tom.
>>ind<< Today is Tom's birthday.	Hari ini ulang tahun Tom.
>>ind<< Tom almost lost his eye.	Tom hampir kehilangan matanya.
>>ind<< Tom also needs a jacket.	Tom juga perlu jaket.
>>ind<< Tom and Mary are asleep.	Tom dan Mary sedang tidur.
>>ind<< Tom began to cry loudly.	Tom mulai menangis dengan keras.
>>ind<< Tom began to understand.	Tom mulai mengerti.
>>ind<< Tom bought a dozen eggs.	Tom membeli selusin telur.
>>ind<< Tom called his attorney.	Tom memanggil pengacaranya.
>>ind<< Tom can't run very fast.	Tom tidak bisa lari dengan sangat cepat.
>>ind<< Tom certainly is skinny.	Tom tentunya kurus.
>>ind<< Tom cut himself shaving.	Tom terluka ketika sedang bercukur.
>>ind<< Tom didn't look so busy.	Tom tidak terlihat begitu sibuk.
>>ind<< Tom didn't try to argue.	Tom tidak mencoba untuk membantah.
>>ind<< Tom died of an overdose.	Tom meninggal karena overdosis.
>>ind<< Tom died of lung cancer.	Tom meninggal karena kanker paru-paru.
>>ind<< Tom doesn't like Boston.	Tom tidak suka Boston.
>>ind<< Tom doesn't like cheese.	Tom tidak suka keju.
>>ind<< Tom dug up the potatoes.	Tom memanen kentang-kentangnya.
>>ind<< Tom embraced his father.	Tom memeluk ayahnya.
>>ind<< Tom fell into the water.	Tom jatuh ke dalam air.
>>ind<< Tom forgot his umbrella.	Tom lupa payungnya.
>>ind<< Tom got off his bicycle.	Tom turun dari sepedanya.
>>ind<< Tom had to do some work.	Tom harus melakukan beberapa perkerjaan.
>>ind<< Tom has a decent salary.	Tom punya gaji yang lumayan.
>>ind<< Tom has another problem.	Tom punya permasalahan lain.
>>ind<< Tom has been good to me.	Tom selalu baik kepadaku.
>>ind<< Tom has been good to us.	Tom selalu baik kepada kami.
>>ind<< Tom has good intentions.	Tom memiliki niat yang baik.
>>ind<< Tom has no other choice.	Tom tidak punya pilihan lain.
>>ind<< Tom has three computers.	Tom memiliki tiga komputer.
>>ind<< Tom has very short hair.	Tom memiliki rambut yang sangat pendek.
>>ind<< Tom hid under the table.	Tom bersembunyi di bawah meja.
>>ind<< Tom is a friend of mine.	Tom adalah seorang kawanku.
>>ind<< Tom is a friend of mine.	Tom adalah seorang temanku.
>>ind<< Tom is driving too fast.	Tom mengemudi terlalu cepat.
>>ind<< Tom is eating breakfast.	Tom sedang sarapan.
>>ind<< Tom is eating breakfast.	Tom sedang menyarap.
>>ind<< Tom is in constant pain.	Tom merasakan sakit yang tidak ada henti-hentinya.
>>ind<< Tom is my father-in-law.	Tom adalah mertuaku.
>>ind<< Tom is no longer afraid.	Tom tidak takut lagi.
>>ind<< Tom is no longer afraid.	Tom tidak ketakutan lagi.
>>ind<< Tom is not able to swim.	Tom tidak bisa berenang.
>>ind<< Tom is richer than Mary.	Tom lebih kaya daripada Mary.
>>ind<< Tom is riding a bicycle.	Tom sedang mengendarai sepeda.
>>ind<< Tom is riding a bicycle.	Tom sedang bersepeda.
>>ind<< Tom is the only suspect.	Tom adalah satu-satunya tersangka.
>>ind<< Tom is three months old.	Tom berusia tiga bulan.
>>ind<< Tom is tidying his room.	Tom sedang merapikan kamarnya.
>>ind<< Tom is very experienced.	Tom sangat berpengalaman.
>>ind<< Tom isn't a millionaire.	Tom bukan jutawan
>>ind<< Tom isn't hungry either.	Tom juga tidak lapar.
>>ind<< Tom isn't very muscular.	Tom tidak terlalu berotot.
>>ind<< Tom isn't wearing socks.	Tom tidak memakai kaus kaki.
>>ind<< Tom jumped off the roof.	Tom melompat turun dari atap.
>>ind<< Tom just wanted to help.	Tom hanya ingin membantu.
>>ind<< Tom likes experimenting.	Tom suka bereksperimen.
>>ind<< Tom likes fried chicken.	Tom suka ayam goreng.
>>ind<< Tom likes to eat cheese.	Tom suka makan keju.
>>ind<< Tom lives with his aunt.	Tom tinggal bersama bibinya.
>>ind<< Tom lost his teddy bear.	Tom kehilangan boneka beruangnya.
>>ind<< Tom needs a new bicycle.	Tom membutuhkan sepeda baru.
>>ind<< Tom ordered apple juice.	Tom memesan jus apel.
>>ind<< Tom put milk in his tea.	Tom menambahkan susu ke dalam tehnya.
>>ind<< Tom put on his raincoat.	Tom memakai jas hujan.
>>ind<< Tom quarreled with Mary.	Tom bertengkar dengan Mary.
>>ind<< Tom ran across the road.	Tom berlari sepanjang jalan.
>>ind<< Tom said he's no expert.	Tom berkata dia bukan ahlinya.
>>ind<< Tom says he's tone deaf.	Tom bilang dia buta nada.
>>ind<< Tom says the same thing.	Tom mengatakan hal yang sama.
>>ind<< Tom says this is absurd.	Tom berkata ini tidak masuk akal.
>>ind<< Tom says this is normal.	Tom berkata ini normal.
>>ind<< Tom seemed uninterested.	Tom terlihat tidak tertarik.
>>ind<< Tom signed the document.	Tom menandatangani dokumennya.
>>ind<< Tom sleeps all the time.	Tom tidur sepanjang waktu.
>>ind<< Tom sold his old guitar.	Tom menjual gitar lamanya.
>>ind<< Tom still has some time.	Tom masih ada waktu.
>>ind<< Tom still loves his job.	Tom masih menyukai pekerjaannya.
>>ind<< Tom still loves it here.	Tom masih betah disini.
>>ind<< Tom talked very quickly.	Tom berbicara dengan sangat cepat.
>>ind<< Tom thinks the same way.	Tom juga berpikiran sama.
>>ind<< Tom thinks you're lying.	Tom berpikir kalau kau berbohong.
>>ind<< Tom used to be very shy.	Tom dulunya sangat pemalu.
>>ind<< Tom wanted to be famous.	Tom ingin terkenal.
>>ind<< Tom wants to be a pilot.	Tom ingin menjadi seorang pilot.
>>ind<< Tom was born on a plane.	Tom lahir di dalam pesawat.
>>ind<< Tom was late for dinner.	Tom terlambat untuk makan malam.
>>ind<< Tom was shocked by this.	Tom syok karena ini.
>>ind<< Tom was shot and killed.	Tom tertembak dan terbunuh.
>>ind<< Tom was shot and killed.	Tom ditembak dan dibunuh.
>>ind<< Tom was shot and killed.	Tom ditembak dan terbunuh.
>>ind<< Tom was very frightened.	Tom sangat ketakutan.
>>ind<< Tom was working with us.	Tom bekerja dengan kami.
>>ind<< Tom wasn't a bit sleepy.	Tom tidak sedang mengantuk.
>>ind<< Tom wasn't a lazy child.	Tom bukan anak pemalas.
>>ind<< Tom will have no choice.	Tom tidak akan punya pilihan.
>>ind<< Tom will quit on Monday.	Tom akan berhenti hari senin.
>>ind<< Tom won't buy a new car.	Tom tidak akan membeli mobil baru.
>>ind<< Tom won't recognize you.	Tom tidak akan mengenalimu.
>>ind<< Tom wore a white jacket.	Tom mengenakan jaket putih.
>>ind<< Tom worked all his life.	Tom bekerja sepanjang hidupnya.
>>ind<< Tom's cat scratched him.	Kucing Tom mencakarnya.
>>ind<< Tom's cheeks became red.	Pipi Tom memerah.
>>ind<< Tom's father is in jail.	Ayah Tom di penjara.
>>ind<< Try to keep from crying.	Cobalah untuk tidak menangis.
>>ind<< Turn the flame down low.	Kecilkan apinya.
>>ind<< We are having a meeting.	Kami sedang rapat.
>>ind<< We didn't learn a thing.	Kita tidak mengambil hikmah sama sekali.
>>ind<< We didn't learn a thing.	Kami tidak mengambil hikmah sama sekali.
>>ind<< We didn't need to hurry.	Kita tidak perlu tergesa-gesa.
>>ind<< We do this every Monday.	Kami melakukan ini setiap hari Senin.
>>ind<< We felt the house shake.	Kami merasakan rumahnya berguncang.
>>ind<< We have only three left.	Kita mempunyai tiga lagi.
>>ind<< We have suffered enough.	Kami sudah cukup menderita.
>>ind<< We have to do something.	Kita harus melakukan sesuatu.
>>ind<< We have to keep working.	Kita harus tetap bekerja.
>>ind<< We have to keep working.	Kita harus terus bekerja.
>>ind<< We have to stay healthy.	Kita harus tetap sehat.
>>ind<< We hope you can help us.	Kami harap Anda bisa membantu kami.
>>ind<< We hope you can help us.	Kami harap kamu bisa menolong kami.
>>ind<< We might find something.	Kita mungkin bisa menemukan sesuatu.
>>ind<< We need cement and sand.	Kami membutuhkan semen dan pasir.
>>ind<< We need to buy a new TV.	Kita perlu membeli TV yang baru.
>>ind<< We need to do something.	Kita perlu melakukan sesuatu.
>>ind<< We never work on Sunday.	Kami tidak pernah bekerja di hari Minggu.
>>ind<< We should wait for help.	Kita harus menunggu datangnya bantuan.
>>ind<< We solved both problems.	Kami menyelesaikan kedua permasalahan itu.
>>ind<< We take oil for granted.	Kita menyia-nyiakan minyak.
>>ind<< We use our feet to walk.	Kami menggunakan kaki kami untuk berjalan.
>>ind<< We want to sell our car.	Kami ingin menjual mobil kami.
>>ind<< We'll fight to the last.	Kita akan berjuang sampai akhir.
>>ind<< We're updating the site.	Kami sedang memperbarui situsnya.
>>ind<< We're worried about you.	Kami mengkhawatirkanmu.
>>ind<< We've already done that.	Kita sudah melakukan itu.
>>ind<< We've already done that.	Kami sudah melakukan itu.
>>ind<< What I'm saying is true.	Apa yang aku katakan itu benar.
>>ind<< What are the rooms like?	Seperti apa kamar-kamarnya?
>>ind<< What are we looking for?	Apa yang sedang kita cari?
>>ind<< What are you doing here?	Apa yang sedang kamu lakukan di sini?
>>ind<< What are you hoping for?	Apa harapanmu?
>>ind<< What are you looking at?	Apa yang sedang kamu lihat?
>>ind<< What are you looking at?	Loe lagi ngeliatin apaan sih?
>>ind<< What color is your hair?	Apa warna rambutmu?
>>ind<< What did both of you do?	Apa yang kalian berdua lakukan?
>>ind<< What did the doctor say?	Apa yang dokter katakan?
>>ind<< What did you talk about?	Kamu membicarakan tentang apa?
>>ind<< What do you want to eat?	Kamu mau makan apa?
>>ind<< What do you want to eat?	Mau makan apa?
>>ind<< What do you want to say?	Apa yang ingin kamu katakan?
>>ind<< What kind of play is it?	Permainan apa sih itu?
>>ind<< What made you come here?	Apa yang membuatmu datang ke sini?
>>ind<< What makes you say that?	Apa yang membuatmu mengatakan itu?
>>ind<< What shall I begin with?	Enaknya mulai darimana ya?
>>ind<< What should we focus on?	Kita harus fokus pada apa?
>>ind<< What should we focus on?	Kami harus fokus pada apa?
>>ind<< What sports do you like?	Olahraga apa yang kau sukai?
>>ind<< What time do you get up?	Anda bangun pada pukul berapa?
>>ind<< What time does it close?	Jam berapa tutupnya?
>>ind<< What we do is up to you.	Apa yang kita lakukan tergantung padamu.
>>ind<< What were you two doing?	Apa yang kalian berdua lakukan?
>>ind<< What year were you born?	Kamu lahir tahun berapa?
>>ind<< What you say is correct.	Apa yang Anda katakan benar.
>>ind<< What'll you write about?	Kamu akan menulis tentang apa?
>>ind<< What're you waiting for?	Kamu sedang menunggu apa?
>>ind<< What're you waiting for?	Apa yang sedang kamu tunggu?
>>ind<< What's a right triangle?	Apa itu segitiga siku-siku?
>>ind<< What's for dinner today?	Apa makan malam hari ini?
>>ind<< What's happening to you?	Kamu kenapa?
>>ind<< What's your destination?	Tujuanmu ke mana?
>>ind<< When are you going home?	Kapan kamu pulang ke rumah?
>>ind<< When are you going home?	Kapan kamu akan pulang?
>>ind<< When are you going home?	Kapan Anda pulang ke rumah?
>>ind<< When will you come back?	Kapan kamu akan kembali?
>>ind<< When will you come home?	Kapan kamu pulang ke rumah?
>>ind<< When will you come home?	Kapan Anda pulang ke rumah?
>>ind<< Where are you all going?	Kalian semua mau pergi ke mana?
>>ind<< Where can I buy a brush?	Di mana saya bisa membeli sikat?
>>ind<< Where can I catch a bus?	Di mana saya bisa menaiki sebuah bus?
>>ind<< Where do they come from?	Mereka berasal dari mana?
>>ind<< Where do you want to go?	Kau ingin pergi ke mana?
>>ind<< Where do you want to go?	Anda ingin pergi ke mana?
>>ind<< Where have you two been?	Ke mana saja kalian berdua?
>>ind<< Who are you waiting for?	Siapa yang sedang anda tunggu l
>>ind<< Who did you think I was?	Kamu mengira saya siapa?
>>ind<< Who is the team's coach?	Siapa pelatih timnya?
>>ind<< Who lived in that house?	Siapa yang dulu tinggal di rumah itu?
>>ind<< Who told you I was sick?	Siapa yang memberitahumu aku sakit?
>>ind<< Who told you to do that?	Siapa yang menyuruhmu melakukan itu?
>>ind<< Who told you to go home?	Siapa yang menyuruh kamu pulang?
>>ind<< Who told you to go home?	Siapa suruh kamu pulang?
>>ind<< Who told you to go home?	Siapa yang menyuruhmu pulang?
>>ind<< Who wants hot chocolate?	Siapa mau cokelat panas?
>>ind<< Why did you buy flowers?	Kenapa kamu beli bunga?
>>ind<< Why did you turn it off?	Mengapa kamu matikan itu?
>>ind<< Why didn't you tell her?	Kenapa kamu tidak memberitahunya?
>>ind<< Why don't you get a job?	Mengapa kamu tidak memperoleh pekerjaan?
>>ind<< Why is he staring at me?	Kenapa dia menatapku?
>>ind<< Why's Tom always absent?	Mengapa Tom selalu absen?
>>ind<< Work as hard as you can.	Bekerjalah sekuat yang kamu bisa.
>>ind<< Would you like to dance?	Maukah kau berdansa?
>>ind<< Write your address here.	Tulis alamatmu di sini.
>>ind<< You are a good customer.	Anda seorang pelanggan yang baik.
>>ind<< You are free to go home.	Kamu boleh pulang.
>>ind<< You can keep the change.	Kau bisa menyimpan kembaliannya.
>>ind<< You can swim, can't you?	Kamu bisa berenang, kan?
>>ind<< You can't come tomorrow.	Kamu tidak bisa datang besok.
>>ind<< You can't live on Venus.	Kamu tidak bisa hidup di Venus.
>>ind<< You don't have to hurry.	Kau tidak perlu tergesa-gesa.
>>ind<< You don't look like Tom.	Kamu tidak terlihat seperti Tom.
>>ind<< You don't need to panic.	Kau tidak perlu panik.
>>ind<< You don't need to shout.	Kamu tidak perlu berteriak
>>ind<< You don't smoke, do you?	Anda tidak merokok, bukan?
>>ind<< You have a lot of books.	Kalian punya banyak buku.
>>ind<< You have a lot of books.	Kamu punya banyak buku.
>>ind<< You have a lot of nerve!	Kurang ajar sekali kamu!
>>ind<< You must do it yourself.	Kamu harus melakukanya sendiri.
>>ind<< You must read this book.	Kalian harus membaca buku ini.
>>ind<< You mustn't tell anyone.	Kamu tidak boleh memberitahukannya pada siapapun.
>>ind<< You really are an idiot.	Kamu memang seorang yang bodoh.
>>ind<< You should have done so.	Seharusnya kamu melakukannya.
>>ind<< You should have seen it.	Kamu harusnya melihatnya.
>>ind<< You should not go alone.	Kau seharusnya tidak pergi seorang diri.
>>ind<< You should not go alone.	Kau tidak boleh pergi sendirian.
>>ind<< You should quit smoking.	Anda harus berhenti merokok.
>>ind<< You should see a doctor.	Kau harus pergi ke dokter.
>>ind<< You should see a doctor.	Kamu harus pergi ke dokter.
>>ind<< You still have a chance.	Kamu masih punya kesempatan.
>>ind<< You're absolutely right.	Kau memang benar.
>>ind<< You're completely right.	Kau memang benar.
>>ind<< You're still very young.	Kamu masih sangat muda.
>>ind<< You're taller than I am.	Kau lebih tinggi ketimbang aku.
>>ind<< You're very interesting.	Kamu sangat menarik.
>>ind<< You've dropped your pen.	Kau telah menjatuhkan penamu.
>>ind<< You've got to apologize.	Kamu harus minta maaf.
>>ind<< Your dress is very nice.	Gaunmu indah sekali.
>>ind<< Your jokes aren't funny.	Lelucon Anda tidak lucu.
>>ind<< Your jokes aren't funny.	Lelucon kalian tidak lucu.
>>ind<< Your wife is mad at you.	Istrimu marah padamu.
>>ind<< A glass of water, please.	Tolong segelas air putih.
>>ind<< A truck ran over our dog.	Sebuah truk menabrak anjing kami.
>>ind<< Always count your change.	Selalu hitung kembalianmu.
>>ind<< Are there any seats left?	Apakah masih ada tempat duduk yang tersisa?
>>ind<< Are those Tom's children?	Apakah itu anak-anak Tom?
>>ind<< Are you buying into this?	Apa kau percaya akan hal ini?
>>ind<< Are you expecting anyone?	Apakah kamu sedang menunggu seseorang?
>>ind<< Are you fond of swimming?	Apakah kamu sangat menyukai berenang?
>>ind<< Are you off duty tonight?	Apa kau tidak bertugas malam ini?
>>ind<< Are you on the committee?	Apakah Anda anggota dari komite?
>>ind<< Avoid oversized portions.	Hindari porsi yang terlalu besar.
>>ind<< Bread is made from flour.	Roti terbuat dari tepung.
>>ind<< Can I pay by credit card?	Bisakah saya membayar dengan menggunakan kartu kredit?
