>>nds<< Run!	Loop!
>>nds<< I called him up yesterday.	Güstern heff ik em anropen.
>>nds<< I can reach the top shelf.	Ik kann an dat böverste Boord recken.
>>nds<< I can't explain it either.	Ik kann dat ook nich verkloren.
>>nds<< I can't live without a TV.	Ik kann ahn Feernsehn nich leven.
>>nds<< I can't remember his name.	Ik weet sien Naam nich mehr.
>>nds<< I couldn't find his house.	Ik kunn sien Huus nich finnen.
>>nds<< I didn't know where to go.	Ik wüss nich woneem ik hengahn schull.
>>nds<< I don't have enough money.	Ik heff nich noog Geld.
>>nds<< I don't know what that is.	Ik weet nich, wat dat is.
>>nds<< I don't need anything now.	Ik bruuk nu nix.
>>nds<< I forgot my email address.	Ik heff mien E-Mail-Adress vergeten.
>>nds<< I have no hair on my head.	Ik heff keen Hoor op ’n Kopp.
>>nds<< I ironed the handkerchief.	Ik heff dat Snuuvdook plätt.
>>nds<< I need someone to talk to.	Ik bruuk een, mit den ik snacken kann.
>>nds<< I saw him enter the house.	Ik heff em in ’t Huus gahn sehn.
>>nds<< I sometimes dream of home.	Af un to drööm ik von tohuus.
>>nds<< I speak English every day.	Ik snack elk Dag Engelsch.
>>nds<< I speak English every day.	Ik snack jeden Dag engelsch.
>>nds<< I think she's been crying.	Mi dücht, se hett weent.
>>nds<< I want to eat Korean food.	Ik will Koreaansch eten.
>>nds<< I wish I had this problem.	Ik wull ik harr dit Probleem.
>>nds<< I'd like to have a coffee.	Ik harr geern en Kaffe.
>>nds<< I'll lend you my notebook.	Ik lehn di mien Notizbook.
>>nds<< I'm glad that you'll come.	Ik frei mi, dat du kamen wullt.
>>nds<< I'm going to the park now.	Ik gah nu in ’n Park.
>>nds<< I'm looking for a sweater.	Ik söök en Pullover.
>>nds<< I'm testing my new camera.	Ik probeer mien ne’e Kamera ut.
>>nds<< I'm waiting for my friend.	Ik tööv op mien Fründ.
>>nds<< I've lost a little weight.	Ik heff en beten Wicht verloren.
>>nds<< Is it still far from here?	Is dat noch wied von hier?
>>nds<< Is there a telephone here?	Gifft dat hier en Telefoon?
>>nds<< It's a quaint old village.	Dat is en smuck oold Dörp.
>>nds<< It's already dark outside.	Dat is al düüster buten.
>>nds<< It's easy to catch a cold.	Kannst licht en Snööv kriegen.
>>nds<< It's for a friend of mine.	Dat is för en Fründ von mi.
>>nds<< It's hard to quit smoking.	Dat is swoor, dat Smöken optogeven.
>>nds<< May I ask how old you are?	Dröff ik fragen, wo oold du büst?
>>nds<< My brother is a professor.	Mien Broder is en Perfesser.
>>nds<< My children are at school.	Miene Kinner sünd in ’e School.
>>nds<< My daughter caught a cold.	Miene Dochter hett en Snööv kregen.
>>nds<< My father's in the garden.	Mien Vader is in ’n Goorn.
>>nds<< My phone was out of order.	Mien Telefoon weer kaputt.
>>nds<< None of the cars are mine.	Keeneen von de Autos höört mi to.
>>nds<< Not all birds build nests.	Nich all Vagels boot Nesten.
>>nds<< Oh no! I forgot my wallet.	Oh nee! Ik heff mien Portmanneet vergeten.
>>nds<< Our fence is made of iron.	Uns Tuun is ut Iesen.
>>nds<< She bought him some candy.	Se hett em en beten Snökerkraam köfft.
>>nds<< She doesn't listen to him.	Se höört em nich to.
>>nds<< She handed him his jacket.	Se hett em sien Jack geven.
>>nds<< She has never visited him.	Se hett em nie besöcht.
>>nds<< She has no one to talk to.	Se hett nüms to ’n Snacken.
>>nds<< She is opening the window.	Se maakt dat Finster op.
>>nds<< She looked at him angrily.	Se deed em argerlich ankieken.
>>nds<< She met him for breakfast.	Se hett em to ’n Fröhstück drapen.
>>nds<< She met him only recently.	Se hett em eerst nulest drapen.
>>nds<< She showed him my picture.	Se hett em mien Bild wiest.
>>nds<< She showed me her new car.	Se hett mi ehr neet Auto wiest.
>>nds<< She tried to kill herself.	Se hett versöcht, ehr sülvs ümtobringen.
>>nds<< She visited him in Boston.	Se hett em in Boston besöcht.
>>nds<< That girl is good-looking.	De Deern sütt smuck ut.
>>nds<< The apple is not yet ripe.	De Appel is noch nich riep.
>>nds<< The baby opened his mouth.	Dat Baby deed sien Mund apen.
>>nds<< The doctor gave it to her.	De Dokter hett ehr dat geven.
>>nds<< The hunter caught the fox.	De Jäger hett ’n Voss fungen.
>>nds<< The prisoner was released.	De Fungene is freelaten worrn.
>>nds<< The rain lasted five days.	De Regen hett fiev Daag wohrt.
>>nds<< The rain lasted five days.	De Regen hett fiev Daag anhollen.
>>nds<< The store closes at seven.	De Laden maakt Klock söven dicht.
>>nds<< The universe is limitless.	Dat Universum hett keen Enn.
>>nds<< The weather is fine today.	Dat is fein Weder vondaag.
>>nds<< The weather is nice today.	Dat is mooi Weder vondaag.
>>nds<< There's a rock in my shoe.	Dor is en Steen in mien Schoh.
>>nds<< They each paid separately.	Se hebbt elk för sik betahlt.
>>nds<< They go to work every day.	Se gaht elk Dag na Arbeid.
>>nds<< They sell everything here.	Hier warrt allens verköfft.
>>nds<< This CD belongs to my son.	Disse Cd höört mien Söhn to.
>>nds<< This coffee is too bitter.	Disse Koffie is to bitter.
>>nds<< This hat cost ten dollars.	Disse Hoot hett teihn Dollar köst.
>>nds<< This is the flag of Japan.	Dat is de Fahn von Japan.
>>nds<< Twenty families live here.	Twintig Familien leevt hier.
>>nds<< Wash your hands with soap.	Wasch dien Hannen mit Seep.
>>nds<< We aren't afraid of death.	Wi sünd vör ’n Dood nich bang.
>>nds<< We had a lot of furniture.	Wi harrn veel Möbels.
>>nds<< We have a half-dozen eggs.	Wi hebbt en halv Dutz Eier.
>>nds<< We walked around the pond.	Wi sünd üm ’n Diek rümgahn.
>>nds<< What color is his sweater?	Wat för en Klöör hett sien Pullover?
>>nds<< What country are you from?	Ut wat för en Land kummst du?
>>nds<< What did you do this week?	Wat hest du disse Week daan?
>>nds<< What did you do this week?	Wat hest du disse Week maakt?
>>nds<< What has brought you here?	Wat hett di hier her bröcht?
>>nds<< What has brought you here?	Wat hett jo hier her bröcht?
>>nds<< What kind of bird is this?	Wat för en Soort Vagel is dit?
>>nds<< What's your favorite poem?	Wat is dien leevst Gedicht?
>>nds<< What's your favorite song?	Wat is dien leevst Leed?
>>nds<< What's your favorite wine?	Wat is dien leevst Wien?
>>nds<< What's your favorite word?	Wat is dien leevst Woord?
>>nds<< Where are the other girls?	Woneem sünd de annern Deerns?
>>nds<< Where ever did you buy it?	Woneem hest du dat köfft?
>>nds<< Where is your friend from?	Woneem is dien Fründ von af?
>>nds<< Where were you last night?	Woneem büst du vergangen Nacht wesen?
>>nds<< Which movie did you watch?	Wat för en Film hest du keken?
>>nds<< Which movie did you watch?	Wat för en Film hebbt ji keken?
>>nds<< Why didn't you believe me?	Worüm hest du mi nich glöövt?
>>nds<< You can use my dictionary.	Du kannst mien Wöörbook bruken.
>>nds<< You cannot go any farther.	Du kannst nich wiedergahn.
>>nds<< You must repay your debts.	Du musst dien Schullen trüggbetahlen.
>>nds<< You need to stop drinking.	Du musst ophören mit Drinken.
>>nds<< You should take my advice.	Du schusst mien Raad annehmen.
>>nds<< You'd better not go there.	Du schusst dor man beter nich hengahn.
>>nds<< Are you talking about work?	Snackt ji över de Arbeid?
>>nds<< Count from 10 down to zero.	Tell von teihn dal na null.
>>nds<< Did you bring a hair dryer?	Hest du en Föön mitnahmen?
>>nds<< Do you come here every day?	Kummst du hier elk Dag her?
>>nds<< Everyone except me knew it.	All wüssen se ’t, bloot ik nich.
>>nds<< Frogs are afraid of snakes.	Poggen sünd bang vör Snaken.
>>nds<< Green is my favorite color.	Gröön is miene leevste Klöör.
>>nds<< He angrily closed the door.	He deed argerlich de Döör dichtmaken.
>>nds<< He decided to quit smoking.	He harr sik överleggt, dat he dat Smöken opgeven wull.
>>nds<< He does not live in Sendai.	He wahnt nich in Sendai.
>>nds<< He drinks too much alcohol.	He drinkt toveel Alkohol.
>>nds<< He is able to swim quickly.	He kann gau swemmen.
>>nds<< He is in front of the door.	He steiht vör de Döör.
>>nds<< He is sitting cross-legged.	He sitt mit överenannerleggt Been.
>>nds<< He speaks a little English.	He snackt en beten Engelsch.
>>nds<< He stood there for a while.	He stünn dor en Stoot.
>>nds<< He was born in Switzerland.	He is in de Swiez boren.
>>nds<< He'll become a father soon.	He warrt bald Vader.
>>nds<< Her old cat is still alive.	Ehr ole Katt leevt noch jümmer.
>>nds<< Here's my telephone number.	Hier is mien Telefoonnummer.
>>nds<< His father was a policeman.	Sien Vader weer en Schandarm.
>>nds<< How about going for a swim?	Schöölt wi swemmen gahn?
>>nds<< How many books do you have?	Woveel Böker hest du?
>>nds<< I am at home every evening.	Ik bün elk Avend tohuus.
>>nds<< I ate three pieces of cake.	Ik heff dree Stück Koken eten.
>>nds<< I forgot to call him today.	Ik heff vergeten em vondaag antoropen.
>>nds<< I had a long talk with her.	Ik harr en lang Gespreek mit ehr.
>>nds<< I let the cat into my room.	Ik leet de Katt in miene Kamer.
>>nds<< I met a dog on my way home.	Op ’n Weg na Huus heff ik en Hund drapen.
>>nds<< I must have made a mistake.	Ik mutt en Fehler maakt hebben.
>>nds<< I still have so much to do.	Ik heff noch so veel to doon.
>>nds<< I then began to understand.	Denn heff ik anfungen to verstahn.
>>nds<< I threw down the newspaper.	Ik heff dat Daagbladd dalsmeten.
>>nds<< I took part in the contest.	Ik heff bi ’n Weddstried mitmaakt.
>>nds<< I understand what you mean.	Ik verstah, wat du meenst.
>>nds<< I understand your language.	Ik verstah dien Spraak.
>>nds<< I want to live in a castle.	Ik will in en Slott leven.
>>nds<< I want to tell you a story.	Ik will di en Geschicht vertellen.
>>nds<< I warned him of the danger.	Ik heff em vör de Gefohr wohrschaut.
>>nds<< I was just taking a shower.	Ik heff mi jüst duuscht.
>>nds<< I was talking to my family.	Ik heff mit mien Familie snackt.
>>nds<< I wonder whose car this is.	Ik fraag mi, ’keen dit Auto tohöört.
>>nds<< I would like to rent a car.	Ik deed geern en Auto hüren.
>>nds<< I'm a stranger here myself.	Ik bün ook frömd hier.
>>nds<< I'm scared of wild animals.	Ik bün bang vör wille Deerten.
>>nds<< I'm taking my book with me.	Ik nehm mien Book mit.
>>nds<< I've heard a lot about you.	Ik heff veel von di höört.
>>nds<< I've often heard about you.	Ik heff al faken von di höört.
>>nds<< I've written three letters.	Ik heff dree Breev schreven.
>>nds<< Iceland has many volcanoes.	Iesland hett veel Vulkaans.
>>nds<< In other words, she's dumb.	Anners seggt, se is dumm.
>>nds<< Iron's atomic number is 26.	De Atoomtall von Iesen is 26.
>>nds<< Is there a pharmacy nearby?	Gifft dat hier ümto en Avtheek?
>>nds<< Isn't that skirt too short?	Is dat Kleed nich en beten kort?
>>nds<< It hardly ever rains there.	Dat regent hier meist nie.
>>nds<< Maybe she knows the answer.	Villicht weet se de Antwoord.
>>nds<< My aunt has three children.	Mien Tante hett dree Kinner.
>>nds<< My father stopped drinking.	Mien Vader deed ophören sik to besupen.
>>nds<< My mother has two brothers.	Mien Moder hett twee Bröder.
>>nds<< My mother's feeling better.	Mien Moder geiht dat beter.
>>nds<< My parents are very strict.	Miene Öllern sünd temlich streng.
>>nds<< No one can know everything.	Nüms kann allens weten.
>>nds<< No one could find the cave.	Nüms kunn de Höhl finnen.
>>nds<< One's new. The other's old.	Een is neet. De annere is oold.
>>nds<< Put the coat on the hanger.	Häng den Mantel an ’n Haken.
>>nds<< She bought a shirt for him.	Se hett em en Hemd köfft.
>>nds<< She can both ski and skate.	Se kann Ski föhren un skaten.
>>nds<< She didn't want him to die.	Se wull nich, dat he doodblifft.
>>nds<< She forced him to sit down.	Se möök em sitten.
>>nds<< She forgot to feed the dog.	Se hett vergeten, den Hund Foder to geven.
>>nds<< She gave him a tender kiss.	Se geev em en Söten.
>>nds<< She got no answer from him.	Se hett keen Antwoord von em kregen.
>>nds<< She got the money from him.	Se hett dat Geld von em kregen.
>>nds<< She has a dog and six cats.	Se hett en Hund un söss Katten.
>>nds<< She has a good memory, too.	Se hett ook en behöllern Kopp.
>>nds<< She has a rose in her hand.	Se hett en Roos in ’e Hand.
>>nds<< She has no one to speak to.	Se hett nüms to ’n Snacken.
>>nds<< She held him by the sleeve.	Se höll em an ’n Mau fast.
>>nds<< She helped him tie his tie.	Se hett em hulpen, sien Slips to binnen.
>>nds<< She is lying about her age.	Se lüggt bi ehr Öller.
>>nds<< She is very fond of gossip.	Se sladdert temlich geern.
>>nds<< She makes her mother happy.	Se maakt ehr Moder blied.
>>nds<< She persuaded him to do it.	Se deed em övertügen, dat to doon.
>>nds<< She ran away with the eggs.	Se is mit de Eier utneiht.
>>nds<< She sent him a long letter.	Se hett em en langen Breev tostüürt.
>>nds<< She took care of his wound.	Se deed sien Wunn versorgen.
>>nds<< Soap helps remove the dirt.	Seep helpt gegen den Dreck.
>>nds<< That book is worth reading.	Dit Book is dat Lesen weerd.
>>nds<< That we are not able to do.	Dat köönt wi nich doon.
>>nds<< That's why he lost his job.	Dorüm hett he sien Arbeid verloren.
>>nds<< The alarm clock is ringing.	De Wecker klingelt.
>>nds<< The baby is still sleeping.	Dat Baby slöppt noch.
>>nds<< The boys have found a coin.	De Jungs hebbt en Münt funnen.
>>nds<< The curtain caught on fire.	De Vörhang hett Füür fungen.
>>nds<< The dogs are in the garden.	De Hunnen sünd in ’n Goorn.
>>nds<< The engine would not start.	De Motoor wull nich starten.
>>nds<< The food wasn't that great.	Dat Eten weer nich so dull.
>>nds<< The fountain is over there.	De Born is dor achtern.
>>nds<< The heat is terrible today.	De Hitt vondaag is gresig.
>>nds<< The house is painted white.	Dat Huus is witt anstreken.
>>nds<< The job is almost finished.	De Arbeid is al meist trech.
>>nds<< The journey has just begun.	De Reis hett jüst anfungen.
>>nds<< The storm blew down a tree.	De Storm hett en Boom ümsmeten.
>>nds<< The wound started to bleed.	De Wunn füng dat Blöden an.
>>nds<< There's a party after work.	Dat gifft na ’e Arbeid en Party.
>>nds<< There's milk in the fridge.	In ’n Köhlschapp is Melk.
>>nds<< This is a strange sentence.	Dit is en snaakschen Satz.
>>nds<< This is also my first time.	Dat is ook mien eerst Maal.
>>nds<< This shoe is a size bigger.	Disse Schoh is een Grött grötter.
>>nds<< Today is a good day to die.	Vondaag is en goden Dag to ’n Starven.
>>nds<< Tom likes to play baseball.	Tom speelt geern Baseball.
>>nds<< We also went to the temple.	Wi sünd ook na ’n Tempel wesen.
>>nds<< We have to go to sleep now.	Wi mööt nu slapen gahn.
>>nds<< We were running to and fro.	Wi löpen op un dal.
>>nds<< We'll have to do something.	Wi mööt wat doon.
>>nds<< We're in need of some food.	Wi bruukt wat to eten.
>>nds<< What browser are you using?	Wat för ’n Nettkieker bruukst du?
>>nds<< What did you do last night?	Wat hest du vergangen Nacht maakt?
>>nds<< What did you do last night?	Wat hest du güstern Avend maakt?
>>nds<< What did you say yesterday?	Wat hest du güstern seggt?
>>nds<< What would you like to eat?	Wat wullt du geern eten?
>>nds<< What's in fashion in Paris?	Wat is in Paris Mood?
>>nds<< What's the meaning of that?	Wat bedüüdt dat?
>>nds<< What's your favorite novel?	Wat is dien leevsten Romaan?
>>nds<< When did you learn to swim?	Wannehr hest du swemmen lehrt?
>>nds<< Where did you go yesterday?	Woneem büst du güstern henwesen?
>>nds<< Where did you learn French?	Woneem hest du Franzöösch lehrt?
>>nds<< Where is the logic in that?	Wo blifft denn dor de Logik?
>>nds<< Where is the train station?	Woneem is de Bahnhoff?
>>nds<< Who is your favorite actor?	’Keen is dien leevsten Schauspeler?
>>nds<< Why did he do such a thing?	Worüm hett he sowat daan?
>>nds<< Why don't you listen to me?	Worüm höörst du mi nich to?
>>nds<< Why don't you listen to me?	Worüm höörst du nich op mi?
>>nds<< Yesterday, I bought a book.	Güstern heff ik en Book köfft.
>>nds<< You are always complaining.	Du büst jümmer bloot an ’t Murren.
>>nds<< You know it better than me.	Du weetst dat beter as ik.
>>nds<< You must know that I snore.	Du musst weten, dat ik snurk.
>>nds<< You must start immediately.	Du musst stracks anfangen.
>>nds<< You put in too much pepper.	Du hest dor toveel Peper rindaan.
>>nds<< You're not a child anymore.	Du büst keen Kind mehr.
>>nds<< Young tigers resemble cats.	Junge Tigers seht ut as Katten.
>>nds<< Your father is pretty tall.	Dien Vader is temlich groot.
>>nds<< All of the balls are yellow.	All de Bäll sünd geel.
>>nds<< Americans eat a lot of meat.	Amerikaners eet veel Fleesch.
>>nds<< An elephant has a long nose.	En Elefant hett en lange Nees.
>>nds<< At first, I had no idea why.	Toeerst wüss ik noch worüm.
>>nds<< Bigger is not always better.	Grötter is nich jümmer beter.
>>nds<< Blood is thicker than water.	Blood is dicker as Water.
>>nds<< Chopin's music is beautiful.	Chopin sien Musik is wunnerschöön.
>>nds<< Dad is coming home tomorrow.	Papa kummt morgen na Huus.
>>nds<< Did you take a shower today?	Hest du di vondaag duuscht?
>>nds<< Do we need a world language?	Bruukt wi en Weltspraak?
>>nds<< Do you have enough blankets?	Hest du noog Deken?
